GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALUKE001,ALUKE002,ALUKE003,ALUKE004,ALUKE005,ALUKE006,ALUKE007,ALUKE008,ALUKE009,ALUKE010,ALUKE011,ALUKE012,ALUKE013,ALUKE014,ALUKE015,ALUKE016,ALUKE017,ALUKE018,ALUKE019,ALUKE020,ALUKE021,NAME_M,ALUCM001,ALUCM002,ALUCM003,ALUCM004,ALUCM005,ALUCM006,ALUCM007,ALUCM008,ALUCM009,ALUCM010,ALUKM001,ALUKM002,ALUKM003,ALUKM004,ALUKM005,ALUKM006,ALUKM007,ALUKM008,ALUKM009,ALUKM010,ALUKM011,ALUKM012,ALUKM013,ALUKM014,ALUKM015,ALUKM016,ALUKM017,ALUKM018,ALUKM019,ALUKM020,ALUKM021
"G2201270","2015-2019","LA",,,"Louisiana","22","Winn Parish","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22127",,,"Winn Parish, Louisiana",14313,9471,4533,76,0,0,116,117,0,117,14313,14020,9303,4516,76,0,0,8,117,0,117,293,168,17,0,0,0,108,0,0,0,"Winn Parish, Louisiana",0,85,34,63,20,20,95,70,20,70,0,0,20,27,63,20,20,14,70,20,70,0,85,20,20,20,20,85,20,20,20
"G2300010","2015-2019","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23001",,,"Androscoggin County, Maine",107602,98386,2562,162,839,0,267,5386,257,5129,107602,105604,97498,2325,142,839,0,57,4743,38,4705,1998,888,237,20,0,0,210,643,219,424,"Androscoggin County, Maine",0,228,394,84,120,24,141,432,245,406,0,0,54,350,84,120,24,56,377,40,377,0,227,149,20,24,24,137,240,240,172
"G2300030","2015-2019","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23003",,,"Aroostook County, Maine",67809,64373,682,1275,318,12,96,1053,40,1013,67809,66975,63825,637,1263,306,9,0,935,1,934,834,548,45,12,12,3,96,118,39,79,"Aroostook County, Maine",0,111,106,104,58,10,56,162,36,152,0,0,2,98,103,56,9,24,151,2,151,0,110,38,12,16,5,56,61,35,49
"G2300050","2015-2019","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23005",,,"Cumberland County, Maine",292307,268151,8863,578,6350,34,1091,7240,395,6845,292307,286246,263921,8571,375,6269,31,435,6644,200,6444,6061,4230,292,203,81,3,656,596,195,401,"Cumberland County, Maine",0,433,585,205,367,43,343,684,178,658,0,0,278,571,163,352,42,265,682,120,663,0,316,157,112,58,7,228,194,127,169
"G2300070","2015-2019","ME",,,"Maine","23","Franklin County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23007",,,"Franklin County, Maine",29982,28920,73,39,113,61,69,707,52,655,29982,29593,28670,73,39,113,61,43,594,9,585,389,250,0,0,0,0,26,113,43,70,"Franklin County, Maine",0,86,57,25,38,48,50,116,41,114,0,0,46,57,25,38,48,44,87,11,86,0,77,19,19,19,19,27,79,40,72
"G2300090","2015-2019","ME",,,"Maine","23","Hancock County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23009",,,"Hancock County, Maine",54601,52344,469,254,624,75,65,770,23,747,54601,53807,51722,466,254,624,75,40,626,19,607,794,622,3,0,0,0,25,144,4,140,"Hancock County, Maine",0,125,71,62,95,96,38,163,22,162,0,0,40,72,62,95,96,38,110,21,109,0,119,4,24,24,24,22,121,6,120
"G2300110","2015-2019","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23011",,,"Kennebec County, Maine",121753,116530,1039,661,1108,85,224,2106,118,1988,121753,119853,115148,922,622,1108,48,47,1958,38,1920,1900,1382,117,39,0,37,177,148,80,68,"Kennebec County, Maine",0,187,191,168,203,50,107,352,76,351,0,0,65,155,159,203,36,44,330,44,336,0,182,106,36,24,36,95,94,63,73
"G2300130","2015-2019","ME",,,"Maine","23","Knox County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23013",,,"Knox County, Maine",39759,38200,205,201,201,2,108,842,55,787,39759,39159,37833,186,193,201,2,2,742,23,719,600,367,19,8,0,0,106,100,32,68,"Knox County, Maine",0,118,66,102,56,3,116,134,49,130,0,0,24,64,101,56,3,2,126,24,124,0,116,25,11,22,22,116,60,43,50
"G2300150","2015-2019","ME",,,"Maine","23","Lincoln County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23015",,,"Lincoln County, Maine",34201,33143,129,148,340,0,74,367,14,353,34201,33775,32798,128,148,338,0,8,355,6,349,426,345,1,0,2,0,66,12,8,4,"Lincoln County, Maine",0,51,50,71,72,22,49,102,16,99,0,0,7,50,71,72,22,7,100,12,99,0,52,2,22,4,22,49,14,11,8
"G2300170","2015-2019","ME",,,"Maine","23","Oxford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23017",,,"Oxford County, Maine",57550,55391,212,182,217,7,88,1453,23,1430,57550,56757,54829,206,171,210,7,4,1330,19,1311,793,562,6,11,7,0,84,123,4,119,"Oxford County, Maine",0,128,81,68,57,11,68,176,20,174,0,0,19,79,67,56,11,5,110,18,106,0,128,12,18,9,24,67,123,6,122
"G2300190","2015-2019","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23019",,,"Penobscot County, Maine",151774,143465,1291,1910,1492,58,462,3096,128,2968,151774,149713,142101,1247,1683,1472,58,239,2913,29,2884,2061,1364,44,227,20,0,223,183,99,84,"Penobscot County, Maine",0,248,140,306,209,22,213,298,67,292,0,0,164,131,217,208,22,164,269,40,275,0,183,53,176,27,24,132,81,53,60
"G2300210","2015-2019","ME",,,"Maine","23","Piscataquis County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23021",,,"Piscataquis County, Maine",16836,16128,96,135,131,0,119,227,0,227,16836,16591,15979,82,135,131,0,37,227,0,227,245,149,14,0,0,0,82,0,0,0,"Piscataquis County, Maine",0,57,38,77,87,16,56,126,16,126,0,0,27,34,77,87,16,27,126,16,126,0,47,17,16,16,16,45,16,16,16
"G2300230","2015-2019","ME",,,"Maine","23","Sagadahoc County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23023",,,"Sagadahoc County, Maine",35452,33941,278,127,271,0,58,777,106,671,35452,34843,33521,278,72,271,0,35,666,29,637,609,420,0,55,0,0,23,111,77,34,"Sagadahoc County, Maine",0,108,91,90,103,22,45,182,79,161,0,0,63,91,65,103,22,41,166,47,155,0,93,22,64,22,22,35,63,60,35
"G2300250","2015-2019","ME",,,"Maine","23","Somerset County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23025",,,"Somerset County, Maine",50520,48759,313,244,194,0,60,950,46,904,50520,49966,48349,294,244,186,0,2,891,0,891,554,410,19,0,8,0,58,59,46,13,"Somerset County, Maine",0,93,84,98,85,24,51,159,47,156,0,0,24,79,98,82,24,3,157,24,157,0,93,26,24,16,24,51,53,47,20
"G2300270","2015-2019","ME",,,"Maine","23","Waldo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23027",,,"Waldo County, Maine",39539,38044,234,176,182,0,155,748,48,700,39539,38953,37630,196,173,182,0,126,646,0,646,586,414,38,3,0,0,29,102,48,54,"Waldo County, Maine",0,189,73,61,47,22,167,127,54,104,0,0,165,49,61,47,22,165,93,22,93,0,101,54,4,22,22,30,88,54,44
"G2300290","2015-2019","ME",,,"Maine","23","Washington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23029",,,"Washington County, Maine",31491,28604,244,1665,149,9,149,671,16,655,31491,30748,28165,133,1611,145,9,36,649,0,649,743,439,111,54,4,0,113,22,16,6,"Washington County, Maine",0,121,127,88,25,7,72,103,23,98,0,0,25,39,80,24,7,25,98,22,98,0,118,116,33,9,22,65,26,23,9
"G2300310","2015-2019","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US23031",,,"York County, Maine",204316,195143,1778,903,2580,53,456,3403,146,3257,204316,200809,192542,1624,892,2551,53,81,3066,63,3003,3507,2601,154,11,29,0,375,337,83,254,"York County, Maine",0,258,302,267,239,41,169,483,107,468,0,0,60,263,263,239,41,60,425,78,415,0,261,121,23,32,24,173,195,81,185
"G2400010","2015-2019","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24001",,,"Allegany County, Maryland",71445,62992,5796,100,670,15,206,1666,126,1540,71445,70168,62135,5692,90,663,15,61,1512,60,1452,1277,857,104,10,7,0,145,154,66,88,"Allegany County, Maryland",0,143,196,41,126,17,96,255,59,244,0,0,80,193,34,124,17,61,248,48,245,0,109,45,16,11,28,75,63,40,55
"G2400030","2015-2019","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24003",,,"Anne Arundel County, Maryland",571275,415470,95710,1175,21605,386,13578,23351,1688,21663,571275,526654,389750,93175,835,21377,356,1619,19542,376,19166,44621,25720,2535,340,228,30,11959,3809,1312,2497,"Anne Arundel County, Maryland",0,1629,1348,326,646,124,1562,1698,424,1650,0,0,365,1172,218,638,114,471,1408,150,1365,0,1606,627,204,141,50,1529,693,365,701
"G2400050","2015-2019","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24005",,,"Baltimore County, Maryland",828018,501423,239308,2460,49885,726,11104,23112,2352,20760,828018,783211,474239,235778,1946,49687,345,1828,19388,756,18632,44807,27184,3530,514,198,381,9276,3724,1596,2128,"Baltimore County, Maryland",0,1723,1548,514,689,247,1627,1618,579,1617,0,0,300,1138,353,699,57,429,1437,384,1431,0,1733,899,312,85,250,1586,657,462,538
"G2400090","2015-2019","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24009",,,"Calvert County, Maryland",91511,74326,10709,135,1718,51,531,4041,98,3943,91511,87870,71522,10524,128,1650,38,151,3857,1,3856,3641,2804,185,7,68,13,380,184,97,87,"Calvert County, Maryland",0,259,454,151,210,53,181,548,141,533,0,0,139,441,152,198,49,131,531,2,530,0,247,121,11,91,23,145,146,141,61
"G2400110","2015-2019","MD",,,"Maryland","24","Caroline County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24011",,,"Caroline County, Maryland",33049,26405,4666,130,229,0,733,886,43,843,33049,30632,24967,4475,54,229,0,67,840,22,818,2417,1438,191,76,0,0,666,46,21,25,"Caroline County, Maryland",0,276,219,88,53,25,248,169,32,167,0,0,38,151,45,53,25,54,159,23,160,0,275,142,58,25,25,250,40,21,25
"G2400130","2015-2019","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24013",,,"Carroll County, Maryland",167699,153534,5924,424,3176,47,1163,3431,274,3157,167699,161778,149333,5790,410,3176,11,239,2819,36,2783,5921,4201,134,14,0,36,924,612,238,374,"Carroll County, Maryland",0,455,303,102,236,54,389,534,230,468,0,0,147,285,100,236,12,146,422,41,418,0,437,87,19,28,53,351,320,198,227
"G2400150","2015-2019","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24015",,,"Cecil County, Maryland",102552,90069,6974,92,1446,24,1011,2936,146,2790,102552,98027,87291,6546,92,1446,7,54,2591,22,2569,4525,2778,428,0,0,17,957,345,124,221,"Cecil County, Maryland",0,459,534,85,162,31,366,408,106,392,0,0,60,343,85,162,11,60,376,31,373,0,445,347,28,28,28,363,180,101,138
"G2400170","2015-2019","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24017",,,"Charles County, Maryland",159428,70090,73300,928,5115,16,1158,8821,390,8431,159428,150216,64027,72431,843,5062,16,329,7508,134,7374,9212,6063,869,85,53,0,829,1313,256,1057,"Charles County, Maryland",0,630,1017,184,291,16,365,1139,167,1139,0,0,97,942,170,291,16,137,1000,89,1014,0,625,350,76,59,28,319,433,148,396
"G2400190","2015-2019","MD",,,"Maryland","24","Dorchester County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24019",,,"Dorchester County, Maryland",32138,21065,8549,20,354,0,409,1741,71,1670,32138,30323,20206,8287,20,354,0,24,1432,22,1410,1815,859,262,0,0,0,385,309,49,260,"Dorchester County, Maryland",0,251,371,15,56,25,178,397,61,387,0,0,46,318,15,56,25,39,320,24,318,0,244,218,25,25,25,173,256,58,250
"G2400210","2015-2019","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24021",,,"Frederick County, Maryland",251422,202622,24411,794,11192,170,3896,8337,1055,7282,251422,227321,184756,23557,665,11151,170,426,6596,185,6411,24101,17866,854,129,41,0,3470,1741,870,871,"Frederick County, Maryland",0,968,563,189,350,41,861,740,315,647,0,0,158,482,175,353,41,199,606,78,591,0,931,328,84,40,28,810,348,293,265
"G2400230","2015-2019","MD",,,"Maryland","24","Garrett County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24023",,,"Garrett County, Maryland",29235,28327,250,44,125,9,33,447,52,395,29235,28905,28193,250,20,125,9,0,308,14,294,330,134,0,24,0,0,33,139,38,101,"Garrett County, Maryland",0,49,75,30,25,17,27,95,43,95,0,0,19,75,14,25,17,22,85,19,81,0,44,22,26,22,22,27,47,37,55
"G2400250","2015-2019","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24025",,,"Harford County, Maryland",252222,198359,34843,435,6571,43,3508,8463,813,7650,252222,240733,191893,33969,397,6472,5,409,7588,512,7076,11489,6466,874,38,99,38,3099,875,301,574,"Harford County, Maryland",0,679,743,144,352,45,675,841,352,820,0,0,117,644,142,345,11,190,758,311,781,0,648,314,47,93,42,620,285,161,228
"G2400270","2015-2019","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24027",,,"Howard County, Maryland",318855,181711,60232,846,57613,84,4209,14160,1453,12707,318855,296843,165862,58978,670,57531,68,1683,12051,575,11476,22012,15849,1254,176,82,16,2526,2109,878,1231,"Howard County, Maryland",0,869,1127,208,648,59,799,1276,411,1190,0,0,394,1039,172,645,52,462,1127,293,1076,0,747,369,127,60,26,566,519,331,453
"G2400290","2015-2019","MD",,,"Maryland","24","Kent County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24029",,,"Kent County, Maryland",19536,15774,2787,26,228,6,266,449,4,445,19536,18677,15187,2770,26,228,0,32,434,4,430,859,587,17,0,0,6,234,15,0,15,"Kent County, Maryland",0,146,136,19,49,11,148,153,7,152,0,0,50,135,19,49,19,50,149,7,148,0,162,19,19,19,11,165,18,19,18
"G2400310","2015-2019","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24031",,,"Montgomery County, Maryland",1043530,553846,192639,3273,154340,467,93555,45410,8505,36905,1043530,839776,457265,186964,1505,153306,438,5859,34439,2887,31552,203754,96581,5675,1768,1034,29,87696,10971,5618,5353,"Montgomery County, Maryland",0,3632,1531,624,1213,182,3889,2253,1261,2129,0,0,790,1490,230,1212,181,965,1889,884,1906,0,3612,1024,604,345,38,3800,1220,1002,836
"G2400330","2015-2019","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24033",,,"Prince George's County, Maryland",908670,150782,569478,3283,37453,475,120308,26891,3793,23098,908670,741172,115436,560785,2116,37170,404,3360,21901,773,21128,167498,35346,8693,1167,283,71,116948,4990,3020,1970,"Prince George's County, Maryland",0,2227,1664,552,697,91,2879,1733,791,1599,0,0,355,1322,378,689,51,534,1473,206,1473,0,2176,1097,443,119,77,2773,822,741,478
"G2400350","2015-2019","MD",,,"Maryland","24","Queen Anne's County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24035",,,"Queen Anne's County, Maryland",49632,44328,3302,43,504,51,621,783,8,775,49632,47677,42945,3289,17,504,0,150,772,8,764,1955,1383,13,26,0,51,471,11,0,11,"Queen Anne's County, Maryland",0,237,198,33,110,55,236,216,12,216,0,0,20,201,15,110,25,86,216,12,217,0,233,21,30,25,55,218,17,25,17
"G2400370","2015-2019","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24037",,,"St. Mary's County, Maryland",112290,87625,16431,94,2865,20,1066,4189,112,4077,112290,106471,83197,16275,94,2865,20,220,3800,112,3688,5819,4428,156,0,0,0,846,389,0,389,"St. Mary's County, Maryland",0,505,430,71,323,32,347,610,131,632,0,0,205,421,71,323,32,182,515,131,533,0,485,96,28,28,28,317,300,28,300
"G2400390","2015-2019","MD",,,"Maryland","24","Somerset County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24039",,,"Somerset County, Maryland",25729,13569,10910,98,253,6,271,622,0,622,25729,24799,13260,10668,87,253,6,6,519,0,519,930,309,242,11,0,0,265,103,0,103,"Somerset County, Maryland",0,120,278,89,46,9,127,225,22,225,0,0,9,218,88,46,9,9,206,22,206,0,118,192,14,22,22,127,76,22,76
"G2400410","2015-2019","MD",,,"Maryland","24","Talbot County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24041",,,"Talbot County, Maryland",37167,30818,3887,84,503,0,247,1628,178,1450,37167,34654,28926,3738,48,503,0,29,1410,5,1405,2513,1892,149,36,0,0,218,218,173,45,"Talbot County, Maryland",0,240,447,64,61,25,154,416,176,415,0,0,48,407,40,61,25,48,418,10,418,0,234,135,46,25,25,150,181,176,38
"G2400430","2015-2019","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24043",,,"Washington County, Maryland",150109,123236,15984,202,2755,140,1634,6158,291,5867,150109,142493,118474,15578,186,2731,113,156,5255,15,5240,7616,4762,406,16,24,27,1478,903,276,627,"Washington County, Maryland",0,540,691,70,232,58,425,877,124,856,0,0,49,715,70,225,22,70,786,24,783,0,530,194,23,47,51,422,284,116,287
"G2400450","2015-2019","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24045",,,"Wicomico County, Maryland",102539,68178,26594,274,3215,28,1467,2783,175,2608,102539,97163,64575,26301,249,3202,28,123,2685,119,2566,5376,3603,293,25,13,0,1344,98,56,42,"Wicomico County, Maryland",0,504,549,106,126,33,513,516,109,517,0,0,32,510,103,129,33,106,507,100,516,0,495,157,41,18,28,488,59,48,38
"G2400470","2015-2019","MD",,,"Maryland","24","Worcester County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24047",,,"Worcester County, Maryland",51765,42965,6659,70,618,41,191,1221,33,1188,51765,49954,41494,6573,62,617,41,0,1167,1,1166,1811,1471,86,8,1,0,191,54,32,22,"Worcester County, Maryland",0,135,241,70,95,67,100,255,39,253,0,0,28,230,67,94,67,28,246,4,246,0,135,63,12,2,28,100,47,39,22
"G2405100","2015-2019","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US24510",,,"Baltimore city, Maryland",609032,185489,379751,1732,15693,229,10972,15166,1449,13717,609032,576849,167430,376203,1442,15649,204,2500,13421,748,12673,32183,18059,3548,290,44,25,8472,1745,701,1044,"Baltimore city, Maryland",0,1530,1284,264,386,81,1534,1176,434,1035,0,0,385,1066,214,382,71,638,1039,357,973,0,1469,875,164,41,34,1404,378,262,274
"G2500010","2015-2019","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25001",,,"Barnstable County, Massachusetts",213496,195669,6210,1313,3182,109,2565,4448,717,3731,213496,206880,190593,6093,1217,3124,75,1851,3927,354,3573,6616,5076,117,96,58,34,714,521,363,158,"Barnstable County, Massachusetts",0,779,434,183,311,179,695,694,430,536,0,0,597,416,182,299,172,579,562,189,528,0,475,79,84,84,51,342,398,380,96
"G2500030","2015-2019","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25003",,,"Berkshire County, Massachusetts",126425,114485,3548,338,2248,78,2209,3519,324,3195,126425,120426,111388,3315,193,2238,78,366,2848,49,2799,5999,3097,233,145,10,0,1843,671,275,396,"Berkshire County, Massachusetts",0,525,369,105,145,55,499,474,130,457,0,0,277,344,69,144,55,281,374,44,369,0,452,138,92,14,29,398,218,119,176
"G2500050","2015-2019","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25005",,,"Bristol County, Massachusetts",561037,471827,23969,391,12741,287,34815,17007,4808,12199,561037,516191,455995,22101,285,12664,206,11113,13827,2933,10894,44846,15832,1868,106,77,81,23702,3180,1875,1305,"Bristol County, Massachusetts",0,1904,1014,161,495,155,1834,1125,778,885,0,0,1492,986,136,498,142,1532,885,573,757,0,1202,389,73,67,63,1135,688,592,385
"G2500070","2015-2019","MA",,,"Massachusetts","25","Dukes County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25007",,,"Dukes County, Massachusetts",17312,15247,813,143,59,0,346,704,43,661,17312,16682,14811,727,116,59,0,303,666,43,623,630,436,86,27,0,0,43,38,0,38,"Dukes County, Massachusetts",0,277,202,136,75,19,200,232,51,225,0,0,182,188,108,75,19,181,231,51,226,0,182,74,70,19,19,78,51,19,51
"G2500090","2015-2019","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25009",,,"Essex County, Massachusetts",783676,626140,33424,1596,26899,186,71852,23579,4242,19337,783676,619649,550875,25199,784,26696,140,2289,13666,1121,12545,164027,75265,8225,812,203,46,69563,9913,3121,6792,"Essex County, Massachusetts",0,2756,1692,328,671,113,2980,1598,780,1506,0,0,549,970,220,647,94,589,1229,429,1154,0,2744,1368,256,117,51,2849,1104,593,995
"G2500110","2015-2019","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25011",,,"Franklin County, Massachusetts",70577,65480,1066,209,908,106,967,1841,175,1666,70577,67742,64012,969,200,890,106,46,1519,69,1450,2835,1468,97,9,18,0,921,322,106,216,"Franklin County, Massachusetts",0,280,209,80,149,146,305,293,99,277,0,0,79,197,80,148,146,25,247,67,253,0,275,64,10,22,29,305,106,67,93
"G2500130","2015-2019","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25013",,,"Hampden County, Massachusetts",467871,381040,41471,1144,11197,121,19095,13803,2531,11272,467871,350111,293556,36142,694,10767,11,511,8430,298,8132,117760,87484,5329,450,430,110,18584,5373,2233,3140,"Hampden County, Massachusetts",0,2055,1124,266,474,116,1799,1451,532,1353,0,0,127,794,193,426,17,279,930,123,923,0,2051,812,221,236,114,1804,925,511,795
"G2500150","2015-2019","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25015",,,"Hampshire County, Massachusetts",161032,141084,4186,299,8483,138,1608,5234,666,4568,161032,151985,134786,4027,182,8430,128,184,4248,150,4098,9047,6298,159,117,53,10,1424,986,516,470,"Hampshire County, Massachusetts",0,510,541,150,374,138,340,698,235,640,0,0,113,522,57,365,139,94,580,107,568,0,488,79,132,65,16,330,351,224,217
"G2500170","2015-2019","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25017",,,"Middlesex County, Massachusetts",1600842,1227271,85583,3163,190905,742,45312,47866,6351,41515,1600842,1472862,1150282,79953,1867,190409,542,11837,37972,3726,34246,127980,76989,5630,1296,496,200,33475,9894,2625,7269,"Middlesex County, Massachusetts",0,2740,1593,680,1615,195,2927,2370,752,2265,0,0,1303,1292,320,1616,130,1677,1922,636,1784,0,2446,963,671,190,133,2354,1305,462,1349
"G2500190","2015-2019","MA",,,"Massachusetts","25","Nantucket County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25019",,,"Nantucket County, Massachusetts",11168,9748,871,32,71,7,95,344,88,256,11168,10703,9513,736,32,71,7,0,344,88,256,465,235,135,0,0,0,95,0,0,0,"Nantucket County, Massachusetts",0,409,369,35,52,14,116,192,101,164,0,328,431,332,35,52,14,19,192,101,164,328,208,173,19,19,19,116,19,19,19
"G2500210","2015-2019","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25021",,,"Norfolk County, Massachusetts",700437,543394,49756,950,77446,274,11563,17054,2258,14796,700437,668703,524697,47098,765,77181,253,4242,14467,1183,13284,31734,18697,2658,185,265,21,7321,2587,1075,1512,"Norfolk County, Massachusetts",0,1372,1031,279,923,114,1311,1545,613,1370,0,0,795,888,241,903,112,933,1353,489,1223,0,1104,609,117,142,23,1045,615,371,521
"G2500230","2015-2019","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25023",,,"Plymouth County, Massachusetts",515303,427046,51537,817,7192,50,17164,11497,2956,8541,515303,495201,415590,49456,519,7093,50,12747,9746,1949,7797,20102,11456,2081,298,99,0,4417,1751,1007,744,"Plymouth County, Massachusetts",0,1644,1345,331,531,43,1849,1036,663,845,0,0,1275,1265,227,519,43,1730,987,540,804,0,827,416,205,88,29,726,389,326,231
"G2500250","2015-2019","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25025",,,"Suffolk County, Massachusetts",796605,439961,178557,2188,70597,418,52405,52479,5674,46805,796605,614245,357453,160215,1408,69875,365,6380,18549,1897,16652,182360,82508,18342,780,722,53,46025,33930,3777,30153,"Suffolk County, Massachusetts",0,3059,1929,433,738,148,2773,2649,820,2410,0,0,877,1219,273,663,145,1019,1392,426,1285,0,2807,1853,320,277,38,2585,2226,669,2121
"G2500270","2015-2019","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US25027",,,"Worcester County, Massachusetts",824772,690146,41366,2181,40508,288,26623,23660,4491,19169,824772,729994,629988,37150,1405,40296,249,4494,16412,1253,15159,94778,60158,4216,776,212,39,22129,7248,3238,4010,"Worcester County, Massachusetts",0,2466,1199,472,790,121,2215,1743,704,1534,0,0,1010,985,328,762,111,998,1255,337,1222,0,2048,749,304,130,49,1810,1002,592,756
