GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALUKE001,ALUKE002,ALUKE003,ALUKE004,ALUKE005,ALUKE006,ALUKE007,ALUKE008,ALUKE009,ALUKE010,ALUKE011,ALUKE012,ALUKE013,ALUKE014,ALUKE015,ALUKE016,ALUKE017,ALUKE018,ALUKE019,ALUKE020,ALUKE021,NAME_M,ALUCM001,ALUCM002,ALUCM003,ALUCM004,ALUCM005,ALUCM006,ALUCM007,ALUCM008,ALUCM009,ALUCM010,ALUKM001,ALUKM002,ALUKM003,ALUKM004,ALUKM005,ALUKM006,ALUKM007,ALUKM008,ALUKM009,ALUKM010,ALUKM011,ALUKM012,ALUKM013,ALUKM014,ALUKM015,ALUKM016,ALUKM017,ALUKM018,ALUKM019,ALUKM020,ALUKM021
"G1600710","2015-2019","ID",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16071",,,"Oneida County, Idaho",4385,4293,5,7,0,0,0,80,0,80,4385,4188,4096,5,7,0,0,0,80,0,80,197,197,0,0,0,0,0,0,0,0,"Oneida County, Idaho",0,12,7,12,12,12,12,13,12,13,0,0,12,7,12,12,12,12,13,12,13,0,12,12,12,12,12,12,12,12,12
"G1600730","2015-2019","ID",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16073",,,"Owyhee County, Idaho",11552,9139,61,372,13,0,1572,395,156,239,11552,8521,7913,61,318,13,0,0,216,0,216,3031,1226,0,54,0,0,1572,179,156,23,"Owyhee County, Idaho",0,280,48,91,15,19,280,142,127,84,0,0,19,48,87,15,19,19,79,19,79,0,280,19,43,19,19,280,128,127,26
"G1600750","2015-2019","ID",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16075",,,"Payette County, Idaho",23260,20452,19,138,228,13,1534,876,205,671,23260,19226,18241,19,138,199,13,0,616,0,616,4034,2211,0,0,29,0,1534,260,205,55,"Payette County, Idaho",0,467,35,94,91,23,451,252,180,138,0,0,22,35,94,86,23,22,126,22,126,0,467,22,22,32,22,451,179,180,48
"G1600770","2015-2019","ID",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16077",,,"Power County, Idaho",7671,6448,6,449,0,3,752,13,0,13,7671,5055,4704,6,329,0,3,0,13,0,13,2616,1744,0,120,0,0,752,0,0,0,"Power County, Idaho",0,584,9,219,17,5,568,28,17,28,0,0,17,9,31,17,5,17,28,17,28,0,584,17,215,17,17,568,17,17,17
"G1600790","2015-2019","ID",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16079",,,"Shoshone County, Idaho",12609,11792,43,393,12,0,45,324,48,276,12609,12160,11500,43,377,9,0,2,229,3,226,449,292,0,16,3,0,43,95,45,50,"Shoshone County, Idaho",0,86,40,122,16,19,34,130,44,114,0,0,6,40,118,14,19,3,105,4,105,0,87,19,17,6,19,35,69,45,54
"G1600810","2015-2019","ID",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16081",,,"Teton County, Idaho",11426,10153,0,83,0,0,950,240,79,161,11426,9498,9274,0,83,0,0,0,141,0,141,1928,879,0,0,0,0,950,99,79,20,"Teton County, Idaho",0,289,19,87,19,19,308,139,95,99,0,0,19,19,87,19,19,19,87,19,87,0,289,19,19,19,19,308,102,95,29
"G1600830","2015-2019","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16083",,,"Twin Falls County, Idaho",84869,77944,689,605,1562,45,2402,1622,187,1435,84869,70979,67080,689,452,1448,45,0,1265,16,1249,13890,10864,0,153,114,0,2402,357,171,186,"Twin Falls County, Idaho",0,915,83,262,231,69,931,260,111,242,0,0,25,83,142,174,69,28,189,25,196,0,914,28,229,144,28,931,174,108,131
"G1600850","2015-2019","ID",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16085",,,"Valley County, Idaho",10709,10576,6,22,29,0,35,41,0,41,10709,10214,10130,6,22,26,0,0,30,0,30,495,446,0,0,3,0,35,11,0,11,"Valley County, Idaho",0,115,7,32,30,19,81,46,19,46,0,0,48,7,32,30,19,19,31,19,31,0,109,19,19,8,19,81,34,19,34
"G1600870","2015-2019","ID",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16087",,,"Washington County, Idaho",10057,8834,19,100,37,0,738,329,98,231,10057,8344,7938,19,100,37,0,0,250,19,231,1713,896,0,0,0,0,738,79,79,0,"Washington County, Idaho",0,271,31,77,31,19,274,108,62,83,0,0,29,31,77,31,19,19,86,29,83,0,266,19,19,19,19,274,57,57,19
"G1700010","2015-2019","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17001",,,"Adams County, Illinois",66085,61406,2731,297,527,14,113,997,43,954,66085,65026,60589,2682,197,527,14,71,946,10,936,1059,817,49,100,0,0,42,51,33,18,"Adams County, Illinois",0,168,186,131,111,19,83,213,33,210,0,0,73,187,37,111,19,73,212,12,210,0,147,64,131,27,27,34,40,31,27
"G1700030","2015-2019","IL",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17003",,,"Alexander County, Illinois",6260,3954,2094,37,0,35,22,118,2,116,6260,6178,3929,2094,37,0,0,0,118,2,116,82,25,0,0,0,35,22,0,0,0,"Alexander County, Illinois",0,21,113,60,16,50,31,77,3,77,0,61,3,113,60,16,16,16,77,3,77,61,21,16,16,16,50,31,16,16,16
"G1700050","2015-2019","IL",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17005",,,"Bond County, Illinois",16589,15077,1264,84,59,0,56,49,0,49,16589,16005,14565,1250,76,59,0,28,27,0,27,584,512,14,8,0,0,28,22,0,22,"Bond County, Illinois",0,71,89,56,56,18,43,46,18,46,0,0,34,86,54,56,18,34,31,18,31,0,63,27,15,18,18,24,30,18,30
"G1700070","2015-2019","IL",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17007",,,"Boone County, Illinois",53537,46852,1184,183,632,0,3395,1291,193,1098,53537,41864,39083,1121,162,632,0,60,806,63,743,11673,7769,63,21,0,0,3335,485,130,355,"Boone County, Illinois",0,820,263,122,110,27,854,429,152,375,0,0,33,252,118,110,27,57,316,93,294,0,817,78,30,27,27,853,278,134,223
"G1700090","2015-2019","IL",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17009",,,"Brown County, Illinois",6628,5265,1272,24,0,0,44,23,3,20,6628,6188,4895,1252,18,0,0,0,23,3,20,440,370,20,6,0,0,44,0,0,0,"Brown County, Illinois",0,40,231,86,16,16,30,145,5,143,0,0,16,229,85,16,16,16,145,5,143,0,40,22,10,16,16,30,16,16,16
"G1700110","2015-2019","IL",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17011",,,"Bureau County, Illinois",33122,30937,350,65,291,3,1022,454,113,341,33122,30093,29047,338,63,288,3,30,324,7,317,3029,1890,12,2,3,0,992,130,106,24,"Bureau County, Illinois",0,225,71,30,48,4,227,106,60,81,0,0,26,65,31,47,4,26,79,9,77,0,227,18,5,4,24,230,63,60,20
"G1700130","2015-2019","IL",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17013",,,"Calhoun County, Illinois",4830,4719,15,25,43,0,1,27,19,8,4830,4769,4684,15,25,43,0,0,2,0,2,61,35,0,0,0,0,1,25,19,6,"Calhoun County, Illinois",0,61,16,30,48,11,2,24,23,11,0,0,54,16,30,48,11,11,3,11,3,0,25,11,11,11,11,2,24,23,11
"G1700150","2015-2019","IL",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17015",,,"Carroll County, Illinois",14466,13883,179,11,111,0,59,223,27,196,14466,13931,13464,175,11,111,0,13,157,5,152,535,419,4,0,0,0,46,66,22,44,"Carroll County, Illinois",0,59,76,14,15,18,42,94,20,91,0,0,20,75,14,15,18,16,75,7,75,0,58,6,18,18,18,40,46,19,47
"G1700170","2015-2019","IL",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17017",,,"Cass County, Illinois",12493,11058,652,22,45,1,581,134,42,92,12493,10131,9430,538,22,45,1,15,80,7,73,2362,1628,114,0,0,0,566,54,35,19,"Cass County, Illinois",0,255,99,22,24,2,243,56,38,41,0,0,16,33,22,24,2,21,29,9,27,0,254,96,18,18,18,243,44,37,24
"G1700190","2015-2019","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17019",,,"Champaign County, Illinois",209922,150820,28283,348,22579,179,2137,5576,463,5113,209922,197404,140989,28016,288,22523,144,481,4963,102,4861,12518,9831,267,60,56,35,1656,613,361,252,"Champaign County, Illinois",0,621,590,132,398,148,608,743,193,752,0,0,215,569,117,399,146,251,712,72,703,0,569,124,52,46,31,552,217,178,155
"G1700210","2015-2019","IL",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17021",,,"Christian County, Illinois",32931,31774,436,100,208,36,2,375,6,369,32931,32396,31291,430,100,199,29,0,347,0,347,535,483,6,0,9,7,2,28,6,22,"Christian County, Illinois",0,44,125,114,44,48,5,159,10,159,0,0,24,126,114,43,45,24,156,24,156,0,44,11,24,11,12,5,32,10,28
"G1700230","2015-2019","IL",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17023",,,"Clark County, Illinois",15716,15220,107,10,98,0,92,189,82,107,15716,15468,15170,105,7,79,0,0,107,0,107,248,50,2,3,19,0,92,82,82,0,"Clark County, Illinois",0,52,65,12,31,18,45,73,34,64,0,0,18,64,11,14,18,18,64,18,64,0,52,5,5,27,18,45,34,34,18
"G1700250","2015-2019","IL",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17025",,,"Clay County, Illinois",13287,12782,107,32,42,0,1,323,0,323,13287,13270,12766,107,32,42,0,0,323,0,323,17,16,0,0,0,0,1,0,0,0,"Clay County, Illinois",0,19,71,41,39,18,3,102,18,102,0,19,18,71,41,39,18,18,102,18,102,19,19,18,18,18,18,3,18,18,18
"G1700270","2015-2019","IL",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17027",,,"Clinton County, Illinois",37634,35247,1298,96,214,0,193,586,117,469,37634,36459,34412,1298,96,209,0,0,444,0,444,1175,835,0,0,5,0,193,142,117,25,"Clinton County, Illinois",0,166,159,54,35,24,140,188,94,175,0,0,24,159,54,34,24,24,172,24,172,0,166,24,24,7,24,140,99,94,39
"G1700290","2015-2019","IL",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17029",,,"Coles County, Illinois",51353,47722,2019,111,625,20,104,752,34,718,51353,50053,46691,1986,93,625,14,9,635,1,634,1300,1031,33,18,0,6,95,117,33,84,"Coles County, Illinois",0,125,167,67,66,25,54,204,35,200,0,0,27,164,64,66,23,15,188,3,188,0,125,26,24,27,10,50,87,35,76
"G1700310","2015-2019","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17031",,,"Cook County, Illinois",5198275,2946314,1217416,14911,379444,1982,500069,138139,33567,104572,5198275,3883479,2198122,1199175,4980,375635,1224,11024,93319,6696,86623,1314796,748192,18241,9931,3809,758,489045,44820,26871,17949,"Cook County, Illinois",0,8548,2650,1244,2201,320,8807,3880,1893,3248,0,0,699,2132,583,2092,205,1136,2760,918,2677,0,8479,1529,1107,579,245,8631,2358,1658,1430
"G1700330","2015-2019","IL",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17033",,,"Crawford County, Illinois",18972,17119,1231,15,61,14,75,457,43,414,18972,18351,16632,1215,15,61,14,4,410,5,405,621,487,16,0,0,0,71,47,38,9,"Crawford County, Illinois",0,342,300,19,70,18,44,172,37,168,0,149,378,289,19,70,18,5,169,7,169,149,120,22,18,18,18,43,48,37,19
"G1700350","2015-2019","IL",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17035",,,"Cumberland County, Illinois",10836,10544,8,4,46,6,53,175,0,175,10836,10720,10475,8,4,46,6,6,175,0,175,116,69,0,0,0,0,47,0,0,0,"Cumberland County, Illinois",0,55,8,8,27,11,55,30,18,30,0,0,10,8,8,27,11,10,30,18,30,0,54,18,18,18,18,54,18,18,18
"G1700370","2015-2019","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17037",,,"DeKalb County, Illinois",104366,87649,8258,102,2379,0,3428,2550,178,2372,104366,92729,80167,8094,56,2364,0,9,2039,77,1962,11637,7482,164,46,15,0,3419,511,101,410,"DeKalb County, Illinois",0,675,233,91,247,27,682,420,73,413,0,0,51,240,48,243,27,14,349,51,344,0,677,92,75,22,27,683,218,57,204
"G1700390","2015-2019","IL",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17039",,,"De Witt County, Illinois",15932,15305,85,7,4,12,207,312,0,312,15932,15496,15074,85,7,4,12,2,312,0,312,436,231,0,0,0,0,205,0,0,0,"De Witt County, Illinois",0,136,40,8,9,18,137,44,18,44,0,0,18,40,8,9,18,5,44,18,44,0,136,18,18,18,18,136,18,18,18
"G1700410","2015-2019","IL",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17041",,,"Douglas County, Illinois",19623,18792,135,130,131,14,176,245,53,192,19623,18198,17712,135,67,131,14,32,107,0,107,1425,1080,0,63,0,0,144,138,53,85,"Douglas County, Illinois",0,124,62,104,30,22,95,104,49,86,0,0,18,62,42,30,22,44,63,18,63,0,124,18,89,18,18,81,87,49,72
"G1700430","2015-2019","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17043",,,"DuPage County, Illinois",929060,713707,44755,2016,110163,422,31669,26328,5374,20954,929060,796463,621563,43661,517,109752,207,1386,19377,1637,17740,132597,92144,1094,1499,411,215,30283,6951,3737,3214,"DuPage County, Illinois",0,2343,836,497,918,262,2242,1662,697,1506,0,0,305,756,154,919,77,344,1233,392,1167,0,2268,301,490,159,242,2209,983,540,752
"G1700450","2015-2019","IL",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17045",,,"Edgar County, Illinois",17407,17212,53,12,31,0,35,64,28,36,17407,17197,17087,31,12,31,0,0,36,0,36,210,125,22,0,0,0,35,28,28,0,"Edgar County, Illinois",0,87,53,9,21,18,51,37,27,24,0,0,55,37,9,21,18,18,24,18,24,0,63,36,18,18,18,51,27,27,18
"G1700470","2015-2019","IL",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17047",,,"Edwards County, Illinois",6455,6250,57,39,18,0,0,91,2,89,6455,6366,6228,51,4,18,0,0,65,2,63,89,22,6,35,0,0,0,26,0,26,"Edwards County, Illinois",0,24,43,36,12,16,16,48,3,49,0,0,3,40,6,12,16,16,41,3,40,0,24,12,36,16,16,16,27,16,27
"G1700490","2015-2019","IL",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17049",,,"Effingham County, Illinois",34137,33128,231,30,180,0,251,317,0,317,34137,33418,32720,171,30,180,0,0,317,0,317,719,408,60,0,0,0,251,0,0,0,"Effingham County, Illinois",0,159,87,34,68,24,166,97,24,97,0,0,24,64,34,68,24,24,97,24,97,0,159,66,24,24,24,166,24,24,24
"G1700510","2015-2019","IL",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17051",,,"Fayette County, Illinois",21565,20245,1007,68,116,28,13,88,13,75,21565,21162,19868,1007,68,116,28,0,75,0,75,403,377,0,0,0,0,13,13,13,0,"Fayette County, Illinois",0,131,145,32,10,50,24,49,23,41,0,131,21,145,32,10,50,21,41,21,41,131,131,21,21,21,21,24,23,23,21
"G1700530","2015-2019","IL",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17053",,,"Ford County, Illinois",13270,12610,150,69,87,4,263,87,14,73,13270,12827,12406,150,69,87,4,24,87,14,73,443,204,0,0,0,0,239,0,0,0,"Ford County, Illinois",0,113,48,16,13,7,112,57,15,55,0,0,39,48,16,13,7,35,57,15,55,0,108,18,18,18,18,108,18,18,18
"G1700550","2015-2019","IL",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17055",,,"Franklin County, Illinois",38923,37716,334,93,206,27,133,414,10,404,38923,38268,37309,284,87,167,27,18,376,0,376,655,407,50,6,39,0,115,38,10,28,"Franklin County, Illinois",0,103,76,45,77,30,95,99,10,95,0,0,24,57,44,50,30,26,90,24,90,0,103,59,13,43,24,92,45,10,36
"G1700570","2015-2019","IL",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17057",,,"Fulton County, Illinois",35092,33002,1325,165,28,21,104,447,40,407,35092,34031,32209,1317,100,28,8,0,369,9,360,1061,793,8,65,0,13,104,78,31,47,"Fulton County, Illinois",0,97,105,61,20,20,51,129,38,127,0,0,24,105,42,20,14,24,113,17,113,0,97,12,53,24,15,51,57,40,40
"G1700590","2015-2019","IL",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17059",,,"Gallatin County, Illinois",5064,4888,26,26,6,0,14,104,12,92,5064,4998,4842,26,26,6,0,6,92,0,92,66,46,0,0,0,0,8,12,12,0,"Gallatin County, Illinois",0,34,26,40,10,16,15,43,16,44,0,38,8,26,40,10,16,8,44,16,44,38,33,16,16,16,16,13,16,16,16
"G1700610","2015-2019","IL",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17061",,,"Greene County, Illinois",13132,12723,184,0,27,7,63,128,10,118,13132,12973,12635,183,0,27,7,9,112,0,112,159,88,1,0,0,0,54,16,10,6,"Greene County, Illinois",0,49,72,18,38,12,52,86,16,84,0,0,13,72,18,38,12,13,83,18,83,0,46,3,18,18,18,50,19,16,8
"G1700630","2015-2019","IL",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17063",,,"Grundy County, Illinois",50666,47276,696,35,410,19,1308,922,125,797,50666,45647,43718,589,22,405,19,154,740,0,740,5019,3558,107,13,5,0,1154,182,125,57,"Grundy County, Illinois",0,468,253,37,66,30,448,247,122,217,0,0,194,169,32,65,30,194,183,27,183,0,427,143,22,8,27,395,137,122,75
"G1700650","2015-2019","IL",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17065",,,"Hamilton County, Illinois",8176,8114,33,0,12,0,17,0,0,0,8176,8115,8070,33,0,12,0,0,0,0,0,61,44,0,0,0,0,17,0,0,0,"Hamilton County, Illinois",0,46,31,16,22,16,26,16,16,16,0,49,63,31,16,22,16,16,16,16,16,49,43,16,16,16,16,26,16,16,16
"G1700670","2015-2019","IL",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17067",,,"Hancock County, Illinois",17983,17512,109,4,66,0,19,273,16,257,17983,17714,17291,109,4,66,0,0,244,3,241,269,221,0,0,0,0,19,29,13,16,"Hancock County, Illinois",0,35,64,8,27,18,20,82,15,78,0,0,4,64,8,27,18,18,69,4,70,0,35,18,18,18,18,20,23,14,16
"G1700690","2015-2019","IL",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17069",,,"Hardin County, Illinois",3939,3764,107,7,4,0,0,57,0,57,3939,3902,3727,107,7,4,0,0,57,0,57,37,37,0,0,0,0,0,0,0,0,"Hardin County, Illinois",0,96,81,12,6,11,11,64,11,64,0,39,110,81,12,6,11,11,64,11,64,39,39,11,11,11,11,11,11,11,11
"G1700710","2015-2019","IL",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17071",,,"Henderson County, Illinois",6809,6647,9,0,39,0,0,114,9,105,6809,6686,6533,9,0,39,0,0,105,0,105,123,114,0,0,0,0,0,9,9,0,"Henderson County, Illinois",0,15,9,16,49,16,16,53,15,49,0,0,16,9,16,49,16,16,49,16,49,0,15,16,16,16,16,16,15,15,16
"G1700730","2015-2019","IL",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17073",,,"Henry County, Illinois",49267,46313,938,52,244,0,1081,639,50,589,49267,46459,44555,938,52,244,0,67,603,33,570,2808,1758,0,0,0,0,1014,36,17,19,"Henry County, Illinois",0,288,155,41,58,24,292,180,41,175,0,0,75,155,41,58,24,64,181,36,177,0,274,24,24,24,24,280,26,22,14
"G1700750","2015-2019","IL",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17075",,,"Iroquois County, Illinois",27812,25746,240,20,98,0,1190,518,97,421,27812,25871,24984,227,20,98,0,90,452,49,403,1941,762,13,0,0,0,1100,66,48,18,"Iroquois County, Illinois",0,156,67,15,22,21,169,92,46,100,0,0,48,65,15,22,21,62,80,34,97,0,146,16,21,21,21,146,40,36,14
"G1700770","2015-2019","IL",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17077",,,"Jackson County, Illinois",57977,44208,8723,167,1996,62,1085,1736,153,1583,57977,55410,42915,8663,146,1996,23,188,1479,4,1475,2567,1293,60,21,0,39,897,257,149,108,"Jackson County, Illinois",0,327,238,93,183,61,380,337,102,319,0,0,173,228,74,183,37,181,299,5,300,0,284,53,32,27,50,337,139,102,86
"G1700790","2015-2019","IL",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17079",,,"Jasper County, Illinois",9594,9333,47,3,9,0,8,194,1,193,9594,9560,9303,47,3,9,0,4,194,1,193,34,30,0,0,0,0,4,0,0,0,"Jasper County, Illinois",0,29,11,8,12,16,16,39,3,39,0,32,16,11,8,12,16,8,39,3,39,32,29,16,16,16,16,9,16,16,16
"G1700810","2015-2019","IL",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17081",,,"Jefferson County, Illinois",37985,33162,3177,73,438,5,93,1037,57,980,37985,36969,32496,3169,55,438,5,9,797,10,787,1016,666,8,18,0,0,84,240,47,193,"Jefferson County, Illinois",0,121,164,41,74,8,59,197,44,208,0,0,14,163,31,74,8,9,171,11,171,0,118,16,28,24,24,58,110,40,123
"G1700830","2015-2019","IL",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17083",,,"Jersey County, Illinois",21937,21211,96,23,67,0,17,523,29,494,21937,21628,20979,96,23,67,0,5,458,0,458,309,232,0,0,0,0,12,65,29,36,"Jersey County, Illinois",0,64,53,38,63,21,20,113,40,109,0,0,21,53,38,63,21,13,100,21,100,0,64,21,21,21,21,15,63,40,48
"G1700850","2015-2019","IL",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17085",,,"Jo Daviess County, Illinois",21588,20973,123,74,134,8,60,216,46,170,21588,20934,20436,123,74,130,8,11,152,4,148,654,537,0,0,4,0,49,64,42,22,"Jo Daviess County, Illinois",0,64,26,18,15,11,38,60,40,44,0,0,19,26,18,13,11,17,34,7,34,0,58,21,21,7,21,34,42,34,24
"G1700870","2015-2019","IL",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17087",,,"Johnson County, Illinois",12494,10954,1408,10,44,0,42,36,0,36,12494,12099,10618,1383,7,43,0,12,36,0,36,395,336,25,3,1,0,30,0,0,0,"Johnson County, Illinois",0,175,160,16,12,18,49,20,18,20,0,0,169,165,11,12,18,14,20,18,20,0,41,33,6,3,18,49,18,18,18
"G1700890","2015-2019","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17089",,,"Kane County, Illinois",531376,387883,29416,2590,21612,240,74326,15309,4756,10553,531376,362012,303165,28109,484,21320,190,1134,7610,268,7342,169364,84718,1307,2106,292,50,73192,7699,4488,3211,"Kane County, Illinois",0,3882,889,824,578,52,3997,1582,803,1383,0,0,416,698,146,554,39,452,885,126,897,0,3878,530,800,189,39,3961,1293,792,972
"G1700910","2015-2019","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17091",,,"Kankakee County, Illinois",110637,88023,16858,255,933,16,2465,2087,375,1712,110637,99133,79624,16714,200,933,0,125,1537,0,1537,11504,8399,144,55,0,16,2340,550,375,175,"Kankakee County, Illinois",0,483,302,123,144,24,440,361,185,335,0,0,44,298,107,144,27,109,316,27,316,0,472,103,41,27,24,403,207,185,89
"G1700930","2015-2019","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17093",,,"Kendall County, Illinois",126054,102605,9339,145,4045,0,6532,3388,1220,2168,126054,102483,87604,8815,59,4016,0,11,1978,278,1700,23571,15001,524,86,29,0,6521,1410,942,468,"Kendall County, Illinois",0,1635,594,119,373,27,1705,892,717,593,0,0,22,439,70,366,27,22,577,413,508,0,1634,443,95,52,27,1704,618,563,235
"G1700950","2015-2019","IL",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17095",,,"Knox County, Illinois",50508,43219,4485,254,554,0,1095,901,107,794,50508,47599,41855,4281,85,554,0,78,746,0,746,2909,1364,204,169,0,0,1017,155,107,48,"Knox County, Illinois",0,284,208,240,59,27,345,202,69,196,0,0,50,179,61,59,27,79,194,27,194,0,283,100,231,27,27,335,78,69,36
