GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C19001
"G3701150","1970","North Carolina","37","Madison","115",,,,,,,,,"Madison",1984350
"G3701170","1970","North Carolina","37","Martin","117",,,,,"3120",,,,"Martin",2511500
"G3701190","1970","North Carolina","37","Mecklenburg","119",,,,,"1520",,,,"Mecklenburg",114808300
"G3701210","1970","North Carolina","37","Mitchell","121",,,,,,,,,"Mitchell",773150
"G3701230","1970","North Carolina","37","Montgomery","123",,,,,,,,,"Montgomery",2224900
"G3701250","1970","North Carolina","37","Moore","125",,,,,,,,,"Moore",8101250
"G3701270","1970","North Carolina","37","Nash","127",,,,,"1520",,,,"Nash",8948300
"G3701290","1970","North Carolina","37","New Hanover","129",,,,,"9200",,,,"New Hanover",22366450
"G3701310","1970","North Carolina","37","Northampton","131",,,,,,,,,"Northampton",2994000
"G3701330","1970","North Carolina","37","Onslow","133",,,,,"9200",,,,"Onslow",72551400
"G3701350","1970","North Carolina","37","Orange","135",,,,,"2280",,,,"Orange",30929050
"G3701370","1970","North Carolina","37","Pamlico","137",,,,,,,,,"Pamlico",1230050
"G3701390","1970","North Carolina","37","Pasquotank","139",,,,,,,,,"Pasquotank",5726250
"G3701410","1970","North Carolina","37","Pender","141",,,,,,,,,"Pender",2397400
"G3701430","1970","North Carolina","37","Perquimans","143",,,,,,,,,"Perquimans",1064700
"G3701450","1970","North Carolina","37","Person","145",,,,,,,,,"Person",3287400
"G3701470","1970","North Carolina","37","Pitt","147",,,,,,,,,"Pitt",15498300
"G3701490","1970","North Carolina","37","Polk","149",,,,,"2280",,,,"Polk",2687400
"G3701510","1970","North Carolina","37","Randolph","151",,,,,"3120",,,,"Randolph",10811850
"G3701530","1970","North Carolina","37","Richmond","153",,,,,,,,,"Richmond",6585550
"G3701550","1970","North Carolina","37","Robeson","155",,,,,,,,,"Robeson",8934450
"G3701570","1970","North Carolina","37","Rockingham","157",,,,,,,,,"Rockingham",10858450
"G3701590","1970","North Carolina","37","Rowan","159",,,,,,,,,"Rowan",17483050
"G3701610","1970","North Carolina","37","Rutherford","161",,,,,,,,,"Rutherford",6118700
"G3701630","1970","North Carolina","37","Sampson","163",,,,,,,,,"Sampson",4431100
"G3701650","1970","North Carolina","37","Scotland","165",,,,,,,,,"Scotland",3988550
"G3701670","1970","North Carolina","37","Stanly","167",,,,,,,,,"Stanly",7303800
"G3701690","1970","North Carolina","37","Stokes","169",,,,,,,,,"Stokes",1756500
"G3701710","1970","North Carolina","37","Surry","171",,,,,,,,,"Surry",6513150
"G3701730","1970","North Carolina","37","Swain","173",,,,,,,,,"Swain",1205200
"G3701750","1970","North Carolina","37","Transylvania","175",,,,,,,,,"Transylvania",2912100
"G3701770","1970","North Carolina","37","Tyrrell","177",,,,,"3120",,,,"Tyrrell",486300
"G3701790","1970","North Carolina","37","Union","179",,,,,"1520",,,,"Union",8172500
"G3701810","1970","North Carolina","37","Vance","181",,,,,"1520",,,,"Vance",5441300
"G3701830","1970","North Carolina","37","Wake","183",,,,,"6640",,,,"Wake",75253500
"G3701850","1970","North Carolina","37","Warren","185",,,,,,,,,"Warren",1814450
"G3701870","1970","North Carolina","37","Washington","187",,,,,,,,,"Washington",2360800
"G3701890","1970","North Carolina","37","Watauga","189",,,,,,,,,"Watauga",6864700
"G3701910","1970","North Carolina","37","Wayne","191",,,,,,,,,"Wayne",17339450
"G3701930","1970","North Carolina","37","Wilkes","193",,,,,,,,,"Wilkes",4563750
"G3701950","1970","North Carolina","37","Wilson","195",,,,,"6640",,,,"Wilson",10454150
"G3701970","1970","North Carolina","37","Yadkin","197",,,,,"3120",,,,"Yadkin",2163150
"G3701990","1970","North Carolina","37","Yancey","199",,,,,"3120",,,,"Yancey",947500
"G3800010","1970","North Dakota","38","Adams","001",,,,,,,,,"Adams",736850
"G3800030","1970","North Dakota","38","Barnes","003",,,,,,,,,"Barnes",3719050
"G3800050","1970","North Dakota","38","Benson","005",,,,,,,,,"Benson",1866600
"G3800070","1970","North Dakota","38","Billings","007",,,,,,,,,"Billings",384600
"G3800090","1970","North Dakota","38","Bottineau","009",,,,,,,,,"Bottineau",2131050
"G3800110","1970","North Dakota","38","Bowman","011",,,,,,,,,"Bowman",1145500
"G3800130","1970","North Dakota","38","Burke","013",,,,,,,,,"Burke",980200
"G3800150","1970","North Dakota","38","Burleigh","015",,,,,,,,,"Burleigh",12156750
"G3800170","1970","North Dakota","38","Cass","017",,,,,"2520",,,,"Cass",30089250
"G3800190","1970","North Dakota","38","Cavalier","019",,,,,,,,,"Cavalier",1914800
"G3800210","1970","North Dakota","38","Dickey","021",,,,,,,,,"Dickey",1423850
"G3800230","1970","North Dakota","38","Divide","023",,,,,,,,,"Divide",1496800
"G3800250","1970","North Dakota","38","Dunn","025",,,,,,,,,"Dunn",732550
"G3800270","1970","North Dakota","38","Eddy","027",,,,,,,,,"Eddy",1067650
"G3800290","1970","North Dakota","38","Emmons","029",,,,,,,,,"Emmons",979400
"G3800310","1970","North Dakota","38","Foster","031",,,,,,,,,"Foster",1259200
"G3800330","1970","North Dakota","38","Golden Valley","033",,,,,,,,,"Golden Valley",982650
"G3800350","1970","North Dakota","38","Grand Forks","035",,,,,,,,,"Grand Forks",25120850
"G3800370","1970","North Dakota","38","Grant","037",,,,,,,,,"Grant",729050
"G3800390","1970","North Dakota","38","Griggs","039",,,,,,,,,"Griggs",1047950
"G3800410","1970","North Dakota","38","Hettinger","041",,,,,,,,,"Hettinger",814000
"G3800430","1970","North Dakota","38","Kidder","043",,,,,,,,,"Kidder",882650
"G3800450","1970","North Dakota","38","LaMoure","045",,,,,,,,,"La Moure",2030100
"G3800470","1970","North Dakota","38","Logan","047",,,,,,,,,"Logan",396850
"G3800490","1970","North Dakota","38","McHenry","049",,,,,,,,,"Mc Henry",1262900
"G3800510","1970","North Dakota","38","McIntosh","051",,,,,,,,,"Mc Intosh",1258400
"G3800530","1970","North Dakota","38","McKenzie","053",,,,,,,,,"Mc Kenzie",1443350
"G3800550","1970","North Dakota","38","McLean","055",,,,,,,,,"Mc Lean",1916200
"G3800570","1970","North Dakota","38","Mercer","057",,,,,,,,,"Mercer",1151900
"G3800590","1970","North Dakota","38","Morton","059",,,,,,,,,"Morton",2953650
"G3800610","1970","North Dakota","38","Mountrail","061",,,,,,,,,"Mountrail",2740950
"G3800630","1970","North Dakota","38","Nelson","063",,,,,,,,,"Nelson",1258400
"G3800650","1970","North Dakota","38","Oliver","065",,,,,,,,,"Oliver",141150
"G3800670","1970","North Dakota","38","Pembina","067",,,,,,,,,"Pembina",2262700
"G3800690","1970","North Dakota","38","Pierce","069",,,,,,,,,"Pierce",968200
"G3800710","1970","North Dakota","38","Ramsey","071",,,,,,,,,"Ramsey",3346450
"G3800730","1970","North Dakota","38","Ransom","073",,,,,,,,,"Ransom",1803900
"G3800750","1970","North Dakota","38","Renville","075",,,,,,,,,"Renville",665200
"G3800770","1970","North Dakota","38","Richland","077",,,,,,,,,"Richland",5869600
"G3800790","1970","North Dakota","38","Rolette","079",,,,,,,,,"Rolette",1612450
"G3800810","1970","North Dakota","38","Sargent","081",,,,,,,,,"Sargent",1359200
"G3800830","1970","North Dakota","38","Sheridan","083",,,,,,,,,"Sheridan",272100
"G3800850","1970","North Dakota","38","Sioux","085",,,,,,,,,"Sioux",914250
"G3800870","1970","North Dakota","38","Slope","087",,,,,,,,,"Slope",224650
"G3800890","1970","North Dakota","38","Stark","089",,,,,,,,,"Stark",5121950
"G3800910","1970","North Dakota","38","Steele","091",,,,,,,,,"Steele",915850
"G3800930","1970","North Dakota","38","Stutsman","093",,,,,,,,,"Stutsman",5532850
"G3800950","1970","North Dakota","38","Towner","095",,,,,,,,,"Towner",1214900
"G3800970","1970","North Dakota","38","Traill","097",,,,,,,,,"Traill",3032500
"G3800990","1970","North Dakota","38","Walsh","099",,,,,,,,,"Walsh",3926300
"G3801010","1970","North Dakota","38","Ward","101",,,,,,,,,"Ward",20868550
"G3801030","1970","North Dakota","38","Wells","103",,,,,,,,,"Wells",2080950
"G3801050","1970","North Dakota","38","Williams","105",,,,,"2520",,,,"Williams",4460650
"G3900010","1970","Ohio","39","Adams","001",,,,,,,,,"Adams",2379250
"G3900030","1970","Ohio","39","Allen","003",,,,,"4320",,,,"Allen",29132050
"G3900050","1970","Ohio","39","Ashland","005",,,,,,,,,"Ashland",11268550
"G3900070","1970","Ohio","39","Ashtabula","007",,,,,,,,,"Ashtabula",23618100
"G3900090","1970","Ohio","39","Athens","009",,,,,,,,,"Athens",27300700
"G3900110","1970","Ohio","39","Auglaize","011",,,,,"4320",,,,"Auglaize",6666750
"G3900130","1970","Ohio","39","Belmont","013",,,,,"9000",,,,"Belmont",15906850
"G3900150","1970","Ohio","39","Brown","015",,,,,"9000",,,,"Brown",4297050
"G3900170","1970","Ohio","39","Butler","017",,,,,"3200",,,,"Butler",66391250
"G3900190","1970","Ohio","39","Carroll","019",,,,,,,,,"Carroll",3446100
"G3900210","1970","Ohio","39","Champaign","021",,,,,"3200",,,,"Champaign",7014350
"G3900230","1970","Ohio","39","Clark","023",,,,,"7960",,,,"Clark",41260750
"G3900250","1970","Ohio","39","Clermont","025",,,,,"1640",,,,"Clermont",11727200
"G3900270","1970","Ohio","39","Clinton","027",,,,,,,,,"Clinton",7801950
"G3900290","1970","Ohio","39","Columbiana","029",,,,,,,,,"Columbiana",28144600
"G3900310","1970","Ohio","39","Coshocton","031",,,,,,,,,"Coshocton",6666050
"G3900330","1970","Ohio","39","Crawford","033",,,,,"1640",,,,"Crawford",10689100
"G3900350","1970","Ohio","39","Cuyahoga","035",,,,,"1680",,,,"Cuyahoga",710612650
"G3900370","1970","Ohio","39","Darke","037",,,,,,,,,"Darke",9428400
"G3900390","1970","Ohio","39","Defiance","039",,,,,"1680",,,,"Defiance",7691000
"G3900410","1970","Ohio","39","Delaware","041",,,,,"1840",,,,"Delaware",11025900
"G3900430","1970","Ohio","39","Erie","043",,,,,,,,,"Erie",19146450
"G3900450","1970","Ohio","39","Fairfield","045",,,,,,,,,"Fairfield",14188450
"G3900470","1970","Ohio","39","Fayette","047",,,,,"1840",,,,"Fayette",5179950
"G3900490","1970","Ohio","39","Franklin","049",,,,,"1840",,,,"Franklin",363152650
"G3900510","1970","Ohio","39","Fulton","051",,,,,,,,,"Fulton",5759800
"G3900530","1970","Ohio","39","Gallia","053",,,,,"1840",,,,"Gallia",4653750
"G3900550","1970","Ohio","39","Geauga","055",,,,,"1680",,,,"Geauga",10161550
"G3900570","1970","Ohio","39","Greene","057",,,,,"2000",,,,"Greene",41540750
"G3900590","1970","Ohio","39","Guernsey","059",,,,,"2000",,,,"Guernsey",7488850
"G3900610","1970","Ohio","39","Hamilton","061",,,,,"1640",,,,"Hamilton",365645300
"G3900630","1970","Ohio","39","Hancock","063",,,,,,,,,"Hancock",17367700
"G3900650","1970","Ohio","39","Hardin","065",,,,,,,,,"Hardin",6928300
"G3900670","1970","Ohio","39","Harrison","067",,,,,,,,,"Harrison",2517650
"G3900690","1970","Ohio","39","Henry","069",,,,,,,,,"Henry",5328400
"G3900710","1970","Ohio","39","Highland","071",,,,,,,,,"Highland",5544600
"G3900730","1970","Ohio","39","Hocking","073",,,,,,,,,"Hocking",3555550
"G3900750","1970","Ohio","39","Holmes","075",,,,,,,,,"Holmes",2574250
"G3900770","1970","Ohio","39","Huron","077",,,,,,,,,"Huron",10294100
"G3900790","1970","Ohio","39","Jackson","079",,,,,"1640",,,,"Jackson",4377150
"G3900810","1970","Ohio","39","Jefferson","081",,,,,"8080",,,,"Jefferson",21463000
"G3900830","1970","Ohio","39","Knox","083",,,,,"8080",,,,"Knox",10825000
"G3900850","1970","Ohio","39","Lake","085",,,,,"1680",,,,"Lake",39837350
"G3900870","1970","Ohio","39","Lawrence","087",,,,,"3400",,,,"Lawrence",8597700
"G3900890","1970","Ohio","39","Licking","089",,,,,,,,,"Licking",25552550
"G3900910","1970","Ohio","39","Logan","091",,,,,"3400",,,,"Logan",8015450
"G3900930","1970","Ohio","39","Lorain","093",,,,,"4440",,,,"Lorain",59381050
"G3900950","1970","Ohio","39","Lucas","095",,,,,"8400",,,,"Lucas",185670800
"G3900970","1970","Ohio","39","Madison","097",,,,,"8400",,,,"Madison",5180300
"G3900990","1970","Ohio","39","Mahoning","099",,,,,"9320",,,,"Mahoning",74574750
"G3901010","1970","Ohio","39","Marion","101",,,,,"9320",,,,"Marion",13929450
"G3901030","1970","Ohio","39","Medina","103",,,,,"1680",,,,"Medina",13608900
"G3901050","1970","Ohio","39","Meigs","105",,,,,,,,,"Meigs",3182750
"G3901070","1970","Ohio","39","Mercer","107",,,,,"1680",,,,"Mercer",5776450
"G3901090","1970","Ohio","39","Miami","109",,,,,"2000",,,,"Miami",18921200
"G3901110","1970","Ohio","39","Monroe","111",,,,,,,,,"Monroe",2614650
"G3901130","1970","Ohio","39","Montgomery","113",,,,,"2000",,,,"Montgomery",236308650
"G3901150","1970","Ohio","39","Morgan","115",,,,,,,,,"Morgan",1939800
"G3901170","1970","Ohio","39","Morrow","117",,,,,,,,,"Morrow",3407600
"G3901190","1970","Ohio","39","Muskingum","119",,,,,,,,,"Muskingum",18161400
"G3901210","1970","Ohio","39","Noble","121",,,,,,,,,"Noble",1708350
"G3901230","1970","Ohio","39","Ottawa","123",,,,,,,,,"Ottawa",7665350
"G3901250","1970","Ohio","39","Paulding","125",,,,,,,,,"Paulding",2655350
"G3901270","1970","Ohio","39","Perry","127",,,,,"2000",,,,"Perry",4631250
"G3901290","1970","Ohio","39","Pickaway","129",,,,,"1840",,,,"Pickaway",6993750
"G3901310","1970","Ohio","39","Pike","131",,,,,"1840",,,,"Pike",2703450
"G3901330","1970","Ohio","39","Portage","133",,,,,"0080",,,,"Portage",43806250
"G3901350","1970","Ohio","39","Preble","135",,,,,"2000",,,,"Preble",5439950
"G3901370","1970","Ohio","39","Putnam","137",,,,,"4320",,,,"Putnam",5423950
"G3901390","1970","Ohio","39","Richland","139",,,,,"4800",,,,"Richland",31938350
"G3901410","1970","Ohio","39","Ross","141",,,,,,,,,"Ross",13012600
"G3901430","1970","Ohio","39","Sandusky","143",,,,,,,,,"Sandusky",11217250
"G3901450","1970","Ohio","39","Scioto","145",,,,,,,,,"Scioto",15307250
"G3901470","1970","Ohio","39","Seneca","147",,,,,,,,,"Seneca",14332300
"G3901490","1970","Ohio","39","Shelby","149",,,,,"4800",,,,"Shelby",7605400
"G3901510","1970","Ohio","39","Stark","151",,,,,"1320",,,,"Stark",90972200
"G3901530","1970","Ohio","39","Summit","153",,,,,"0080",,,,"Summit",175163300
"G3901550","1970","Ohio","39","Trumbull","155",,,,,"9320",,,,"Trumbull",50161300
"G3901570","1970","Ohio","39","Tuscarawas","157",,,,,,,,,"Tuscarawas",14378350
"G3901590","1970","Ohio","39","Union","159",,,,,"9320",,,,"Union",4949950
"G3901610","1970","Ohio","39","Van Wert","161",,,,,"4320",,,,"Van Wert",6040150
"G3901630","1970","Ohio","39","Vinton","163",,,,,"4320",,,,"Vinton",1526050
"G3901650","1970","Ohio","39","Warren","165",,,,,"1640",,,,"Warren",11811600
"G3901670","1970","Ohio","39","Washington","167",,,,,,,,,"Washington",12410500
"G3901690","1970","Ohio","39","Wayne","169",,,,,,,,,"Wayne",19385900
"G3901710","1970","Ohio","39","Williams","171",,,,,"1640",,,,"Williams",7707650
"G3901730","1970","Ohio","39","Wood","173",,,,,"8400",,,,"Wood",34986950
"G3901750","1970","Ohio","39","Wyandot","175",,,,,"8400",,,,"Wyandot",4655950
"G4000010","1970","Oklahoma","40","Adair","001",,,,,,,,,"Adair",2171700
"G4000030","1970","Oklahoma","40","Alfalfa","003",,,,,,,,,"Alfalfa",2061800
"G4000050","1970","Oklahoma","40","Atoka","005",,,,,,,,,"Atoka",1289400
"G4000070","1970","Oklahoma","40","Beaver","007",,,,,,,,,"Beaver",1154600
"G4000090","1970","Oklahoma","40","Beckham","009",,,,,,,,,"Beckham",3856950
"G4000110","1970","Oklahoma","40","Blaine","011",,,,,,,,,"Blaine",2809050
"G4000130","1970","Oklahoma","40","Bryan","013",,,,,,,,,"Bryan",5964000
"G4000150","1970","Oklahoma","40","Caddo","015",,,,,,,,,"Caddo",5576850
"G4000170","1970","Oklahoma","40","Canadian","017",,,,,"5880",,,,"Canadian",6226050
"G4000190","1970","Oklahoma","40","Carter","019",,,,,,,,,"Carter",7185500
"G4000210","1970","Oklahoma","40","Cherokee","021",,,,,,,,,"Cherokee",6373000
"G4000230","1970","Oklahoma","40","Choctaw","023",,,,,,,,,"Choctaw",3231650
"G4000250","1970","Oklahoma","40","Cimarron","025",,,,,,,,,"Cimarron",1054700
"G4000270","1970","Oklahoma","40","Cleveland","027",,,,,"5880",,,,"Cleveland",27684850
"G4000290","1970","Oklahoma","40","Coal","029",,,,,"5880",,,,"Coal",915750
"G4000310","1970","Oklahoma","40","Comanche","031",,,,,"4200",,,,"Comanche",66585750
"G4000330","1970","Oklahoma","40","Cotton","033",,,,,,,,,"Cotton",1693750
"G4000350","1970","Oklahoma","40","Craig","035",,,,,"4200",,,,"Craig",3255550
"G4000370","1970","Oklahoma","40","Creek","037",,,,,"8560",,,,"Creek",8926300
"G4000390","1970","Oklahoma","40","Custer","039",,,,,,,,,"Custer",8472650
"G4000410","1970","Oklahoma","40","Delaware","041",,,,,,,,,"Delaware",2371300
"G4000430","1970","Oklahoma","40","Dewey","043",,,,,,,,,"Dewey",1266500
"G4000450","1970","Oklahoma","40","Ellis","045",,,,,,,,,"Ellis",1102500
"G4000470","1970","Oklahoma","40","Garfield","047",,,,,,,,,"Garfield",17579300
"G4000490","1970","Oklahoma","40","Garvin","049",,,,,,,,,"Garvin",5081350
"G4000510","1970","Oklahoma","40","Grady","051",,,,,,,,,"Grady",6265050
"G4000530","1970","Oklahoma","40","Grant","053",,,,,,,,,"Grant",1492800
"G4000550","1970","Oklahoma","40","Greer","055",,,,,,,,,"Greer",1882800
"G4000570","1970","Oklahoma","40","Harmon","057",,,,,,,,,"Harmon",967300
"G4000590","1970","Oklahoma","40","Harper","059",,,,,,,,,"Harper",1277700
"G4000610","1970","Oklahoma","40","Haskell","061",,,,,,,,,"Haskell",1067450
"G4000630","1970","Oklahoma","40","Hughes","063",,,,,,,,,"Hughes",2798950
"G4000650","1970","Oklahoma","40","Jackson","065",,,,,,,,,"Jackson",8825050
"G4000670","1970","Oklahoma","40","Jefferson","067",,,,,,,,,"Jefferson",1379600
"G4000690","1970","Oklahoma","40","Johnston","069",,,,,,,,,"Johnston",1312000
"G4000710","1970","Oklahoma","40","Kay","071",,,,,,,,,"Kay",12855550
"G4000730","1970","Oklahoma","40","Kingfisher","073",,,,,,,,,"Kingfisher",3058450
"G4000750","1970","Oklahoma","40","Kiowa","075",,,,,,,,,"Kiowa",2590450
"G4000770","1970","Oklahoma","40","Latimer","077",,,,,"8560",,,,"Latimer",1932350
"G4000790","1970","Oklahoma","40","Le Flore","079",,,,,"2720",,,,"Le Flore",4383900
"G4000810","1970","Oklahoma","40","Lincoln","081",,,,,,,,,"Lincoln",3567200
"G4000830","1970","Oklahoma","40","Logan","083",,,,,,,,,"Logan",4758350
"G4000850","1970","Oklahoma","40","Love","085",,,,,,,,,"Love",967050
"G4000870","1970","Oklahoma","40","McClain","087",,,,,,,,,"Mc Clain",1775900
"G4000890","1970","Oklahoma","40","McCurtain","089",,,,,,,,,"Mc Curtain",3787600
"G4000910","1970","Oklahoma","40","McIntosh","091",,,,,,,,,"Mc Intosh",2212450
"G4000930","1970","Oklahoma","40","Major","093",,,,,,,,,"Major",1909350
"G4000950","1970","Oklahoma","40","Marshall","095",,,,,,,,,"Marshall",1494600
"G4000970","1970","Oklahoma","40","Mayes","097",,,,,,,,,"Mayes",4056300
"G4000990","1970","Oklahoma","40","Murray","099",,,,,,,,,"Murray",2199300
"G4001010","1970","Oklahoma","40","Muskogee","101",,,,,,,,,"Muskogee",14705550
"G4001030","1970","Oklahoma","40","Noble","103",,,,,,,,,"Noble",1947750
"G4001050","1970","Oklahoma","40","Nowata","105",,,,,,,,,"Nowata",2265450
"G4001070","1970","Oklahoma","40","Okfuskee","107",,,,,"2720",,,,"Okfuskee",1674200
"G4001090","1970","Oklahoma","40","Oklahoma","109",,,,,"5880",,,,"Oklahoma",189515500
"G4001110","1970","Oklahoma","40","Okmulgee","111",,,,,"5880",,,,"Okmulgee",7415350
"G4001130","1970","Oklahoma","40","Osage","113",,,,,"8560",,,,"Osage",7832300
"G4001150","1970","Oklahoma","40","Ottawa","115",,,,,,,,,"Ottawa",7477400
