GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA,B69AB,B69AC,B69AAM,B69ABM,B69ACM
G2000190,1980,Kansas,20,200,Chautauqua County,19,190,CHAUTAUQUA COUNTY,858,2324,257,,,
G2000210,1980,Kansas,20,200,Cherokee County,21,210,CHEROKEE COUNTY,3433,9271,1130,,,
G2000230,1980,Kansas,20,200,Cheyenne County,23,230,CHEYENNE COUNTY,637,1561,280,,,
G2000250,1980,Kansas,20,200,Clark County,25,250,CLARK COUNTY,254,1295,244,,,
G2000270,1980,Kansas,20,200,Clay County,27,270,CLAY COUNTY,1252,4479,649,,,
G2000290,1980,Kansas,20,200,Cloud County,29,290,CLOUD COUNTY,1458,5453,1024,,,
G2000310,1980,Kansas,20,200,Coffey County,31,310,COFFEY COUNTY,1377,3883,545,,,
G2000330,1980,Kansas,20,200,Comanche County,33,330,COMANCHE COUNTY,262,1240,213,,,
G2000350,1980,Kansas,20,200,Cowley County,35,350,COWLEY COUNTY,3897,15993,2640,,,
G2000370,1980,Kansas,20,200,Crawford County,37,370,CRAWFORD COUNTY,5003,14563,3649,,,
G2000390,1980,Kansas,20,200,Decatur County,39,390,DECATUR COUNTY,627,1993,316,,,
G2000410,1980,Kansas,20,200,Dickinson County,41,410,DICKINSON COUNTY,2401,9053,1341,,,
G2000430,1980,Kansas,20,200,Doniphan County,43,430,DONIPHAN COUNTY,1363,3656,477,,,
G2000450,1980,Kansas,20,200,Douglas County,45,450,DOUGLAS COUNTY,2754,18284,11381,,,
G2000470,1980,Kansas,20,200,Edwards County,47,470,EDWARDS COUNTY,476,1968,346,,,
G2000490,1980,Kansas,20,200,Elk County,49,490,ELK COUNTY,659,1861,190,,,
G2000510,1980,Kansas,20,200,Ellis County,51,510,ELLIS COUNTY,2615,7992,2809,,,
G2000530,1980,Kansas,20,200,Ellsworth County,53,530,ELLSWORTH COUNTY,970,2904,510,,,
G2000550,1980,Kansas,20,200,Finney County,55,550,FINNEY COUNTY,2147,8348,1991,,,
G2000570,1980,Kansas,20,200,Ford County,57,570,FORD COUNTY,1983,9411,2316,,,
G2000590,1980,Kansas,20,200,Franklin County,59,590,FRANKLIN COUNTY,2529,9165,1552,,,
G2000610,1980,Kansas,20,200,Geary County,61,610,GEARY COUNTY,1730,10555,1776,,,
G2000630,1980,Kansas,20,200,Gove County,63,630,GOVE COUNTY,498,1449,269,,,
G2000650,1980,Kansas,20,200,Graham County,65,650,GRAHAM COUNTY,453,1734,294,,,
G2000670,1980,Kansas,20,200,Grant County,67,670,GRANT COUNTY,631,2681,438,,,
G2000690,1980,Kansas,20,200,Gray County,69,690,GRAY COUNTY,726,1874,352,,,
G2000710,1980,Kansas,20,200,Greeley County,71,710,GREELEY COUNTY,191,772,120,,,
G2000730,1980,Kansas,20,200,Greenwood County,73,730,GREENWOOD COUNTY,1185,4177,546,,,
G2000750,1980,Kansas,20,200,Hamilton County,75,750,HAMILTON COUNTY,270,1149,190,,,
G2000770,1980,Kansas,20,200,Harper County,77,770,HARPER COUNTY,946,3731,589,,,
G2000790,1980,Kansas,20,200,Harvey County,79,790,HARVEY COUNTY,2784,12475,3022,,,
G2000810,1980,Kansas,20,200,Haskell County,81,810,HASKELL COUNTY,361,1497,268,,,
G2000830,1980,Kansas,20,200,Hodgeman County,83,830,HODGEMAN COUNTY,194,1015,229,,,
G2000850,1980,Kansas,20,200,Jackson County,85,850,JACKSON COUNTY,1060,5336,664,,,
G2000870,1980,Kansas,20,200,Jefferson County,87,870,JEFFERSON COUNTY,1447,6853,1016,,,
G2000890,1980,Kansas,20,200,Jewell County,89,890,JEWELL COUNTY,555,2584,338,,,
G2000910,1980,Kansas,20,200,Johnson County,91,910,JOHNSON COUNTY,7868,100653,54097,,,
G2000930,1980,Kansas,20,200,Kearny County,93,930,KEARNY COUNTY,343,1301,238,,,
G2000950,1980,Kansas,20,200,Kingman County,95,950,KINGMAN COUNTY,1252,3777,584,,,
G2000970,1980,Kansas,20,200,Kiowa County,97,970,KIOWA COUNTY,396,1808,369,,,
G2000990,1980,Kansas,20,200,Labette County,99,990,LABETTE COUNTY,3025,10953,1596,,,
G2001010,1980,Kansas,20,200,Lane County,101,1010,LANE COUNTY,251,1113,190,,,
G2001030,1980,Kansas,20,200,Leavenworth County,103,1030,LEAVENWORTH COUNTY,4644,21928,5365,,,
G2001050,1980,Kansas,20,200,Lincoln County,105,1050,LINCOLN COUNTY,671,1910,283,,,
G2001070,1980,Kansas,20,200,Linn County,107,1070,LINN COUNTY,1243,3755,421,,,
G2001090,1980,Kansas,20,200,Logan County,109,1090,LOGAN COUNTY,432,1493,222,,,
G2001110,1980,Kansas,20,200,Lyon County,111,1110,LYON COUNTY,2448,12469,3815,,,
G2001130,1980,Kansas,20,200,McPherson County,113,1130,MCPHERSON COUNTY,2811,10846,2521,,,
G2001150,1980,Kansas,20,200,Marion County,115,1150,MARION COUNTY,2191,5670,991,,,
G2001170,1980,Kansas,20,200,Marshall County,117,1170,MARSHALL COUNTY,1809,5772,784,,,
G2001190,1980,Kansas,20,200,Meade County,119,1190,MEADE COUNTY,532,1995,423,,,
G2001210,1980,Kansas,20,200,Miami County,121,1210,MIAMI COUNTY,2373,9450,1308,,,
G2001230,1980,Kansas,20,200,Mitchell County,123,1230,MITCHELL COUNTY,877,3444,702,,,
G2001250,1980,Kansas,20,200,Montgomery County,125,1250,MONTGOMERY COUNTY,5131,18310,2750,,,
G2001270,1980,Kansas,20,200,Morris County,127,1270,MORRIS COUNTY,873,2911,458,,,
G2001290,1980,Kansas,20,200,Morton County,129,1290,MORTON COUNTY,239,1457,259,,,
G2001310,1980,Kansas,20,200,Nemaha County,131,1310,NEMAHA COUNTY,1824,4403,567,,,
G2001330,1980,Kansas,20,200,Neosho County,133,1330,NEOSHO COUNTY,2135,8315,1214,,,
G2001350,1980,Kansas,20,200,Ness County,135,1350,NESS COUNTY,612,1927,342,,,
G2001370,1980,Kansas,20,200,Norton County,137,1370,NORTON COUNTY,1018,2988,479,,,
G2001390,1980,Kansas,20,200,Osage County,139,1390,OSAGE COUNTY,1646,6972,796,,,
G2001410,1980,Kansas,20,200,Osborne County,141,1410,OSBORNE COUNTY,922,2634,413,,,
G2001430,1980,Kansas,20,200,Ottawa County,143,1430,OTTAWA COUNTY,607,2924,369,,,
G2001450,1980,Kansas,20,200,Pawnee County,145,1450,PAWNEE COUNTY,765,3629,835,,,
G2001470,1980,Kansas,20,200,Phillips County,147,1470,PHILLIPS COUNTY,1142,3334,403,,,
G2001490,1980,Kansas,20,200,Pottawatomie County,149,1490,POTTAWATOMIE COUNTY,1251,6290,1223,,,
G2001510,1980,Kansas,20,200,Pratt County,151,1510,PRATT COUNTY,995,4473,975,,,
G2001530,1980,Kansas,20,200,Rawlins County,153,1530,RAWLINS COUNTY,573,1706,333,,,
G2001550,1980,Kansas,20,200,Reno County,155,1550,RENO COUNTY,5759,27897,5100,,,
G2001570,1980,Kansas,20,200,Republic County,157,1570,REPUBLIC COUNTY,1043,3544,600,,,
G2001590,1980,Kansas,20,200,Rice County,159,1590,RICE COUNTY,1117,5287,1042,,,
G2001610,1980,Kansas,20,200,Riley County,161,1610,RILEY COUNTY,1644,15897,8117,,,
G2001630,1980,Kansas,20,200,Rooks County,163,1630,ROOKS COUNTY,933,2949,462,,,
G2001650,1980,Kansas,20,200,Rush County,165,1650,RUSH COUNTY,864,1798,392,,,
G2001670,1980,Kansas,20,200,Russell County,167,1670,RUSSELL COUNTY,1308,3933,618,,,
G2001690,1980,Kansas,20,200,Saline County,169,1690,SALINE COUNTY,3564,20408,4424,,,
G2001710,1980,Kansas,20,200,Scott County,171,1710,SCOTT COUNTY,523,2398,471,,,
G2001730,1980,Kansas,20,200,Sedgwick County,173,1730,SEDGWICK COUNTY,22578,149207,39190,,,
G2001750,1980,Kansas,20,200,Seward County,175,1750,SEWARD COUNTY,1354,6587,1216,,,
G2001770,1980,Kansas,20,200,Shawnee County,177,1770,SHAWNEE COUNTY,10338,63793,18402,,,
G2001790,1980,Kansas,20,200,Sheridan County,179,1790,SHERIDAN COUNTY,498,1346,244,,,
G2001810,1980,Kansas,20,200,Sherman County,181,1810,SHERMAN COUNTY,771,3239,560,,,
G2001830,1980,Kansas,20,200,Smith County,183,1830,SMITH COUNTY,1001,2706,357,,,
G2001850,1980,Kansas,20,200,Stafford County,185,1850,STAFFORD COUNTY,596,2733,545,,,
G2001870,1980,Kansas,20,200,Stanton County,187,1870,STANTON COUNTY,249,868,180,,,
G2001890,1980,Kansas,20,200,Stevens County,189,1890,STEVENS COUNTY,357,2113,277,,,
G2001910,1980,Kansas,20,200,Sumner County,191,1910,SUMNER COUNTY,2465,11600,1377,,,
G2001930,1980,Kansas,20,200,Thomas County,193,1930,THOMAS COUNTY,764,3061,795,,,
G2001950,1980,Kansas,20,200,Trego County,195,1950,TREGO COUNTY,706,1667,241,,,
G2001970,1980,Kansas,20,200,Wabaunsee County,197,1970,WABAUNSEE COUNTY,884,3037,420,,,
G2001990,1980,Kansas,20,200,Wallace County,199,1990,WALLACE COUNTY,205,886,147,,,
G2002010,1980,Kansas,20,200,Washington County,201,2010,WASHINGTON COUNTY,1813,3318,439,,,
G2002030,1980,Kansas,20,200,Wichita County,203,2030,WICHITA COUNTY,398,1069,236,,,
G2002050,1980,Kansas,20,200,Wilson County,205,2050,WILSON COUNTY,1635,5295,793,,,
G2002070,1980,Kansas,20,200,Woodson County,207,2070,WOODSON COUNTY,789,2061,263,,,
G2002090,1980,Kansas,20,200,Wyandotte County,209,2090,WYANDOTTE COUNTY,19179,70038,8782,,,
G2100010,1980,Kentucky,21,210,Adair County,1,10,ADAIR COUNTY,4850,3944,497,,,
G2100030,1980,Kentucky,21,210,Allen County,3,30,ALLEN COUNTY,4271,4065,443,,,
G2100050,1980,Kentucky,21,210,Anderson County,5,50,ANDERSON COUNTY,2475,4381,537,,,
G2100070,1980,Kentucky,21,210,Ballard County,7,70,BALLARD COUNTY,1636,3461,424,,,
G2100090,1980,Kentucky,21,210,Barren County,9,90,BARREN COUNTY,8891,10131,1662,,,
G2100110,1980,Kentucky,21,210,Bath County,11,110,BATH COUNTY,2933,2598,377,,,
G2100130,1980,Kentucky,21,210,Bell County,13,130,BELL COUNTY,9610,8453,1256,,,
G2100150,1980,Kentucky,21,210,Boone County,15,150,BOONE COUNTY,4492,17650,2953,,,
G2100170,1980,Kentucky,21,210,Bourbon County,17,170,BOURBON COUNTY,3622,6940,1066,,,
G2100190,1980,Kentucky,21,210,Boyd County,19,190,BOYD COUNTY,8187,22254,3318,,,
G2100210,1980,Kentucky,21,210,Boyle County,21,210,BOYLE COUNTY,4183,8622,1843,,,
G2100230,1980,Kentucky,21,210,Bracken County,23,230,BRACKEN COUNTY,1838,2539,250,,,
G2100250,1980,Kentucky,21,210,Breathitt County,25,250,BREATHITT COUNTY,4223,3768,785,,,
G2100270,1980,Kentucky,21,210,Breckinridge County,27,270,BRECKINRIDGE COUNTY,4367,4963,562,,,
G2100290,1980,Kentucky,21,210,Bullitt County,29,290,BULLITT COUNTY,5951,14942,1284,,,
G2100310,1980,Kentucky,21,210,Butler County,31,310,BUTLER COUNTY,3421,2880,203,,,
G2100330,1980,Kentucky,21,210,Caldwell County,33,330,CALDWELL COUNTY,2996,4977,652,,,
G2100350,1980,Kentucky,21,210,Calloway County,35,350,CALLOWAY COUNTY,4497,9322,3064,,,
G2100370,1980,Kentucky,21,210,Campbell County,37,370,CAMPBELL COUNTY,12565,30510,4698,,,
G2100390,1980,Kentucky,21,210,Carlisle County,39,390,CARLISLE COUNTY,1110,2187,160,,,
G2100410,1980,Kentucky,21,210,Carroll County,41,410,CARROLL COUNTY,1842,3257,418,,,
G2100430,1980,Kentucky,21,210,Carter County,43,430,CARTER COUNTY,6285,6731,737,,,
G2100450,1980,Kentucky,21,210,Casey County,45,450,CASEY COUNTY,4784,3381,500,,,
G2100470,1980,Kentucky,21,210,Christian County,47,470,CHRISTIAN COUNTY,8263,21749,2864,,,
G2100490,1980,Kentucky,21,210,Clark County,49,490,CLARK COUNTY,4765,10164,1592,,,
G2100510,1980,Kentucky,21,210,Clay County,51,510,CLAY COUNTY,7020,3847,851,,,
G2100530,1980,Kentucky,21,210,Clinton County,53,530,CLINTON COUNTY,3089,2236,263,,,
G2100550,1980,Kentucky,21,210,Crittenden County,55,550,CRITTENDEN COUNTY,2310,3123,343,,,
G2100570,1980,Kentucky,21,210,Cumberland County,57,570,CUMBERLAND COUNTY,2792,1454,305,,,
G2100590,1980,Kentucky,21,210,Daviess County,59,590,DAVIESS COUNTY,11076,32493,5396,,,
G2100610,1980,Kentucky,21,210,Edmonson County,61,610,EDMONSON COUNTY,2757,2708,307,,,
G2100630,1980,Kentucky,21,210,Elliott County,63,630,ELLIOTT COUNTY,2059,1419,264,,,
G2100650,1980,Kentucky,21,210,Estill County,65,650,ESTILL COUNTY,4190,3569,542,,,
G2100670,1980,Kentucky,21,210,Fayette County,67,670,FAYETTE COUNTY,18264,67367,29424,,,
G2100690,1980,Kentucky,21,210,Fleming County,69,690,FLEMING COUNTY,3537,3331,458,,,
G2100710,1980,Kentucky,21,210,Floyd County,71,710,FLOYD COUNTY,12373,12965,1623,,,
G2100730,1980,Kentucky,21,210,Franklin County,73,730,FRANKLIN COUNTY,5700,14847,4517,,,
G2100750,1980,Kentucky,21,210,Fulton County,75,750,FULTON COUNTY,1858,3276,361,,,
G2100770,1980,Kentucky,21,210,Gallatin County,77,770,GALLATIN COUNTY,1018,1591,152,,,
G2100790,1980,Kentucky,21,210,Garrard County,79,790,GARRARD COUNTY,2484,3772,485,,,
G2100810,1980,Kentucky,21,210,Grant County,81,810,GRANT COUNTY,2596,4610,424,,,
G2100830,1980,Kentucky,21,210,Graves County,83,830,GRAVES COUNTY,6976,12997,1713,,,
G2100850,1980,Kentucky,21,210,Grayson County,85,850,GRAYSON COUNTY,5990,5526,687,,,
G2100870,1980,Kentucky,21,210,Green County,87,870,GREEN COUNTY,3820,2826,272,,,
G2100890,1980,Kentucky,21,210,Greenup County,89,890,GREENUP COUNTY,6062,14304,2036,,,
G2100910,1980,Kentucky,21,210,Hancock County,91,910,HANCOCK COUNTY,1233,2750,270,,,
G2100930,1980,Kentucky,21,210,Hardin County,93,930,HARDIN COUNTY,8372,27263,4351,,,
G2100950,1980,Kentucky,21,210,Harlan County,95,950,HARLAN COUNTY,10377,11294,1321,,,
G2100970,1980,Kentucky,21,210,Harrison County,97,970,HARRISON COUNTY,3222,5368,681,,,
G2100990,1980,Kentucky,21,210,Hart County,99,990,HART COUNTY,4357,4181,585,,,
G2101010,1980,Kentucky,21,210,Henderson County,101,1010,HENDERSON COUNTY,5989,15393,2429,,,
G2101030,1980,Kentucky,21,210,Henry County,103,1030,HENRY COUNTY,2645,4553,578,,,
G2101050,1980,Kentucky,21,210,Hickman County,105,1050,HICKMAN COUNTY,1160,2381,289,,,
G2101070,1980,Kentucky,21,210,Hopkins County,107,1070,HOPKINS COUNTY,9403,15950,2057,,,
G2101090,1980,Kentucky,21,210,Jackson County,109,1090,JACKSON COUNTY,4182,2230,281,,,
G2101110,1980,Kentucky,21,210,Jefferson County,111,1110,JEFFERSON COUNTY,77865,266660,62343,,,
G2101130,1980,Kentucky,21,210,Jessamine County,113,1130,JESSAMINE COUNTY,3692,7912,2428,,,
G2101150,1980,Kentucky,21,210,Johnson County,115,1150,JOHNSON COUNTY,6234,6684,1026,,,
G2101170,1980,Kentucky,21,210,Kenton County,117,1170,KENTON COUNTY,17891,50655,9490,,,
G2101190,1980,Kentucky,21,210,Knott County,119,1190,KNOTT COUNTY,4703,4018,562,,,
G2101210,1980,Kentucky,21,210,Knox County,121,1210,KNOX COUNTY,8424,6913,1215,,,
G2101230,1980,Kentucky,21,210,Larue County,123,1230,LARUE COUNTY,2920,3947,365,,,
G2101250,1980,Kentucky,21,210,Laurel County,125,1250,LAUREL COUNTY,9446,10822,1464,,,
G2101270,1980,Kentucky,21,210,Lawrence County,127,1270,LAWRENCE COUNTY,3902,3643,437,,,
G2101290,1980,Kentucky,21,210,Lee County,129,1290,LEE COUNTY,2261,2026,257,,,
G2101310,1980,Kentucky,21,210,Leslie County,131,1310,LESLIE COUNTY,4094,2831,523,,,
G2101330,1980,Kentucky,21,210,Letcher County,133,1330,LETCHER COUNTY,7735,7765,1118,,,
G2101350,1980,Kentucky,21,210,Lewis County,135,1350,LEWIS COUNTY,4268,3120,417,,,
G2101370,1980,Kentucky,21,210,Lincoln County,137,1370,LINCOLN COUNTY,5078,5553,528,,,
G2101390,1980,Kentucky,21,210,Livingston County,139,1390,LIVINGSTON COUNTY,1887,3529,307,,,
G2101410,1980,Kentucky,21,210,Logan County,141,1410,LOGAN COUNTY,5632,7901,962,,,
G2101430,1980,Kentucky,21,210,Lyon County,143,1430,LYON COUNTY,1339,2756,278,,,
G2101450,1980,Kentucky,21,210,McCracken County,145,1450,MCCRACKEN COUNTY,8437,25382,4374,,,
G2101470,1980,Kentucky,21,210,McCreary County,147,1470,MCCREARY COUNTY,4563,3157,425,,,
G2101490,1980,Kentucky,21,210,McLean County,149,1490,MCLEAN COUNTY,2230,3576,343,,,
G2101510,1980,Kentucky,21,210,Madison County,151,1510,MADISON COUNTY,7958,13538,4656,,,
G2101530,1980,Kentucky,21,210,Magoffin County,153,1530,MAGOFFIN COUNTY,3761,2703,377,,,
G2101550,1980,Kentucky,21,210,Marion County,155,1550,MARION COUNTY,3719,5248,639,,,
G2101570,1980,Kentucky,21,210,Marshall County,157,1570,MARSHALL COUNTY,4613,10213,1358,,,
G2101590,1980,Kentucky,21,210,Martin County,159,1590,MARTIN COUNTY,3465,3005,404,,,
G2101610,1980,Kentucky,21,210,Mason County,161,1610,MASON COUNTY,3616,6054,1038,,,
G2101630,1980,Kentucky,21,210,Meade County,163,1630,MEADE COUNTY,2605,7600,1418,,,
G2101650,1980,Kentucky,21,210,Menifee County,165,1650,MENIFEE COUNTY,1514,1132,115,,,
G2101670,1980,Kentucky,21,210,Mercer County,167,1670,MERCER COUNTY,3558,6903,1059,,,
G2101690,1980,Kentucky,21,210,Metcalfe County,169,1690,METCALFE COUNTY,3180,2252,298,,,
G2101710,1980,Kentucky,21,210,Monroe County,171,1710,MONROE COUNTY,4246,2818,390,,,
G2101730,1980,Kentucky,21,210,Montgomery County,173,1730,MONTGOMERY COUNTY,4261,6228,916,,,
G2101750,1980,Kentucky,21,210,Morgan County,175,1750,MORGAN COUNTY,3708,2550,422,,,
G2101770,1980,Kentucky,21,210,Muhlenberg County,177,1770,MUHLENBERG COUNTY,7035,10686,1226,,,
G2101790,1980,Kentucky,21,210,Nelson County,179,1790,NELSON COUNTY,4413,8911,1478,,,
G2101810,1980,Kentucky,21,210,Nicholas County,181,1810,NICHOLAS COUNTY,1694,2361,274,,,
G2101830,1980,Kentucky,21,210,Ohio County,183,1830,OHIO COUNTY,4927,7279,657,,,
G2101850,1980,Kentucky,21,210,Oldham County,185,1850,OLDHAM COUNTY,2652,10328,2538,,,
G2101870,1980,Kentucky,21,210,Owen County,187,1870,OWEN COUNTY,2200,2876,384,,,
G2101890,1980,Kentucky,21,210,Owsley County,189,1890,OWSLEY COUNTY,1927,1088,222,,,
G2101910,1980,Kentucky,21,210,Pendleton County,191,1910,PENDLETON COUNTY,2254,3611,373,,,
G2101930,1980,Kentucky,21,210,Perry County,193,1930,PERRY COUNTY,8600,8258,1085,,,
G2101950,1980,Kentucky,21,210,Pike County,195,1950,PIKE COUNTY,19758,21188,2702,,,
G2101970,1980,Kentucky,21,210,Powell County,197,1970,POWELL COUNTY,3035,2609,329,,,
G2101990,1980,Kentucky,21,210,Pulaski County,199,1990,PULASKI COUNTY,11725,13510,1940,,,
G2102010,1980,Kentucky,21,210,Robertson County,201,2010,ROBERTSON COUNTY,642,688,94,,,
G2102030,1980,Kentucky,21,210,Rockcastle County,203,2030,ROCKCASTLE COUNTY,4255,3255,498,,,
G2102050,1980,Kentucky,21,210,Rowan County,205,2050,ROWAN COUNTY,3369,4277,1559,,,
G2102070,1980,Kentucky,21,210,Russell County,207,2070,RUSSELL COUNTY,4099,3780,505,,,
G2102090,1980,Kentucky,21,210,Scott County,209,2090,SCOTT COUNTY,3480,7307,1416,,,
G2102110,1980,Kentucky,21,210,Shelby County,211,2110,SHELBY COUNTY,3937,8405,1567,,,
G2102130,1980,Kentucky,21,210,Simpson County,213,2130,SIMPSON COUNTY,2810,5124,652,,,
G2102150,1980,Kentucky,21,210,Spencer County,215,2150,SPENCER COUNTY,1518,1752,185,,,
G2102170,1980,Kentucky,21,210,Taylor County,217,2170,TAYLOR COUNTY,5309,6194,1030,,,
G2102190,1980,Kentucky,21,210,Todd County,219,2190,TODD COUNTY,3219,3459,412,,,
G2102210,1980,Kentucky,21,210,Trigg County,221,2210,TRIGG COUNTY,2200,3198,558,,,
G2102230,1980,Kentucky,21,210,Trimble County,223,2230,TRIMBLE COUNTY,1103,2400,196,,,
G2102250,1980,Kentucky,21,210,Union County,225,2250,UNION COUNTY,2134,6140,590,,,
G2102270,1980,Kentucky,21,210,Warren County,227,2270,WARREN COUNTY,9718,22166,6332,,,
G2102290,1980,Kentucky,21,210,Washington County,229,2290,WASHINGTON COUNTY,2385,3220,530,,,
G2102310,1980,Kentucky,21,210,Wayne County,231,2310,WAYNE COUNTY,5737,3502,520,,,
G2102330,1980,Kentucky,21,210,Webster County,233,2330,WEBSTER COUNTY,3045,5392,465,,,
G2102350,1980,Kentucky,21,210,Whitley County,235,2350,WHITLEY COUNTY,8173,8766,1615,,,
G2102370,1980,Kentucky,21,210,Wolfe County,237,2370,WOLFE COUNTY,2135,1306,247,,,
G2102390,1980,Kentucky,21,210,Woodford County,239,2390,WOODFORD COUNTY,2523,6146,1598,,,
G2200010,1980,Louisiana,22,220,Acadia Parish,1,10,ACADIA PARISH,12420,15301,2201,,,
G2200030,1980,Louisiana,22,220,Allen Parish,3,30,ALLEN PARISH,3903,7216,891,,,
G2200050,1980,Louisiana,22,220,Ascension Parish,5,50,ASCENSION PARISH,5937,17623,1960,,,
G2200070,1980,Louisiana,22,220,Assumption Parish,7,70,ASSUMPTION PARISH,5078,5172,715,,,
G2200090,1980,Louisiana,22,220,Avoyelles Parish,9,90,AVOYELLES PARISH,9351,12280,1504,,,
G2200110,1980,Louisiana,22,220,Beauregard Parish,11,110,BEAUREGARD PARISH,3920,10400,1842,,,
G2200130,1980,Louisiana,22,220,Bienville Parish,13,130,BIENVILLE PARISH,3089,5764,845,,,
G2200150,1980,Louisiana,22,220,Bossier Parish,15,150,BOSSIER PARISH,6367,30899,5486,,,
G2200170,1980,Louisiana,22,220,Caddo Parish,17,170,CADDO PARISH,27254,93524,23098,,,
G2200190,1980,Louisiana,22,220,Calcasieu Parish,19,190,CALCASIEU PARISH,20916,57808,12365,,,
G2200210,1980,Louisiana,22,220,Caldwell Parish,21,210,CALDWELL PARISH,2151,3661,470,,,
G2200230,1980,Louisiana,22,220,Cameron Parish,23,230,CAMERON PARISH,1718,2857,341,,,
G2200250,1980,Louisiana,22,220,Catahoula Parish,25,250,CATAHOULA PARISH,2601,3762,411,,,
G2200270,1980,Louisiana,22,220,Claiborne Parish,27,270,CLAIBORNE PARISH,3352,5841,1002,,,
G2200290,1980,Louisiana,22,220,Concordia Parish,29,290,CONCORDIA PARISH,3990,7336,1128,,,
G2200310,1980,Louisiana,22,220,De Soto Parish,31,310,DE SOTO PARISH,4707,8887,1249,,,
G2200330,1980,Louisiana,22,220,East Baton Rouge Parish,33,330,EAST BATON ROUGE PARISH,25514,120722,45489,,,
G2200350,1980,Louisiana,22,220,East Carroll Parish,35,350,EAST CARROLL PARISH,2317,2910,567,,,
G2200370,1980,Louisiana,22,220,East Feliciana Parish,37,370,EAST FELICIANA PARISH,3548,6076,840,,,
G2200390,1980,Louisiana,22,220,Evangeline Parish,39,390,EVANGELINE PARISH,8046,8713,1189,,,
G2200410,1980,Louisiana,22,220,Franklin Parish,41,410,FRANKLIN PARISH,5338,7098,1116,,,
G2200430,1980,Louisiana,22,220,Grant Parish,43,430,GRANT PARISH,2821,6204,724,,,
G2200450,1980,Louisiana,22,220,Iberia Parish,45,450,IBERIA PARISH,10787,18865,3189,,,
G2200470,1980,Louisiana,22,220,Iberville Parish,47,470,IBERVILLE PARISH,5783,9686,1293,,,
G2200490,1980,Louisiana,22,220,Jackson Parish,49,490,JACKSON PARISH,2916,6405,901,,,
G2200510,1980,Louisiana,22,220,Jefferson Parish,51,510,JEFFERSON PARISH,43852,168721,41093,,,
G2200530,1980,Louisiana,22,220,Jefferson Davis Parish,53,530,JEFFERSON DAVIS PARISH,5852,9801,1499,,,
G2200550,1980,Louisiana,22,220,Lafayette Parish,55,550,LAFAYETTE PARISH,17290,44284,15921,,,
G2200570,1980,Louisiana,22,220,Lafourche Parish,57,570,LAFOURCHE PARISH,16098,21491,4034,,,
G2200590,1980,Louisiana,22,220,LaSalle Parish,59,590,LA SALLE PARISH,2669,6306,993,,,
G2200610,1980,Louisiana,22,220,Lincoln Parish,61,610,LINCOLN PARISH,3342,10669,4355,,,
G2200630,1980,Louisiana,22,220,Livingston Parish,63,630,LIVINGSTON PARISH,6960,21398,2491,,,
G2200650,1980,Louisiana,22,220,Madison Parish,65,650,MADISON PARISH,2992,4505,749,,,
G2200670,1980,Louisiana,22,220,Morehouse Parish,67,670,MOREHOUSE PARISH,6083,11702,1456,,,
G2200690,1980,Louisiana,22,220,Natchitoches Parish,69,690,NATCHITOCHES PARISH,6176,11541,3384,,,
G2200710,1980,Louisiana,22,220,Orleans Parish,71,710,ORLEANS PARISH,76897,185256,56413,,,
G2200730,1980,Louisiana,22,220,Ouachita Parish,73,730,OUACHITA PARISH,15250,47585,11336,,,
G2200750,1980,Louisiana,22,220,Plaquemines Parish,75,750,PLAQUEMINES PARISH,4045,8421,754,,,
