GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,CG7001,CG7002,CG7003,CG7004,CG7005,CG7006,CG7007,CG7008,CG7009,CG7010,CG7011
"G4001490","1970","Oklahoma","40","Washita","149",,,,,,,,,"Washita",684,371,253,239,144,84,71,83,51,21,6
"G4001510","1970","Oklahoma","40","Woods","151",,,,,,,,,"Woods",604,365,231,216,148,149,108,135,114,74,14
"G4001530","1970","Oklahoma","40","Woodward","153",,,,,,,,,"Woodward",430,336,331,336,324,282,211,245,156,57,17
"G4100010","1970","Oregon","41","Baker","001",,,,,,,,,"Baker",452,510,401,373,236,197,123,129,83,21,4
"G4100030","1970","Oregon","41","Benton","003",,,,,,,,,"Benton",131,228,379,563,682,1007,1027,1362,1204,477,119
"G4100050","1970","Oregon","41","Clackamas","005",,,,,"6440",,,,"Clackamas",500,1092,1863,2870,2869,3573,3827,5718,5045,2000,905
"G4100070","1970","Oregon","41","Clatsop","007",,,,,,,,,"Clatsop",427,649,833,827,609,548,456,528,441,134,51
"G4100090","1970","Oregon","41","Columbia","009",,,,,,,,,"Columbia",322,599,769,668,500,484,370,478,332,63,13
"G4100110","1970","Oregon","41","Coos","011",,,,,,,,,"Coos",698,1220,1564,1565,1325,1173,774,768,497,148,45
"G4100130","1970","Oregon","41","Crook","013",,,,,,,,,"Crook",99,217,210,280,230,167,142,120,58,26,7
"G4100150","1970","Oregon","41","Curry","015",,,,,,,,,"Curry",144,201,221,286,295,266,187,221,140,74,19
"G4100170","1970","Oregon","41","Deschutes","017",,,,,,,,,"Deschutes",331,580,668,636,591,618,581,633,410,135,43
"G4100190","1970","Oregon","41","Douglas","019",,,,,,,,,"Douglas",774,1410,1680,1818,1499,1349,936,980,581,248,64
"G4100210","1970","Oregon","41","Gilliam","021",,,,,,,,,"Gilliam",47,47,41,41,32,21,14,23,10,2,1
"G4100230","1970","Oregon","41","Grant","023",,,,,,,,,"Grant",247,155,149,137,94,74,55,53,28,4,0
"G4100250","1970","Oregon","41","Harney","025",,,,,,,,,"Harney",71,129,178,168,134,117,79,51,40,13,1
"G4100270","1970","Oregon","41","Hood River","027",,,,,,,,,"Hood River",124,239,309,305,264,263,169,187,142,52,6
"G4100290","1970","Oregon","41","Jackson","029",,,,,,,,,"Jackson",524,1194,1936,2416,2322,2384,1887,1942,1301,518,213
"G4100310","1970","Oregon","41","Jefferson","031",,,,,,,,,"Jefferson",58,81,99,102,116,122,114,125,76,30,8
"G4100330","1970","Oregon","41","Josephine","033",,,,,,,,,"Josephine",371,683,976,977,943,803,617,664,448,140,50
"G4100350","1970","Oregon","41","Klamath","035",,,,,,,,,"Klamath",567,998,1207,1193,1020,880,695,734,454,143,57
"G4100370","1970","Oregon","41","Lake","037",,,,,,,,,"Lake",124,154,174,151,103,72,41,56,20,3,5
"G4100390","1970","Oregon","41","Lane","039",,,,,"2400",,,,"Lane",738,1747,2981,4390,5057,6150,4896,5146,3367,1165,381
"G4100410","1970","Oregon","41","Lincoln","041",,,,,,,,,"Lincoln",323,661,800,710,657,570,429,475,373,125,56
"G4100430","1970","Oregon","41","Linn","043",,,,,,,,,"Linn",634,1365,1761,1824,1488,1565,1090,1105,581,162,20
"G4100450","1970","Oregon","41","Malheur","045",,,,,,,,,"Malheur",263,400,370,333,303,273,233,243,154,59,8
"G4100470","1970","Oregon","41","Marion","047",,,,,"7080",,,,"Marion",619,1506,2733,3474,3843,4029,3170,3470,2262,664,182
"G4100490","1970","Oregon","41","Morrow","049",,,,,,,,,"Morrow",96,89,108,87,53,56,35,33,21,1,0
"G4100510","1970","Oregon","41","Multnomah","051",,,,,"6440",,,,"Multnomah",1172,4746,11222,18012,19111,16988,12568,13091,9655,3688,1747
