GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QZ6E001,NAME_M,QZ6M001
"G3300090","2008-2012",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",212800,"Grafton County, New Hampshire",5311
"G3300110","2008-2012",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",258000,"Hillsborough County, New Hampshire",2016
"G3300130","2008-2012",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",237500,"Merrimack County, New Hampshire",3107
"G3300150","2008-2012",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",288500,"Rockingham County, New Hampshire",2356
"G3300170","2008-2012",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",224000,"Strafford County, New Hampshire",3893
"G3300190","2008-2012",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",177600,"Sullivan County, New Hampshire",6838
"G3400010","2008-2012",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",248100,"Atlantic County, New Jersey",3154
"G3400030","2008-2012",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",461400,"Bergen County, New Jersey",2296
"G3400050","2008-2012",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",259800,"Burlington County, New Jersey",2059
"G3400070","2008-2012",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",218700,"Camden County, New Jersey",1556
"G3400090","2008-2012",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",326400,"Cape May County, New Jersey",5116
"G3400110","2008-2012",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",174400,"Cumberland County, New Jersey",2775
"G3400130","2008-2012",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",376900,"Essex County, New Jersey",2986
"G3400150","2008-2012",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",232400,"Gloucester County, New Jersey",2184
"G3400170","2008-2012",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",360400,"Hudson County, New Jersey",3424
"G3400190","2008-2012",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",419000,"Hunterdon County, New Jersey",6358
"G3400210","2008-2012",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",293100,"Mercer County, New Jersey",3509
"G3400230","2008-2012",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",340000,"Middlesex County, New Jersey",1486
"G3400250","2008-2012",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",399000,"Monmouth County, New Jersey",2639
"G3400270","2008-2012",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",446800,"Morris County, New Jersey",2884
"G3400290","2008-2012",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",275400,"Ocean County, New Jersey",2174
"G3400310","2008-2012",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",361000,"Passaic County, New Jersey",2415
"G3400330","2008-2012",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",197200,"Salem County, New Jersey",4321
"G3400350","2008-2012",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",407300,"Somerset County, New Jersey",5048
"G3400370","2008-2012",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",295600,"Sussex County, New Jersey",3314
"G3400390","2008-2012",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",373700,"Union County, New Jersey",2924
"G3400410","2008-2012",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",281600,"Warren County, New Jersey",5142
"G3500010","2008-2012",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",190200,"Bernalillo County, New Mexico",1580
"G3500030","2008-2012",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",151300,"Catron County, New Mexico",52998
"G3500050","2008-2012",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",92500,"Chaves County, New Mexico",3242
"G3500060","2008-2012",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",81100,"Cibola County, New Mexico",3577
"G3500070","2008-2012",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",112200,"Colfax County, New Mexico",10163
"G3500090","2008-2012",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",112200,"Curry County, New Mexico",6050
"G3500110","2008-2012",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",78000,"De Baca County, New Mexico",17701
"G3500130","2008-2012",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",142700,"Doña Ana County, New Mexico",3903
"G3500150","2008-2012",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",105400,"Eddy County, New Mexico",6434
"G3500170","2008-2012",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",127300,"Grant County, New Mexico",8787
"G3500190","2008-2012",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",88800,"Guadalupe County, New Mexico",18024
"G3500210","2008-2012",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",59400,"Harding County, New Mexico",21498
"G3500230","2008-2012",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",83000,"Hidalgo County, New Mexico",8645
"G3500250","2008-2012",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",94900,"Lea County, New Mexico",3179
"G3500270","2008-2012",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",162100,"Lincoln County, New Mexico",11086
"G3500280","2008-2012",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",285800,"Los Alamos County, New Mexico",11246
"G3500290","2008-2012",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",90600,"Luna County, New Mexico",6025
"G3500310","2008-2012",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",81300,"McKinley County, New Mexico",2376
"G3500330","2008-2012",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",100400,"Mora County, New Mexico",25384
"G3500350","2008-2012",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",105300,"Otero County, New Mexico",5224
"G3500370","2008-2012",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",68200,"Quay County, New Mexico",5590
"G3500390","2008-2012",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",125800,"Rio Arriba County, New Mexico",7528
"G3500410","2008-2012",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",110000,"Roosevelt County, New Mexico",6485
"G3500430","2008-2012",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",183400,"Sandoval County, New Mexico",3848
"G3500450","2008-2012",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",154300,"San Juan County, New Mexico",3539
"G3500470","2008-2012",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",115400,"San Miguel County, New Mexico",6946
"G3500490","2008-2012",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",288200,"Santa Fe County, New Mexico",5012
"G3500510","2008-2012",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",114600,"Sierra County, New Mexico",17602
"G3500530","2008-2012",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",114000,"Socorro County, New Mexico",12673
"G3500550","2008-2012",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",203800,"Taos County, New Mexico",18585
"G3500570","2008-2012",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",96300,"Torrance County, New Mexico",8638
"G3500590","2008-2012",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",88300,"Union County, New Mexico",7575
"G3500610","2008-2012",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",133900,"Valencia County, New Mexico",3974
"G3600010","2008-2012",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",210200,"Albany County, New York",2720
"G3600030","2008-2012",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",67600,"Allegany County, New York",1567
"G3600050","2008-2012",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",380900,"Bronx County, New York",3607
"G3600070","2008-2012",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",105600,"Broome County, New York",1925
"G3600090","2008-2012",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattaraugus County, New York",79600,"Cattaraugus County, New York",1216
"G3600110","2008-2012",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayuga County, New York",101500,"Cayuga County, New York",3250
"G3600130","2008-2012",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, New York",82100,"Chautauqua County, New York",1485
"G3600150","2008-2012",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemung County, New York",91800,"Chemung County, New York",2007
"G3600170","2008-2012",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chenango County, New York",90400,"Chenango County, New York",2893
"G3600190","2008-2012",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",122500,"Clinton County, New York",3016
"G3600210","2008-2012",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, New York",223100,"Columbia County, New York",5784
"G3600230","2008-2012",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",101900,"Cortland County, New York",3693
"G3600250","2008-2012",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",132400,"Delaware County, New York",5826
"G3600270","2008-2012",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",299400,"Dutchess County, New York",3146
"G3600290","2008-2012",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",123400,"Erie County, New York",850
"G3600310","2008-2012",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",149900,"Essex County, New York",6745
"G3600330","2008-2012",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",95700,"Franklin County, New York",3300
"G3600350","2008-2012",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",104400,"Fulton County, New York",4205
"G3600370","2008-2012",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",104800,"Genesee County, New York",2431
"G3600390","2008-2012",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",179700,"Greene County, New York",7033
"G3600410","2008-2012",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",165400,"Hamilton County, New York",6306
"G3600430","2008-2012",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",92300,"Herkimer County, New York",2272
"G3600450","2008-2012",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",129000,"Jefferson County, New York",3643
"G3600470","2008-2012",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",562600,"Kings County, New York",3540
"G3600490","2008-2012",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",104700,"Lewis County, New York",4866
"G3600510","2008-2012",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",118200,"Livingston County, New York",2700
"G3600530","2008-2012",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",117400,"Madison County, New York",3343
"G3600550","2008-2012",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",134200,"Monroe County, New York",909
"G3600570","2008-2012",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",99500,"Montgomery County, New York",3215
"G3600590","2008-2012",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",467500,"Nassau County, New York",1558
"G3600610","2008-2012",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",827300,"New York County, New York",14260
"G3600630","2008-2012",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",103400,"Niagara County, New York",1886
"G3600650","2008-2012",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",108600,"Oneida County, New York",1499
"G3600670","2008-2012",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onondaga County, New York",131700,"Onondaga County, New York",1334
"G3600690","2008-2012",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",135500,"Ontario County, New York",3014
"G3600710","2008-2012",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",288800,"Orange County, New York",2487
"G3600730","2008-2012",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",89400,"Orleans County, New York",2114
"G3600750","2008-2012",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",92500,"Oswego County, New York",1830
"G3600770","2008-2012",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",134200,"Otsego County, New York",4910
"G3600790","2008-2012",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",385600,"Putnam County, New York",5036
"G3600810","2008-2012",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",462800,"Queens County, New York",2449
"G3600830","2008-2012",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",181600,"Rensselaer County, New York",3582
"G3600850","2008-2012",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",449400,"Richmond County, New York",2758
"G3600870","2008-2012",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",449600,"Rockland County, New York",3521
"G3600890","2008-2012",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",84100,"St. Lawrence County, New York",1848
"G3600910","2008-2012",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",227700,"Saratoga County, New York",2879
"G3600930","2008-2012",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",166600,"Schenectady County, New York",1875
"G3600950","2008-2012",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",147800,"Schoharie County, New York",5054
"G3600970","2008-2012",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",91900,"Schuyler County, New York",5675
"G3600990","2008-2012",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",92800,"Seneca County, New York",3036
"G3601010","2008-2012",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",85200,"Steuben County, New York",1427
"G3601030","2008-2012",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",395200,"Suffolk County, New York",1487
"G3601050","2008-2012",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",179500,"Sullivan County, New York",5847
"G3601070","2008-2012",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, New York",106700,"Tioga County, New York",4039
"G3601090","2008-2012",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",169300,"Tompkins County, New York",3416
"G3601110","2008-2012",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",237500,"Ulster County, New York",3376
"G3601130","2008-2012",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",189700,"Warren County, New York",4250
"G3601150","2008-2012",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, New York",147000,"Washington County, New York",4636
"G3601170","2008-2012",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",108500,"Wayne County, New York",2146
"G3601190","2008-2012",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",533300,"Westchester County, New York",4616
"G3601210","2008-2012",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",99300,"Wyoming County, New York",2561
"G3601230","2008-2012",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",117000,"Yates County, New York",3813
"G3700010","2008-2012",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",136500,"Alamance County, North Carolina",3194
"G3700030","2008-2012",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",122200,"Alexander County, North Carolina",6352
"G3700050","2008-2012",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",150000,"Alleghany County, North Carolina",11513
"G3700070","2008-2012",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",80600,"Anson County, North Carolina",4406
"G3700090","2008-2012",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",152900,"Ashe County, North Carolina",6157
"G3700110","2008-2012",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",155400,"Avery County, North Carolina",11351
"G3700130","2008-2012",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",113200,"Beaufort County, North Carolina",7295
"G3700150","2008-2012",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",80700,"Bertie County, North Carolina",3728
"G3700170","2008-2012",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",80800,"Bladen County, North Carolina",4660
"G3700190","2008-2012",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",187000,"Brunswick County, North Carolina",6586
"G3700210","2008-2012",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",191500,"Buncombe County, North Carolina",3338
"G3700230","2008-2012",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",110800,"Burke County, North Carolina",3546
"G3700250","2008-2012",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",168600,"Cabarrus County, North Carolina",2767
"G3700270","2008-2012",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",107100,"Caldwell County, North Carolina",3378
"G3700290","2008-2012",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",223300,"Camden County, North Carolina",11011
"G3700310","2008-2012",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",207600,"Carteret County, North Carolina",7259
"G3700330","2008-2012",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",99900,"Caswell County, North Carolina",6029
"G3700350","2008-2012",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",130200,"Catawba County, North Carolina",2464
"G3700370","2008-2012",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",210300,"Chatham County, North Carolina",12744
"G3700390","2008-2012",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",150100,"Cherokee County, North Carolina",9574
"G3700410","2008-2012",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",133100,"Chowan County, North Carolina",13965
"G3700430","2008-2012",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",156500,"Clay County, North Carolina",16262
"G3700450","2008-2012",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",104300,"Cleveland County, North Carolina",3810
"G3700470","2008-2012",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",85100,"Columbus County, North Carolina",3713
"G3700490","2008-2012",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",153500,"Craven County, North Carolina",5223
"G3700510","2008-2012",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",126300,"Cumberland County, North Carolina",2567
"G3700530","2008-2012",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",229600,"Currituck County, North Carolina",11955
"G3700550","2008-2012",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",307900,"Dare County, North Carolina",13578
"G3700570","2008-2012",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",132200,"Davidson County, North Carolina",3020
"G3700590","2008-2012",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",162000,"Davie County, North Carolina",6253
"G3700610","2008-2012",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",86400,"Duplin County, North Carolina",3414
"G3700630","2008-2012",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",179800,"Durham County, North Carolina",3201
"G3700650","2008-2012",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",81100,"Edgecombe County, North Carolina",2745
"G3700670","2008-2012",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",151700,"Forsyth County, North Carolina",1604
