GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GB7001
"G1600670","2000","4","8","Idaho","16","Minidoka","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Minidoka County",74600
"G1600690","2000","4","8","Idaho","16","Nez Perce","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nez Perce County",105800
"G1600710","2000","4","8","Idaho","16","Oneida","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oneida County",88400
"G1600730","2000","4","8","Idaho","16","Owyhee","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Owyhee County",82500
"G1600750","2000","4","8","Idaho","16","Payette","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Payette County",87900
"G1600770","2000","4","8","Idaho","16","Power","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Power County",89000
"G1600790","2000","4","8","Idaho","16","Shoshone","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shoshone County",70200
"G1600810","2000","4","8","Idaho","16","Teton","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Teton County",133000
"G1600830","2000","4","8","Idaho","16","Twin Falls","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Twin Falls County",93800
"G1600850","2000","4","8","Idaho","16","Valley","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Valley County",141200
"G1600870","2000","4","8","Idaho","16","Washington","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",90200
"G1700010","2000","2","3","Illinois","17","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",75600
"G1700030","2000","2","3","Illinois","17","Alexander","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alexander County",33400
"G1700050","2000","2","3","Illinois","17","Bond","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bond County",68900
"G1700070","2000","2","3","Illinois","17","Boone","007",,,,,,,,,,,,,"6880","9999","9999",,,,,,,,"Boone County",123600
"G1700090","2000","2","3","Illinois","17","Brown","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",47400
"G1700110","2000","2","3","Illinois","17","Bureau","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bureau County",77800
"G1700130","2000","2","3","Illinois","17","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",61600
"G1700150","2000","2","3","Illinois","17","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",68700
"G1700170","2000","2","3","Illinois","17","Cass","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cass County",54900
"G1700190","2000","2","3","Illinois","17","Champaign","019",,,,,,,,,,,,,"1400","9999","9999",,,,,,,,"Champaign County",94700
"G1700210","2000","2","3","Illinois","17","Christian","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Christian County",61000
"G1700230","2000","2","3","Illinois","17","Clark","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",63300
"G1700250","2000","2","3","Illinois","17","Clay","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",51500
"G1700270","2000","2","3","Illinois","17","Clinton","027",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Clinton County",83700
"G1700290","2000","2","3","Illinois","17","Coles","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coles County",71500
"G1700310","2000","2","3","Illinois","17","Cook","031",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Cook County",157700
"G1700330","2000","2","3","Illinois","17","Crawford","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",54200
"G1700350","2000","2","3","Illinois","17","Cumberland","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cumberland County",68700
"G1700370","2000","2","3","Illinois","17","DeKalb","037",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"DeKalb County",135900
"G1700390","2000","2","3","Illinois","17","De Witt","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"De Witt County",74300
"G1700410","2000","2","3","Illinois","17","Douglas","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",70500
"G1700430","2000","2","3","Illinois","17","Dupage","043",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"DuPage County",195000
"G1700450","2000","2","3","Illinois","17","Edgar","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edgar County",54300
"G1700470","2000","2","3","Illinois","17","Edwards","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edwards County",46700
"G1700490","2000","2","3","Illinois","17","Effingham","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Effingham County",85400
"G1700510","2000","2","3","Illinois","17","Fayette","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fayette County",59500
"G1700530","2000","2","3","Illinois","17","Ford","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ford County",70600
"G1700550","2000","2","3","Illinois","17","Franklin","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",45100
"G1700570","2000","2","3","Illinois","17","Fulton","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton County",58100
"G1700590","2000","2","3","Illinois","17","Gallatin","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gallatin County",46300
"G1700610","2000","2","3","Illinois","17","Greene","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",47900
"G1700630","2000","2","3","Illinois","17","Grundy","063",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Grundy County",128600
"G1700650","2000","2","3","Illinois","17","Hamilton","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamilton County",47800
"G1700670","2000","2","3","Illinois","17","Hancock","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hancock County",58200
"G1700690","2000","2","3","Illinois","17","Hardin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardin County",40800
"G1700710","2000","2","3","Illinois","17","Henderson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henderson County",57300
"G1700730","2000","2","3","Illinois","17","Henry","073",,,,,,,,,,,,,"1960","9999","9999",,,,,,,,"Henry County",77700
"G1700750","2000","2","3","Illinois","17","Iroquois","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iroquois County",77900
"G1700770","2000","2","3","Illinois","17","Jackson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",68200
"G1700790","2000","2","3","Illinois","17","Jasper","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",65000
"G1700810","2000","2","3","Illinois","17","Jefferson","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",63800
"G1700830","2000","2","3","Illinois","17","Jersey","083",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Jersey County",82800
"G1700850","2000","2","3","Illinois","17","Jo Daviess","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jo Daviess County",89100
"G1700870","2000","2","3","Illinois","17","Johnson","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",64700
"G1700890","2000","2","3","Illinois","17","Kane","089",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Kane County",160400
"G1700910","2000","2","3","Illinois","17","Kankakee","091",,,,,,,,,,,,,"1602","3740","9999",,,,,,,,"Kankakee County",99200
"G1700930","2000","2","3","Illinois","17","Kendall","093",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Kendall County",154900
"G1700950","2000","2","3","Illinois","17","Knox","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",63500
"G1700970","2000","2","3","Illinois","17","Lake","097",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Lake County",198200
"G1700990","2000","2","3","Illinois","17","La Salle","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Salle County",87000
"G1701010","2000","2","3","Illinois","17","Lawrence","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",45800
"G1701030","2000","2","3","Illinois","17","Lee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",83400
"G1701050","2000","2","3","Illinois","17","Livingston","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston County",79700
"G1701070","2000","2","3","Illinois","17","Logan","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",75700
"G1701090","2000","2","3","Illinois","17","McDonough","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McDonough County",61200
"G1701110","2000","2","3","Illinois","17","McHenry","111",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"McHenry County",168100
"G1701130","2000","2","3","Illinois","17","McLean","113",,,,,,,,,,,,,"1040","9999","9999",,,,,,,,"McLean County",114800
"G1701150","2000","2","3","Illinois","17","Macon","115",,,,,,,,,,,,,"2040","9999","9999",,,,,,,,"Macon County",69800
"G1701170","2000","2","3","Illinois","17","Macoupin","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Macoupin County",66700
"G1701190","2000","2","3","Illinois","17","Madison","119",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Madison County",77200
"G1701210","2000","2","3","Illinois","17","Marion","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",53700
"G1701230","2000","2","3","Illinois","17","Marshall","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",75900
"G1701250","2000","2","3","Illinois","17","Mason","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mason County",61200
"G1701270","2000","2","3","Illinois","17","Massac","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Massac County",63300
"G1701290","2000","2","3","Illinois","17","Menard","129",,,,,,,,,,,,,"7880","9999","9999",,,,,,,,"Menard County",93600
"G1701310","2000","2","3","Illinois","17","Mercer","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mercer County",68500
"G1701330","2000","2","3","Illinois","17","Monroe","133",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Monroe County",125500
"G1701350","2000","2","3","Illinois","17","Montgomery","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",54800
"G1701370","2000","2","3","Illinois","17","Morgan","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",75800
"G1701390","2000","2","3","Illinois","17","Moultrie","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moultrie County",72800
"G1701410","2000","2","3","Illinois","17","Ogle","141",,,,,,,,,,,,,"6880","9999","9999",,,,,,,,"Ogle County",102700
"G1701430","2000","2","3","Illinois","17","Peoria","143",,,,,,,,,,,,,"6120","9999","9999",,,,,,,,"Peoria County",85800
"G1701450","2000","2","3","Illinois","17","Perry","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",55000
"G1701470","2000","2","3","Illinois","17","Piatt","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Piatt County",82600
"G1701490","2000","2","3","Illinois","17","Pike","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",54000
"G1701510","2000","2","3","Illinois","17","Pope","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pope County",50600
"G1701530","2000","2","3","Illinois","17","Pulaski","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",33300
"G1701550","2000","2","3","Illinois","17","Putnam","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Putnam County",89100
"G1701570","2000","2","3","Illinois","17","Randolph","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",65700
"G1701590","2000","2","3","Illinois","17","Richland","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Richland County",62500
"G1701610","2000","2","3","Illinois","17","Rock Island","161",,,,,,,,,,,,,"1960","9999","9999",,,,,,,,"Rock Island County",78900
"G1701630","2000","2","3","Illinois","17","St Clair","163",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Clair County",77700
"G1701650","2000","2","3","Illinois","17","Saline","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",48300
"G1701670","2000","2","3","Illinois","17","Sangamon","167",,,,,,,,,,,,,"7880","9999","9999",,,,,,,,"Sangamon County",91200
"G1701690","2000","2","3","Illinois","17","Schuyler","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schuyler County",54000
"G1701710","2000","2","3","Illinois","17","Scott","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",57800
"G1701730","2000","2","3","Illinois","17","Shelby","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",66600
"G1701750","2000","2","3","Illinois","17","Stark","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stark County",61800
"G1701770","2000","2","3","Illinois","17","Stephenson","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stephenson County",81400
"G1701790","2000","2","3","Illinois","17","Tazewell","179",,,,,,,,,,,,,"6120","9999","9999",,,,,,,,"Tazewell County",89200
"G1701810","2000","2","3","Illinois","17","Union","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",59900
"G1701830","2000","2","3","Illinois","17","Vermilion","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Vermilion County",56000
"G1701850","2000","2","3","Illinois","17","Wabash","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabash County",56200
"G1701870","2000","2","3","Illinois","17","Warren","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",57600
"G1701890","2000","2","3","Illinois","17","Washington","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",74300
"G1701910","2000","2","3","Illinois","17","Wayne","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",48600
"G1701930","2000","2","3","Illinois","17","White","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"White County",43100
"G1701950","2000","2","3","Illinois","17","Whiteside","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Whiteside County",75700
"G1701970","2000","2","3","Illinois","17","Will","197",,,,,,,,,,,,,"1602","1600","9999",,,,,,,,"Will County",154300
"G1701990","2000","2","3","Illinois","17","Williamson","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Williamson County",63300
"G1702010","2000","2","3","Illinois","17","Winnebago","201",,,,,,,,,,,,,"6880","9999","9999",,,,,,,,"Winnebago County",91900
"G1702030","2000","2","3","Illinois","17","Woodford","203",,,,,,,,,,,,,"6120","9999","9999",,,,,,,,"Woodford County",102900
"G1800010","2000","2","3","Indiana","18","Adams","001",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"Adams County",85400
"G1800030","2000","2","3","Indiana","18","Allen","003",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"Allen County",88700
"G1800050","2000","2","3","Indiana","18","Bartholomew","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bartholomew County",105300
"G1800070","2000","2","3","Indiana","18","Benton","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",75000
"G1800090","2000","2","3","Indiana","18","Blackford","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blackford County",58900
"G1800110","2000","2","3","Indiana","18","Boone","011",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Boone County",131100
"G1800130","2000","2","3","Indiana","18","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",114500
"G1800150","2000","2","3","Indiana","18","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",87200
"G1800170","2000","2","3","Indiana","18","Cass","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cass County",71500
"G1800190","2000","2","3","Indiana","18","Clark","019",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Clark County",89900
"G1800210","2000","2","3","Indiana","18","Clay","021",,,,,,,,,,,,,"8320","9999","9999",,,,,,,,"Clay County",72600
"G1800230","2000","2","3","Indiana","18","Clinton","023",,,,,,,,,,,,,"3920","9999","9999",,,,,,,,"Clinton County",85000
"G1800250","2000","2","3","Indiana","18","Crawford","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",64600
"G1800270","2000","2","3","Indiana","18","Daviess","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daviess County",70800
"G1800290","2000","2","3","Indiana","18","Dearborn","029",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Dearborn County",120600
"G1800310","2000","2","3","Indiana","18","Decatur","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Decatur County",86400
"G1800330","2000","2","3","Indiana","18","DeKalb","033",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"DeKalb County",88000
"G1800350","2000","2","3","Indiana","18","Delaware","035",,,,,,,,,,,,,"5280","9999","9999",,,,,,,,"Delaware County",75400
"G1800370","2000","2","3","Indiana","18","Dubois","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dubois County",92700
"G1800390","2000","2","3","Indiana","18","Elkhart","039",,,,,,,,,,,,,"2330","9999","9999",,,,,,,,"Elkhart County",98100
"G1800410","2000","2","3","Indiana","18","Fayette","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fayette County",78500
"G1800430","2000","2","3","Indiana","18","Floyd","043",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Floyd County",104300
"G1800450","2000","2","3","Indiana","18","Fountain","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fountain County",69200
"G1800470","2000","2","3","Indiana","18","Franklin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",100100
"G1800490","2000","2","3","Indiana","18","Fulton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton County",77000
"G1800510","2000","2","3","Indiana","18","Gibson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gibson County",74700
"G1800530","2000","2","3","Indiana","18","Grant","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",68500
"G1800550","2000","2","3","Indiana","18","Greene","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",66800
"G1800570","2000","2","3","Indiana","18","Hamilton","057",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Hamilton County",166300
"G1800590","2000","2","3","Indiana","18","Hancock","059",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Hancock County",129700
"G1800610","2000","2","3","Indiana","18","Harrison","061",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Harrison County",95700
"G1800630","2000","2","3","Indiana","18","Hendricks","063",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Hendricks County",133300
"G1800650","2000","2","3","Indiana","18","Henry","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",84100
"G1800670","2000","2","3","Indiana","18","Howard","067",,,,,,,,,,,,,"3850","9999","9999",,,,,,,,"Howard County",89000
"G1800690","2000","2","3","Indiana","18","Huntington","069",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"Huntington County",81600
"G1800710","2000","2","3","Indiana","18","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",87500
"G1800730","2000","2","3","Indiana","18","Jasper","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",105700
"G1800750","2000","2","3","Indiana","18","Jay","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jay County",62500
"G1800770","2000","2","3","Indiana","18","Jefferson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",85800
"G1800790","2000","2","3","Indiana","18","Jennings","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jennings County",81900
"G1800810","2000","2","3","Indiana","18","Johnson","081",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Johnson County",122500
"G1800830","2000","2","3","Indiana","18","Knox","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",63600
"G1800850","2000","2","3","Indiana","18","Kosciusko","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kosciusko County",95500
"G1800870","2000","2","3","Indiana","18","Lagrange","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"LaGrange County",99800
"G1800890","2000","2","3","Indiana","18","Lake","089",,,,,,,,,,,,,"1602","2960","9999",,,,,,,,"Lake County",97500
"G1800910","2000","2","3","Indiana","18","LaPorte","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"LaPorte County",93500
"G1800930","2000","2","3","Indiana","18","Lawrence","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",75400
"G1800950","2000","2","3","Indiana","18","Madison","095",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Madison County",81600
"G1800970","2000","2","3","Indiana","18","Marion","097",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Marion County",99000
"G1800990","2000","2","3","Indiana","18","Marshall","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",88100
"G1801010","2000","2","3","Indiana","18","Martin","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin County",64200
"G1801030","2000","2","3","Indiana","18","Miami","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miami County",71100
"G1801050","2000","2","3","Indiana","18","Monroe","105",,,,,,,,,,,,,"1020","9999","9999",,,,,,,,"Monroe County",113100
"G1801070","2000","2","3","Indiana","18","Montgomery","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",88800
"G1801090","2000","2","3","Indiana","18","Morgan","109",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Morgan County",116200
"G1801110","2000","2","3","Indiana","18","Newton","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",87500
"G1801130","2000","2","3","Indiana","18","Noble","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Noble County",88600
"G1801150","2000","2","3","Indiana","18","Ohio","115",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Ohio County",97100
"G1801170","2000","2","3","Indiana","18","Orange","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Orange County",63500
"G1801190","2000","2","3","Indiana","18","Owen","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Owen County",84600
"G1801210","2000","2","3","Indiana","18","Parke","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Parke County",64900
"G1801230","2000","2","3","Indiana","18","Perry","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",71200
"G1801250","2000","2","3","Indiana","18","Pike","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",59300
"G1801270","2000","2","3","Indiana","18","Porter","127",,,,,,,,,,,,,"1602","2960","9999",,,,,,,,"Porter County",127000
"G1801290","2000","2","3","Indiana","18","Posey","129",,,,,,,,,,,,,"2440","9999","9999",,,,,,,,"Posey County",89800
"G1801310","2000","2","3","Indiana","18","Pulaski","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",72500
"G1801330","2000","2","3","Indiana","18","Putnam","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Putnam County",94300
"G1801350","2000","2","3","Indiana","18","Randolph","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",64600
"G1801370","2000","2","3","Indiana","18","Ripley","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ripley County",94900
"G1801390","2000","2","3","Indiana","18","Rush","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rush County",82300
"G1801410","2000","2","3","Indiana","18","St Joseph","141",,,,,,,,,,,,,"7800","9999","9999",,,,,,,,"St. Joseph County",85700
"G1801430","2000","2","3","Indiana","18","Scott","143",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Scott County",76900
"G1801450","2000","2","3","Indiana","18","Shelby","145",,,,,,,,,,,,,"3480","9999","9999",,,,,,,,"Shelby County",98600
"G1801470","2000","2","3","Indiana","18","Spencer","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Spencer County",85100
"G1801490","2000","2","3","Indiana","18","Starke","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Starke County",80000
"G1801510","2000","2","3","Indiana","18","Steuben","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Steuben County",106200
"G1801530","2000","2","3","Indiana","18","Sullivan","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sullivan County",58900
"G1801550","2000","2","3","Indiana","18","Switzerland","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Switzerland County",78400
"G1801570","2000","2","3","Indiana","18","Tippecanoe","157",,,,,,,,,,,,,"3920","9999","9999",,,,,,,,"Tippecanoe County",112200
"G1801590","2000","2","3","Indiana","18","Tipton","159",,,,,,,,,,,,,"3850","9999","9999",,,,,,,,"Tipton County",88300
"G1801610","2000","2","3","Indiana","18","Union","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",82600
"G1801630","2000","2","3","Indiana","18","Vanderburgh","163",,,,,,,,,,,,,"2440","9999","9999",,,,,,,,"Vanderburgh County",82400
"G1801650","2000","2","3","Indiana","18","Vermillion","165",,,,,,,,,,,,,"8320","9999","9999",,,,,,,,"Vermillion County",59500
"G1801670","2000","2","3","Indiana","18","Vigo","167",,,,,,,,,,,,,"8320","9999","9999",,,,,,,,"Vigo County",72500
"G1801690","2000","2","3","Indiana","18","Wabash","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabash County",78400
"G1801710","2000","2","3","Indiana","18","Warren","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",74100
"G1801730","2000","2","3","Indiana","18","Warrick","173",,,,,,,,,,,,,"2440","9999","9999",,,,,,,,"Warrick County",104400
"G1801750","2000","2","3","Indiana","18","Washington","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",77500
"G1801770","2000","2","3","Indiana","18","Wayne","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",80300
"G1801790","2000","2","3","Indiana","18","Wells","179",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"Wells County",87900
"G1801810","2000","2","3","Indiana","18","White","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"White County",86200
"G1801830","2000","2","3","Indiana","18","Whitley","183",,,,,,,,,,,,,"2760","9999","9999",,,,,,,,"Whitley County",96000
"G1900010","2000","2","4","Iowa","19","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",59300
"G1900030","2000","2","4","Iowa","19","Adams","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",46500
"G1900050","2000","2","4","Iowa","19","Allamakee","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allamakee County",68100
"G1900070","2000","2","4","Iowa","19","Appanoose","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Appanoose County",45400
