GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AB2AA,AB2AAM
G3600410,1980,New York,36,360,Hamilton County,41,410,HAMILTON COUNTY,14402,
G3600430,1980,New York,36,360,Herkimer County,43,430,HERKIMER COUNTY,16546,
G3600450,1980,New York,36,360,Jefferson County,45,450,JEFFERSON COUNTY,16295,
G3600470,1980,New York,36,360,Kings County,47,470,KINGS COUNTY,14664,
G3600490,1980,New York,36,360,Lewis County,49,490,LEWIS COUNTY,16257,
G3600510,1980,New York,36,360,Livingston County,51,510,LIVINGSTON COUNTY,19596,
G3600530,1980,New York,36,360,Madison County,53,530,MADISON COUNTY,18492,
G3600550,1980,New York,36,360,Monroe County,55,550,MONROE COUNTY,24256,
G3600570,1980,New York,36,360,Montgomery County,57,570,MONTGOMERY COUNTY,17160,
G3600590,1980,New York,36,360,Nassau County,59,590,NASSAU COUNTY,28444,
G3600610,1980,New York,36,360,New York County,61,610,NEW YORK COUNTY,16326,
G3600630,1980,New York,36,360,Niagara County,63,630,NIAGARA COUNTY,20674,
G3600650,1980,New York,36,360,Oneida County,65,650,ONEIDA COUNTY,18174,
G3600670,1980,New York,36,360,Onondaga County,67,670,ONONDAGA COUNTY,21222,
G3600690,1980,New York,36,360,Ontario County,69,690,ONTARIO COUNTY,20514,
G3600710,1980,New York,36,360,Orange County,71,710,ORANGE COUNTY,20576,
G3600730,1980,New York,36,360,Orleans County,73,730,ORLEANS COUNTY,20356,
G3600750,1980,New York,36,360,Oswego County,75,750,OSWEGO COUNTY,18815,
G3600770,1980,New York,36,360,Otsego County,77,770,OTSEGO COUNTY,16230,
G3600790,1980,New York,36,360,Putnam County,79,790,PUTNAM COUNTY,26305,
G3600810,1980,New York,36,360,Queens County,81,810,QUEENS COUNTY,20506,
G3600830,1980,New York,36,360,Rensselaer County,83,830,RENSSELAER COUNTY,19259,
G3600850,1980,New York,36,360,Richmond County,85,850,RICHMOND COUNTY,23842,
G3600870,1980,New York,36,360,Rockland County,87,870,ROCKLAND COUNTY,28243,
G3600890,1980,New York,36,360,St. Lawrence County,89,890,ST. LAWRENCE COUNTY,16540,
G3600910,1980,New York,36,360,Saratoga County,91,910,SARATOGA COUNTY,20712,
G3600930,1980,New York,36,360,Schenectady County,93,930,SCHENECTADY COUNTY,20529,
G3600950,1980,New York,36,360,Schoharie County,95,950,SCHOHARIE COUNTY,15982,
G3600970,1980,New York,36,360,Schuyler County,97,970,SCHUYLER COUNTY,16719,
G3600990,1980,New York,36,360,Seneca County,99,990,SENECA COUNTY,18743,
G3601010,1980,New York,36,360,Steuben County,101,1010,STEUBEN COUNTY,17835,
G3601030,1980,New York,36,360,Suffolk County,103,1030,SUFFOLK COUNTY,24194,
G3601050,1980,New York,36,360,Sullivan County,105,1050,SULLIVAN COUNTY,15925,
G3601070,1980,New York,36,360,Tioga County,107,1070,TIOGA COUNTY,19682,
G3601090,1980,New York,36,360,Tompkins County,109,1090,TOMPKINS COUNTY,18790,
G3601110,1980,New York,36,360,Ulster County,111,1110,ULSTER COUNTY,18752,
G3601130,1980,New York,36,360,Warren County,113,1130,WARREN COUNTY,16928,
G3601150,1980,New York,36,360,Washington County,115,1150,WASHINGTON COUNTY,17104,
G3601170,1980,New York,36,360,Wayne County,117,1170,WAYNE COUNTY,20385,
G3601190,1980,New York,36,360,Westchester County,119,1190,WESTCHESTER COUNTY,27278,
G3601210,1980,New York,36,360,Wyoming County,121,1210,WYOMING COUNTY,18060,
G3601230,1980,New York,36,360,Yates County,123,1230,YATES COUNTY,16394,
G3700010,1980,North Carolina,37,370,Alamance County,1,10,ALAMANCE COUNTY,18309,
G3700030,1980,North Carolina,37,370,Alexander County,3,30,ALEXANDER COUNTY,16585,
G3700050,1980,North Carolina,37,370,Alleghany County,5,50,ALLEGHANY COUNTY,12486,
G3700070,1980,North Carolina,37,370,Anson County,7,70,ANSON COUNTY,14830,
G3700090,1980,North Carolina,37,370,Ashe County,9,90,ASHE COUNTY,11835,
G3700110,1980,North Carolina,37,370,Avery County,11,110,AVERY COUNTY,13022,
G3700130,1980,North Carolina,37,370,Beaufort County,13,130,BEAUFORT COUNTY,14461,
G3700150,1980,North Carolina,37,370,Bertie County,15,150,BERTIE COUNTY,11861,
G3700170,1980,North Carolina,37,370,Bladen County,17,170,BLADEN COUNTY,12327,
G3700190,1980,North Carolina,37,370,Brunswick County,19,190,BRUNSWICK COUNTY,15067,
G3700210,1980,North Carolina,37,370,Buncombe County,21,210,BUNCOMBE COUNTY,16795,
G3700230,1980,North Carolina,37,370,Burke County,23,230,BURKE COUNTY,16449,
G3700250,1980,North Carolina,37,370,Cabarrus County,25,250,CABARRUS COUNTY,18169,
G3700270,1980,North Carolina,37,370,Caldwell County,27,270,CALDWELL COUNTY,16236,
G3700290,1980,North Carolina,37,370,Camden County,29,290,CAMDEN COUNTY,17028,
G3700310,1980,North Carolina,37,370,Carteret County,31,310,CARTERET COUNTY,16068,
G3700330,1980,North Carolina,37,370,Caswell County,33,330,CASWELL COUNTY,15044,
G3700350,1980,North Carolina,37,370,Catawba County,35,350,CATAWBA COUNTY,18332,
G3700370,1980,North Carolina,37,370,Chatham County,37,370,CHATHAM COUNTY,17422,
G3700390,1980,North Carolina,37,370,Cherokee County,39,390,CHEROKEE COUNTY,11274,
G3700410,1980,North Carolina,37,370,Chowan County,41,410,CHOWAN COUNTY,13295,
G3700430,1980,North Carolina,37,370,Clay County,43,430,CLAY COUNTY,11896,
G3700450,1980,North Carolina,37,370,Cleveland County,45,450,CLEVELAND COUNTY,17194,
G3700470,1980,North Carolina,37,370,Columbus County,47,470,COLUMBUS COUNTY,13000,
G3700490,1980,North Carolina,37,370,Craven County,49,490,CRAVEN COUNTY,14945,
G3700510,1980,North Carolina,37,370,Cumberland County,51,510,CUMBERLAND COUNTY,14649,
G3700530,1980,North Carolina,37,370,Currituck County,53,530,CURRITUCK COUNTY,14697,
G3700550,1980,North Carolina,37,370,Dare County,55,550,DARE COUNTY,16322,
G3700570,1980,North Carolina,37,370,Davidson County,57,570,DAVIDSON COUNTY,17139,
G3700590,1980,North Carolina,37,370,Davie County,59,590,DAVIE COUNTY,17683,
G3700610,1980,North Carolina,37,370,Duplin County,61,610,DUPLIN COUNTY,13191,
G3700630,1980,North Carolina,37,370,Durham County,63,630,DURHAM COUNTY,19286,
G3700650,1980,North Carolina,37,370,Edgecombe County,65,650,EDGECOMBE COUNTY,15564,
G3700670,1980,North Carolina,37,370,Forsyth County,67,670,FORSYTH COUNTY,20063,
G3700690,1980,North Carolina,37,370,Franklin County,69,690,FRANKLIN COUNTY,14074,
G3700710,1980,North Carolina,37,370,Gaston County,71,710,GASTON COUNTY,17975,
G3700730,1980,North Carolina,37,370,Gates County,73,730,GATES COUNTY,15617,
G3700750,1980,North Carolina,37,370,Graham County,75,750,GRAHAM COUNTY,12642,
G3700770,1980,North Carolina,37,370,Granville County,77,770,GRANVILLE COUNTY,16345,
G3700790,1980,North Carolina,37,370,Greene County,79,790,GREENE COUNTY,14081,
G3700810,1980,North Carolina,37,370,Guilford County,81,810,GUILFORD COUNTY,19551,
G3700830,1980,North Carolina,37,370,Halifax County,83,830,HALIFAX COUNTY,12819,
G3700850,1980,North Carolina,37,370,Harnett County,85,850,HARNETT COUNTY,14152,
G3700870,1980,North Carolina,37,370,Haywood County,87,870,HAYWOOD COUNTY,15469,
G3700890,1980,North Carolina,37,370,Henderson County,89,890,HENDERSON COUNTY,16503,
G3700910,1980,North Carolina,37,370,Hertford County,91,910,HERTFORD COUNTY,14341,
G3700930,1980,North Carolina,37,370,Hoke County,93,930,HOKE COUNTY,14306,
G3700950,1980,North Carolina,37,370,Hyde County,95,950,HYDE COUNTY,11053,
G3700970,1980,North Carolina,37,370,Iredell County,97,970,IREDELL COUNTY,17472,
G3700990,1980,North Carolina,37,370,Jackson County,99,990,JACKSON COUNTY,13640,
G3701010,1980,North Carolina,37,370,Johnston County,101,1010,JOHNSTON COUNTY,14885,
G3701030,1980,North Carolina,37,370,Jones County,103,1030,JONES COUNTY,13147,
G3701050,1980,North Carolina,37,370,Lee County,105,1050,LEE COUNTY,17394,
G3701070,1980,North Carolina,37,370,Lenoir County,107,1070,LENOIR COUNTY,15462,
G3701090,1980,North Carolina,37,370,Lincoln County,109,1090,LINCOLN COUNTY,17668,
G3701110,1980,North Carolina,37,370,McDowell County,111,1110,MCDOWELL COUNTY,15612,
G3701130,1980,North Carolina,37,370,Macon County,113,1130,MACON COUNTY,12684,
G3701150,1980,North Carolina,37,370,Madison County,115,1150,MADISON COUNTY,11072,
G3701170,1980,North Carolina,37,370,Martin County,117,1170,MARTIN COUNTY,13867,
G3701190,1980,North Carolina,37,370,Mecklenburg County,119,1190,MECKLENBURG COUNTY,21148,
G3701210,1980,North Carolina,37,370,Mitchell County,121,1210,MITCHELL COUNTY,13779,
G3701230,1980,North Carolina,37,370,Montgomery County,123,1230,MONTGOMERY COUNTY,15361,
G3701250,1980,North Carolina,37,370,Moore County,125,1250,MOORE COUNTY,16779,
G3701270,1980,North Carolina,37,370,Nash County,127,1270,NASH COUNTY,16222,
G3701290,1980,North Carolina,37,370,New Hanover County,129,1290,NEW HANOVER COUNTY,17951,
G3701310,1980,North Carolina,37,370,Northampton County,131,1310,NORTHAMPTON COUNTY,12190,
G3701330,1980,North Carolina,37,370,Onslow County,133,1330,ONSLOW COUNTY,13210,
G3701350,1980,North Carolina,37,370,Orange County,135,1350,ORANGE COUNTY,19305,
G3701370,1980,North Carolina,37,370,Pamlico County,137,1370,PAMLICO COUNTY,14509,
G3701390,1980,North Carolina,37,370,Pasquotank County,139,1390,PASQUOTANK COUNTY,14950,
G3701410,1980,North Carolina,37,370,Pender County,141,1410,PENDER COUNTY,14402,
G3701430,1980,North Carolina,37,370,Perquimans County,143,1430,PERQUIMANS COUNTY,12804,
G3701450,1980,North Carolina,37,370,Person County,145,1450,PERSON COUNTY,15810,
G3701470,1980,North Carolina,37,370,Pitt County,147,1470,PITT COUNTY,15928,
G3701490,1980,North Carolina,37,370,Polk County,149,1490,POLK COUNTY,15956,
G3701510,1980,North Carolina,37,370,Randolph County,151,1510,RANDOLPH COUNTY,17611,
G3701530,1980,North Carolina,37,370,Richmond County,153,1530,RICHMOND COUNTY,16064,
G3701550,1980,North Carolina,37,370,Robeson County,155,1550,ROBESON COUNTY,13204,
G3701570,1980,North Carolina,37,370,Rockingham County,157,1570,ROCKINGHAM COUNTY,16941,
G3701590,1980,North Carolina,37,370,Rowan County,159,1590,ROWAN COUNTY,17526,
G3701610,1980,North Carolina,37,370,Rutherford County,161,1610,RUTHERFORD COUNTY,15595,
G3701630,1980,North Carolina,37,370,Sampson County,163,1630,SAMPSON COUNTY,13376,
G3701650,1980,North Carolina,37,370,Scotland County,165,1650,SCOTLAND COUNTY,16396,
G3701670,1980,North Carolina,37,370,Stanly County,167,1670,STANLY COUNTY,16733,
G3701690,1980,North Carolina,37,370,Stokes County,169,1690,STOKES COUNTY,16989,
G3701710,1980,North Carolina,37,370,Surry County,171,1710,SURRY COUNTY,15475,
G3701730,1980,North Carolina,37,370,Swain County,173,1730,SWAIN COUNTY,10982,
G3701750,1980,North Carolina,37,370,Transylvania County,175,1750,TRANSYLVANIA COUNTY,18019,
G3701770,1980,North Carolina,37,370,Tyrrell County,177,1770,TYRRELL COUNTY,12216,
G3701790,1980,North Carolina,37,370,Union County,179,1790,UNION COUNTY,18572,
G3701810,1980,North Carolina,37,370,Vance County,181,1810,VANCE COUNTY,14117,
G3701830,1980,North Carolina,37,370,Wake County,183,1830,WAKE COUNTY,21977,
G3701850,1980,North Carolina,37,370,Warren County,185,1850,WARREN COUNTY,12008,
G3701870,1980,North Carolina,37,370,Washington County,187,1870,WASHINGTON COUNTY,15908,
G3701890,1980,North Carolina,37,370,Watauga County,189,1890,WATAUGA COUNTY,14532,
G3701910,1980,North Carolina,37,370,Wayne County,191,1910,WAYNE COUNTY,15062,
G3701930,1980,North Carolina,37,370,Wilkes County,193,1930,WILKES COUNTY,15400,
G3701950,1980,North Carolina,37,370,Wilson County,195,1950,WILSON COUNTY,15779,
G3701970,1980,North Carolina,37,370,Yadkin County,197,1970,YADKIN COUNTY,15806,
G3701990,1980,North Carolina,37,370,Yancey County,199,1990,YANCEY COUNTY,11855,
G3800010,1980,North Dakota,38,380,Adams County,1,10,ADAMS COUNTY,16271,
G3800030,1980,North Dakota,38,380,Barnes County,3,30,BARNES COUNTY,17101,
G3800050,1980,North Dakota,38,380,Benson County,5,50,BENSON COUNTY,14760,
G3800070,1980,North Dakota,38,380,Billings County,7,70,BILLINGS COUNTY,22241,
G3800090,1980,North Dakota,38,380,Bottineau County,9,90,BOTTINEAU COUNTY,15232,
G3800110,1980,North Dakota,38,380,Bowman County,11,110,BOWMAN COUNTY,17342,
G3800130,1980,North Dakota,38,380,Burke County,13,130,BURKE COUNTY,14626,
G3800150,1980,North Dakota,38,380,Burleigh County,15,150,BURLEIGH COUNTY,22026,
G3800170,1980,North Dakota,38,380,Cass County,17,170,CASS COUNTY,21738,
G3800190,1980,North Dakota,38,380,Cavalier County,19,190,CAVALIER COUNTY,16992,
G3800210,1980,North Dakota,38,380,Dickey County,21,210,DICKEY COUNTY,14816,
G3800230,1980,North Dakota,38,380,Divide County,23,230,DIVIDE COUNTY,16458,
G3800250,1980,North Dakota,38,380,Dunn County,25,250,DUNN COUNTY,14271,
G3800270,1980,North Dakota,38,380,Eddy County,27,270,EDDY COUNTY,15630,
G3800290,1980,North Dakota,38,380,Emmons County,29,290,EMMONS COUNTY,12840,
G3800310,1980,North Dakota,38,380,Foster County,31,310,FOSTER COUNTY,15810,
G3800330,1980,North Dakota,38,380,Golden Valley County,33,330,GOLDEN VALLEY COUNTY,17818,
G3800350,1980,North Dakota,38,380,Grand Forks County,35,350,GRAND FORKS COUNTY,18307,
G3800370,1980,North Dakota,38,380,Grant County,37,370,GRANT COUNTY,10696,
G3800390,1980,North Dakota,38,380,Griggs County,39,390,GRIGGS COUNTY,15850,
G3800410,1980,North Dakota,38,380,Hettinger County,41,410,HETTINGER COUNTY,13489,
G3800430,1980,North Dakota,38,380,Kidder County,43,430,KIDDER COUNTY,11586,
G3800450,1980,North Dakota,38,380,LaMoure County,45,450,LA MOURE COUNTY,14432,
G3800470,1980,North Dakota,38,380,Logan County,47,470,LOGAN COUNTY,12018,
G3800490,1980,North Dakota,38,380,McHenry County,49,490,MCHENRY COUNTY,13664,
G3800510,1980,North Dakota,38,380,McIntosh County,51,510,MCINTOSH COUNTY,12220,
G3800530,1980,North Dakota,38,380,McKenzie County,53,530,MCKENZIE COUNTY,17110,
G3800550,1980,North Dakota,38,380,McLean County,55,550,MCLEAN COUNTY,17355,
G3800570,1980,North Dakota,38,380,Mercer County,57,570,MERCER COUNTY,20703,
G3800590,1980,North Dakota,38,380,Morton County,59,590,MORTON COUNTY,18798,
G3800610,1980,North Dakota,38,380,Mountrail County,61,610,MOUNTRAIL COUNTY,15316,
G3800630,1980,North Dakota,38,380,Nelson County,63,630,NELSON COUNTY,14931,
G3800650,1980,North Dakota,38,380,Oliver County,65,650,OLIVER COUNTY,18618,
G3800670,1980,North Dakota,38,380,Pembina County,67,670,PEMBINA COUNTY,16437,
G3800690,1980,North Dakota,38,380,Pierce County,69,690,PIERCE COUNTY,15472,
G3800710,1980,North Dakota,38,380,Ramsey County,71,710,RAMSEY COUNTY,17641,
G3800730,1980,North Dakota,38,380,Ransom County,73,730,RANSOM COUNTY,16242,
G3800750,1980,North Dakota,38,380,Renville County,75,750,RENVILLE COUNTY,16250,
G3800770,1980,North Dakota,38,380,Richland County,77,770,RICHLAND COUNTY,18145,
G3800790,1980,North Dakota,38,380,Rolette County,79,790,ROLETTE COUNTY,12692,
G3800810,1980,North Dakota,38,380,Sargent County,81,810,SARGENT COUNTY,16516,
G3800830,1980,North Dakota,38,380,Sheridan County,83,830,SHERIDAN COUNTY,12558,
G3800850,1980,North Dakota,38,380,Sioux County,85,850,SIOUX COUNTY,12057,
G3800870,1980,North Dakota,38,380,Slope County,87,870,SLOPE COUNTY,13606,
G3800890,1980,North Dakota,38,380,Stark County,89,890,STARK COUNTY,19222,
G3800910,1980,North Dakota,38,380,Steele County,91,910,STEELE COUNTY,18180,
G3800930,1980,North Dakota,38,380,Stutsman County,93,930,STUTSMAN COUNTY,18300,
G3800950,1980,North Dakota,38,380,Towner County,95,950,TOWNER COUNTY,16670,
G3800970,1980,North Dakota,38,380,Traill County,97,970,TRAILL COUNTY,18235,
G3800990,1980,North Dakota,38,380,Walsh County,99,990,WALSH COUNTY,15223,
G3801010,1980,North Dakota,38,380,Ward County,101,1010,WARD COUNTY,17633,
G3801030,1980,North Dakota,38,380,Wells County,103,1030,WELLS COUNTY,14849,
G3801050,1980,North Dakota,38,380,Williams County,105,1050,WILLIAMS COUNTY,21085,
G3900010,1980,Ohio,39,390,Adams County,1,10,ADAMS COUNTY,12340,
G3900030,1980,Ohio,39,390,Allen County,3,30,ALLEN COUNTY,20368,
G3900050,1980,Ohio,39,390,Ashland County,5,50,ASHLAND COUNTY,19323,
G3900070,1980,Ohio,39,390,Ashtabula County,7,70,ASHTABULA COUNTY,19787,
G3900090,1980,Ohio,39,390,Athens County,9,90,ATHENS COUNTY,15243,
G3900110,1980,Ohio,39,390,Auglaize County,11,110,AUGLAIZE COUNTY,19875,
G3900130,1980,Ohio,39,390,Belmont County,13,130,BELMONT COUNTY,19616,
G3900150,1980,Ohio,39,390,Brown County,15,150,BROWN COUNTY,17133,
G3900170,1980,Ohio,39,390,Butler County,17,170,BUTLER COUNTY,22417,
G3900190,1980,Ohio,39,390,Carroll County,19,190,CARROLL COUNTY,18370,
G3900210,1980,Ohio,39,390,Champaign County,21,210,CHAMPAIGN COUNTY,18584,
G3900230,1980,Ohio,39,390,Clark County,23,230,CLARK COUNTY,19528,
G3900250,1980,Ohio,39,390,Clermont County,25,250,CLERMONT COUNTY,21726,
G3900270,1980,Ohio,39,390,Clinton County,27,270,CLINTON COUNTY,18254,
G3900290,1980,Ohio,39,390,Columbiana County,29,290,COLUMBIANA COUNTY,19557,
G3900310,1980,Ohio,39,390,Coshocton County,31,310,COSHOCTON COUNTY,18839,
G3900330,1980,Ohio,39,390,Crawford County,33,330,CRAWFORD COUNTY,18829,
G3900350,1980,Ohio,39,390,Cuyahoga County,35,350,CUYAHOGA COUNTY,22071,
G3900370,1980,Ohio,39,390,Darke County,37,370,DARKE COUNTY,18444,
G3900390,1980,Ohio,39,390,Defiance County,39,390,DEFIANCE COUNTY,21821,
G3900410,1980,Ohio,39,390,Delaware County,41,410,DELAWARE COUNTY,22202,
G3900430,1980,Ohio,39,390,Erie County,43,430,ERIE COUNTY,22161,
G3900450,1980,Ohio,39,390,Fairfield County,45,450,FAIRFIELD COUNTY,20728,
G3900470,1980,Ohio,39,390,Fayette County,47,470,FAYETTE COUNTY,16073,
G3900490,1980,Ohio,39,390,Franklin County,49,490,FRANKLIN COUNTY,20970,
G3900510,1980,Ohio,39,390,Fulton County,51,510,FULTON COUNTY,20884,
G3900530,1980,Ohio,39,390,Gallia County,53,530,GALLIA COUNTY,17043,
G3900550,1980,Ohio,39,390,Geauga County,55,550,GEAUGA COUNTY,26136,
G3900570,1980,Ohio,39,390,Greene County,57,570,GREENE COUNTY,22697,
G3900590,1980,Ohio,39,390,Guernsey County,59,590,GUERNSEY COUNTY,17338,
G3900610,1980,Ohio,39,390,Hamilton County,61,610,HAMILTON COUNTY,21693,
G3900630,1980,Ohio,39,390,Hancock County,63,630,HANCOCK COUNTY,21246,
G3900650,1980,Ohio,39,390,Hardin County,65,650,HARDIN COUNTY,18729,
G3900670,1980,Ohio,39,390,Harrison County,67,670,HARRISON COUNTY,17543,
G3900690,1980,Ohio,39,390,Henry County,69,690,HENRY COUNTY,20829,
G3900710,1980,Ohio,39,390,Highland County,71,710,HIGHLAND COUNTY,15391,
G3900730,1980,Ohio,39,390,Hocking County,73,730,HOCKING COUNTY,16221,
G3900750,1980,Ohio,39,390,Holmes County,75,750,HOLMES COUNTY,16861,
G3900770,1980,Ohio,39,390,Huron County,77,770,HURON COUNTY,20499,
G3900790,1980,Ohio,39,390,Jackson County,79,790,JACKSON COUNTY,15020,
G3900810,1980,Ohio,39,390,Jefferson County,81,810,JEFFERSON COUNTY,21458,
G3900830,1980,Ohio,39,390,Knox County,83,830,KNOX COUNTY,16972,
G3900850,1980,Ohio,39,390,Lake County,85,850,LAKE COUNTY,24661,
G3900870,1980,Ohio,39,390,Lawrence County,87,870,LAWRENCE COUNTY,17328,
G3900890,1980,Ohio,39,390,Licking County,89,890,LICKING COUNTY,20660,
G3900910,1980,Ohio,39,390,Logan County,91,910,LOGAN COUNTY,17316,
G3900930,1980,Ohio,39,390,Lorain County,93,930,LORAIN COUNTY,22475,
G3900950,1980,Ohio,39,390,Lucas County,95,950,LUCAS COUNTY,21519,
G3900970,1980,Ohio,39,390,Madison County,97,970,MADISON COUNTY,19901,
G3900990,1980,Ohio,39,390,Mahoning County,99,990,MAHONING COUNTY,20531,
G3901010,1980,Ohio,39,390,Marion County,101,1010,MARION COUNTY,19648,
G3901030,1980,Ohio,39,390,Medina County,103,1030,MEDINA COUNTY,24619,
G3901050,1980,Ohio,39,390,Meigs County,105,1050,MEIGS COUNTY,15323,
G3901070,1980,Ohio,39,390,Mercer County,107,1070,MERCER COUNTY,20850,
G3901090,1980,Ohio,39,390,Miami County,109,1090,MIAMI COUNTY,20403,
G3901110,1980,Ohio,39,390,Monroe County,111,1110,MONROE COUNTY,18913,
G3901130,1980,Ohio,39,390,Montgomery County,113,1130,MONTGOMERY COUNTY,20830,
G3901150,1980,Ohio,39,390,Morgan County,115,1150,MORGAN COUNTY,15964,
G3901170,1980,Ohio,39,390,Morrow County,117,1170,MORROW COUNTY,18028,
G3901190,1980,Ohio,39,390,Muskingum County,119,1190,MUSKINGUM COUNTY,17680,
G3901210,1980,Ohio,39,390,Noble County,121,1210,NOBLE COUNTY,17253,
G3901230,1980,Ohio,39,390,Ottawa County,123,1230,OTTAWA COUNTY,21290,
G3901250,1980,Ohio,39,390,Paulding County,125,1250,PAULDING COUNTY,20834,
G3901270,1980,Ohio,39,390,Perry County,127,1270,PERRY COUNTY,16189,
G3901290,1980,Ohio,39,390,Pickaway County,129,1290,PICKAWAY COUNTY,18826,
G3901310,1980,Ohio,39,390,Pike County,131,1310,PIKE COUNTY,13745,
G3901330,1980,Ohio,39,390,Portage County,133,1330,PORTAGE COUNTY,21311,
G3901350,1980,Ohio,39,390,Preble County,135,1350,PREBLE COUNTY,19405,
G3901370,1980,Ohio,39,390,Putnam County,137,1370,PUTNAM COUNTY,21195,
G3901390,1980,Ohio,39,390,Richland County,139,1390,RICHLAND COUNTY,19943,
G3901410,1980,Ohio,39,390,Ross County,141,1410,ROSS COUNTY,18420,
G3901430,1980,Ohio,39,390,Sandusky County,143,1430,SANDUSKY COUNTY,20897,
G3901450,1980,Ohio,39,390,Scioto County,145,1450,SCIOTO COUNTY,15323,
G3901470,1980,Ohio,39,390,Seneca County,147,1470,SENECA COUNTY,19962,
G3901490,1980,Ohio,39,390,Shelby County,149,1490,SHELBY COUNTY,19682,
G3901510,1980,Ohio,39,390,Stark County,151,1510,STARK COUNTY,21387,
G3901530,1980,Ohio,39,390,Summit County,153,1530,SUMMIT COUNTY,21617,
G3901550,1980,Ohio,39,390,Trumbull County,155,1550,TRUMBULL COUNTY,22066,
G3901570,1980,Ohio,39,390,Tuscarawas County,157,1570,TUSCARAWAS COUNTY,18544,
G3901590,1980,Ohio,39,390,Union County,159,1590,UNION COUNTY,19704,
G3901610,1980,Ohio,39,390,Van Wert County,161,1610,VAN WERT COUNTY,20543,
G3901630,1980,Ohio,39,390,Vinton County,163,1630,VINTON COUNTY,14227,
G3901650,1980,Ohio,39,390,Warren County,165,1650,WARREN COUNTY,22086,
G3901670,1980,Ohio,39,390,Washington County,167,1670,WASHINGTON COUNTY,18406,
G3901690,1980,Ohio,39,390,Wayne County,169,1690,WAYNE COUNTY,20331,
G3901710,1980,Ohio,39,390,Williams County,171,1710,WILLIAMS COUNTY,20275,
G3901730,1980,Ohio,39,390,Wood County,173,1730,WOOD COUNTY,22327,
G3901750,1980,Ohio,39,390,Wyandot County,175,1750,WYANDOT COUNTY,18456,
G4000010,1980,Oklahoma,40,400,Adair County,1,10,ADAIR COUNTY,11287,
G4000030,1980,Oklahoma,40,400,Alfalfa County,3,30,ALFALFA COUNTY,17537,
G4000050,1980,Oklahoma,40,400,Atoka County,5,50,ATOKA COUNTY,10898,
G4000070,1980,Oklahoma,40,400,Beaver County,7,70,BEAVER COUNTY,18573,
G4000090,1980,Oklahoma,40,400,Beckham County,9,90,BECKHAM COUNTY,16889,
G4000110,1980,Oklahoma,40,400,Blaine County,11,110,BLAINE COUNTY,16823,
G4000130,1980,Oklahoma,40,400,Bryan County,13,130,BRYAN COUNTY,12671,
G4000150,1980,Oklahoma,40,400,Caddo County,15,150,CADDO COUNTY,14783,
G4000170,1980,Oklahoma,40,400,Canadian County,17,170,CANADIAN COUNTY,22604,
G4000190,1980,Oklahoma,40,400,Carter County,19,190,CARTER COUNTY,17207,
G4000210,1980,Oklahoma,40,400,Cherokee County,21,210,CHEROKEE COUNTY,12315,
G4000230,1980,Oklahoma,40,400,Choctaw County,23,230,CHOCTAW COUNTY,11984,
G4000250,1980,Oklahoma,40,400,Cimarron County,25,250,CIMARRON COUNTY,15770,
G4000270,1980,Oklahoma,40,400,Cleveland County,27,270,CLEVELAND COUNTY,21414,
G4000290,1980,Oklahoma,40,400,Coal County,29,290,COAL COUNTY,11202,
G4000310,1980,Oklahoma,40,400,Comanche County,31,310,COMANCHE COUNTY,15434,
G4000330,1980,Oklahoma,40,400,Cotton County,33,330,COTTON COUNTY,13698,
G4000350,1980,Oklahoma,40,400,Craig County,35,350,CRAIG COUNTY,15156,
G4000370,1980,Oklahoma,40,400,Creek County,37,370,CREEK COUNTY,17497,
G4000390,1980,Oklahoma,40,400,Custer County,39,390,CUSTER COUNTY,17752,
G4000410,1980,Oklahoma,40,400,Delaware County,41,410,DELAWARE COUNTY,11903,
G4000430,1980,Oklahoma,40,400,Dewey County,43,430,DEWEY COUNTY,15828,
G4000450,1980,Oklahoma,40,400,Ellis County,45,450,ELLIS COUNTY,16591,
G4000470,1980,Oklahoma,40,400,Garfield County,47,470,GARFIELD COUNTY,19692,
G4000490,1980,Oklahoma,40,400,Garvin County,49,490,GARVIN COUNTY,15507,
G4000510,1980,Oklahoma,40,400,Grady County,51,510,GRADY COUNTY,16633,
G4000530,1980,Oklahoma,40,400,Grant County,53,530,GRANT COUNTY,16965,
G4000550,1980,Oklahoma,40,400,Greer County,55,550,GREER COUNTY,12468,
G4000570,1980,Oklahoma,40,400,Harmon County,57,570,HARMON COUNTY,12203,
G4000590,1980,Oklahoma,40,400,Harper County,59,590,HARPER COUNTY,20045,
G4000610,1980,Oklahoma,40,400,Haskell County,61,610,HASKELL COUNTY,11902,
G4000630,1980,Oklahoma,40,400,Hughes County,63,630,HUGHES COUNTY,11464,
G4000650,1980,Oklahoma,40,400,Jackson County,65,650,JACKSON COUNTY,13522,
G4000670,1980,Oklahoma,40,400,Jefferson County,67,670,JEFFERSON COUNTY,13001,
G4000690,1980,Oklahoma,40,400,Johnston County,69,690,JOHNSTON COUNTY,9930,
G4000710,1980,Oklahoma,40,400,Kay County,71,710,KAY COUNTY,18862,
G4000730,1980,Oklahoma,40,400,Kingfisher County,73,730,KINGFISHER COUNTY,18867,
G4000750,1980,Oklahoma,40,400,Kiowa County,75,750,KIOWA COUNTY,12619,
