GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALY3E001,ALY3E002,ALY3E003,ALY3E004,ALY3E005,ALY3E006,ALY3E007,NAME_M,ALY3M001,ALY3M002,ALY3M003,ALY3M004,ALY3M005,ALY3M006,ALY3M007
"G2801630","2015-2019","MS",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28163",,,"Yazoo County, Mississippi",22936,10416,10416,8876,1540,0,12520,"Yazoo County, Mississippi",108,1216,1216,1115,378,24,1222
"G2900010","2015-2019","MO",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29001",,,"Adair County, Missouri",21202,11325,11289,10651,638,36,9877,"Adair County, Missouri",141,585,579,595,177,51,570
"G2900030","2015-2019","MO",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29003",,,"Andrew County, Missouri",14088,8709,8678,8417,261,31,5379,"Andrew County, Missouri",101,293,292,286,108,25,309
"G2900050","2015-2019","MO",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29005",,,"Atchison County, Missouri",4335,2680,2680,2614,66,0,1655,"Atchison County, Missouri",31,87,87,96,26,16,89
"G2900070","2015-2019","MO",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29007",,,"Audrain County, Missouri",20411,11444,11444,10920,524,0,8967,"Audrain County, Missouri",113,445,445,430,163,21,437
"G2900090","2015-2019","MO",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29009",,,"Barry County, Missouri",28517,15409,15383,14677,706,26,13108,"Barry County, Missouri",118,567,567,567,265,40,579
"G2900110","2015-2019","MO",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29011",,,"Barton County, Missouri",9471,5525,5525,5135,390,0,3946,"Barton County, Missouri",82,213,213,263,130,18,205
"G2900130","2015-2019","MO",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29013",,,"Bates County, Missouri",12904,7885,7885,7527,358,0,5019,"Bates County, Missouri",67,295,295,292,106,18,300
"G2900150","2015-2019","MO",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29015",,,"Benton County, Missouri",16257,7296,7296,6710,586,0,8961,"Benton County, Missouri",81,384,384,388,190,18,388
"G2900170","2015-2019","MO",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29017",,,"Bollinger County, Missouri",9953,5478,5478,5257,221,0,4475,"Bollinger County, Missouri",69,262,262,262,88,18,260
"G2900190","2015-2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29019",,,"Boone County, Missouri",145550,97836,97653,93541,4112,183,47714,"Boone County, Missouri",251,1324,1318,1283,638,115,1321
"G2900210","2015-2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29021",,,"Buchanan County, Missouri",70761,43408,43341,41340,2001,67,27353,"Buchanan County, Missouri",205,684,693,746,349,53,675
"G2900230","2015-2019","MO",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29023",,,"Butler County, Missouri",33970,18925,18911,17421,1490,14,15045,"Butler County, Missouri",201,612,611,689,410,22,643
"G2900250","2015-2019","MO",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29025",,,"Caldwell County, Missouri",7146,3989,3982,3854,128,7,3157,"Caldwell County, Missouri",40,139,141,152,58,6,138
"G2900270","2015-2019","MO",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29027",,,"Callaway County, Missouri",36522,21053,21037,20346,691,16,15469,"Callaway County, Missouri",208,698,699,695,191,21,751
"G2900290","2015-2019","MO",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29029",,,"Camden County, Missouri",38358,19729,19707,18774,933,22,18629,"Camden County, Missouri",190,643,641,695,325,21,672
"G2900310","2015-2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29031",,,"Cape Girardeau County, Missouri",63422,39966,39829,38028,1801,137,23456,"Cape Girardeau County, Missouri",282,855,846,868,347,129,887
"G2900330","2015-2019","MO",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29033",,,"Carroll County, Missouri",7002,3883,3883,3623,260,0,3119,"Carroll County, Missouri",51,201,201,224,111,16,194
"G2900350","2015-2019","MO",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29035",,,"Carter County, Missouri",4892,2600,2572,2463,109,28,2292,"Carter County, Missouri",39,247,248,249,69,45,238
"G2900370","2015-2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29037",,,"Cass County, Missouri",81315,53677,53657,51635,2022,20,27638,"Cass County, Missouri",210,635,635,699,330,23,651
"G2900390","2015-2019","MO",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29039",,,"Cedar County, Missouri",11016,5552,5552,5164,388,0,5464,"Cedar County, Missouri",119,381,381,382,169,18,378
"G2900410","2015-2019","MO",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29041",,,"Chariton County, Missouri",5990,3201,3201,3091,110,0,2789,"Chariton County, Missouri",32,142,142,131,51,16,139
"G2900430","2015-2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29043",,,"Christian County, Missouri",66267,42443,42427,40970,1457,16,23824,"Christian County, Missouri",240,755,751,789,263,24,741
"G2900450","2015-2019","MO",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29045",,,"Clark County, Missouri",5379,3266,3242,3132,110,24,2113,"Clark County, Missouri",33,116,120,117,45,32,120
"G2900470","2015-2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29047",,,"Clay County, Missouri",190381,133606,133349,128142,5207,257,56775,"Clay County, Missouri",320,1208,1228,1227,594,108,1181
"G2900490","2015-2019","MO",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29049",,,"Clinton County, Missouri",16383,10098,10087,9658,429,11,6285,"Clinton County, Missouri",127,263,262,306,207,16,306
"G2900510","2015-2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29051",,,"Cole County, Missouri",61274,39052,38992,37598,1394,60,22222,"Cole County, Missouri",213,970,960,895,283,42,991
"G2900530","2015-2019","MO",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29053",,,"Cooper County, Missouri",14294,8062,8062,7723,339,0,6232,"Cooper County, Missouri",50,242,242,265,121,18,245
"G2900550","2015-2019","MO",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29055",,,"Crawford County, Missouri",19168,10561,10549,9530,1019,12,8607,"Crawford County, Missouri",106,441,441,436,240,18,431
"G2900570","2015-2019","MO",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29057",,,"Dade County, Missouri",6263,3378,3378,3045,333,0,2885,"Dade County, Missouri",34,171,171,189,100,16,167
"G2900590","2015-2019","MO",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29059",,,"Dallas County, Missouri",13129,6510,6485,6255,230,25,6619,"Dallas County, Missouri",145,466,466,470,95,38,479
"G2900610","2015-2019","MO",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29061",,,"Daviess County, Missouri",6431,3642,3638,3540,98,4,2789,"Daviess County, Missouri",42,148,147,146,32,9,141
"G2900630","2015-2019","MO",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29063",,,"DeKalb County, Missouri",10681,4485,4485,4387,98,0,6196,"DeKalb County, Missouri",62,272,272,277,58,18,274
"G2900650","2015-2019","MO",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29065",,,"Dent County, Missouri",12438,6740,6740,6378,362,0,5698,"Dent County, Missouri",82,310,310,317,98,18,304
"G2900670","2015-2019","MO",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29067",,,"Douglas County, Missouri",10738,5292,5292,4984,308,0,5446,"Douglas County, Missouri",63,333,333,373,126,18,340
"G2900690","2015-2019","MO",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29069",,,"Dunklin County, Missouri",23225,12493,12482,11630,852,11,10732,"Dunklin County, Missouri",109,417,418,443,195,17,422
"G2900710","2015-2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29071",,,"Franklin County, Missouri",82328,52662,52622,50296,2326,40,29666,"Franklin County, Missouri",208,764,769,709,347,42,807
"G2900730","2015-2019","MO",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29073",,,"Gasconade County, Missouri",12014,7216,7216,7019,197,0,4798,"Gasconade County, Missouri",95,237,237,244,75,18,206
"G2900750","2015-2019","MO",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29075",,,"Gentry County, Missouri",5121,3152,3148,3027,121,4,1969,"Gentry County, Missouri",48,115,114,125,50,6,110
"G2900770","2015-2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29077",,,"Greene County, Missouri",235714,145057,144832,139261,5571,225,90657,"Greene County, Missouri",258,1572,1580,1673,550,123,1556
"G2900790","2015-2019","MO",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29079",,,"Grundy County, Missouri",7928,4563,4563,4413,150,0,3365,"Grundy County, Missouri",65,184,184,191,56,16,200
"G2900810","2015-2019","MO",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29081",,,"Harrison County, Missouri",6635,3791,3790,3637,153,1,2844,"Harrison County, Missouri",39,154,154,174,57,3,159
"G2900830","2015-2019","MO",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29083",,,"Henry County, Missouri",17534,9704,9616,9038,578,88,7830,"Henry County, Missouri",83,357,361,364,160,63,368
"G2900850","2015-2019","MO",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29085",,,"Hickory County, Missouri",8007,3402,3400,3183,217,2,4605,"Hickory County, Missouri",70,242,242,242,90,4,251
"G2900870","2015-2019","MO",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29087",,,"Holt County, Missouri",3614,2092,2085,2017,68,7,1522,"Holt County, Missouri",25,83,84,85,26,9,80
"G2900890","2015-2019","MO",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29089",,,"Howard County, Missouri",8103,4863,4863,4648,215,0,3240,"Howard County, Missouri",73,228,228,235,85,18,244
"G2900910","2015-2019","MO",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29091",,,"Howell County, Missouri",31666,17138,17138,16431,707,0,14528,"Howell County, Missouri",165,537,537,528,143,24,551
"G2900930","2015-2019","MO",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29093",,,"Iron County, Missouri",8298,4088,4088,3826,262,0,4210,"Iron County, Missouri",60,243,243,240,87,18,251
"G2900950","2015-2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29095",,,"Jackson County, Missouri",548796,366945,366526,350241,16285,419,181851,"Jackson County, Missouri",585,2283,2284,2404,1018,135,2350
"G2900970","2015-2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29097",,,"Jasper County, Missouri",93165,59580,59531,56376,3155,49,33585,"Jasper County, Missouri",240,988,990,1116,500,49,991
"G2900990","2015-2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29099",,,"Jefferson County, Missouri",177532,118135,118022,111769,6253,113,59397,"Jefferson County, Missouri",360,1130,1143,1205,558,105,1138
"G2901010","2015-2019","MO",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29101",,,"Johnson County, Missouri",43202,28470,25139,23931,1208,3331,14732,"Johnson County, Missouri",130,598,807,794,237,544,602
"G2901030","2015-2019","MO",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29103",,,"Knox County, Missouri",3117,1678,1678,1563,115,0,1439,"Knox County, Missouri",39,98,98,102,50,11,102
"G2901050","2015-2019","MO",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29105",,,"Laclede County, Missouri",27755,16619,16538,15475,1063,81,11136,"Laclede County, Missouri",169,626,648,674,292,107,595
"G2901070","2015-2019","MO",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29107",,,"Lafayette County, Missouri",26136,15985,15951,15503,448,34,10151,"Lafayette County, Missouri",115,533,532,514,143,50,514
"G2901090","2015-2019","MO",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29109",,,"Lawrence County, Missouri",29627,18139,18138,17024,1114,1,11488,"Lawrence County, Missouri",132,528,528,524,254,3,537
"G2901110","2015-2019","MO",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29111",,,"Lewis County, Missouri",7959,4496,4496,4372,124,0,3463,"Lewis County, Missouri",62,180,180,183,42,16,181
"G2901130","2015-2019","MO",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29113",,,"Lincoln County, Missouri",43901,27867,27825,26776,1049,42,16034,"Lincoln County, Missouri",214,703,700,705,223,46,748
"G2901150","2015-2019","MO",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29115",,,"Linn County, Missouri",9549,5730,5722,5612,110,8,3819,"Linn County, Missouri",56,154,154,156,34,11,164
"G2901170","2015-2019","MO",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29117",,,"Livingston County, Missouri",12113,6627,6579,6455,124,48,5486,"Livingston County, Missouri",111,270,278,278,53,53,258
"G2901190","2015-2019","MO",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29119",,,"McDonald County, Missouri",17569,9815,9797,9381,416,18,7754,"McDonald County, Missouri",145,436,434,433,137,21,455
"G2901210","2015-2019","MO",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29121",,,"Macon County, Missouri",12002,6712,6706,6354,352,6,5290,"Macon County, Missouri",84,191,190,221,157,6,208
"G2901230","2015-2019","MO",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29123",,,"Madison County, Missouri",9744,5286,5231,5005,226,55,4458,"Madison County, Missouri",86,319,316,319,87,48,301
"G2901250","2015-2019","MO",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29125",,,"Maries County, Missouri",7218,4033,3998,3758,240,35,3185,"Maries County, Missouri",56,229,234,255,91,45,217
"G2901270","2015-2019","MO",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29127",,,"Marion County, Missouri",22561,13663,13663,13038,625,0,8898,"Marion County, Missouri",167,376,376,380,168,21,373
"G2901290","2015-2019","MO",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29129",,,"Mercer County, Missouri",2851,1721,1719,1676,43,2,1130,"Mercer County, Missouri",27,93,93,97,24,6,100
"G2901310","2015-2019","MO",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29131",,,"Miller County, Missouri",19853,12028,12005,11415,590,23,7825,"Miller County, Missouri",133,410,411,415,164,18,404
"G2901330","2015-2019","MO",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29133",,,"Mississippi County, Missouri",11021,4956,4956,4513,443,0,6065,"Mississippi County, Missouri",95,335,335,326,134,18,364
"G2901350","2015-2019","MO",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29135",,,"Moniteau County, Missouri",12525,7265,7254,6944,310,11,5260,"Moniteau County, Missouri",57,288,289,289,97,13,314
"G2901370","2015-2019","MO",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29137",,,"Monroe County, Missouri",7008,3938,3936,3846,90,2,3070,"Monroe County, Missouri",39,175,174,179,36,4,170
"G2901390","2015-2019","MO",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29139",,,"Montgomery County, Missouri",9246,5307,5307,5105,202,0,3939,"Montgomery County, Missouri",68,197,197,195,61,18,200
"G2901410","2015-2019","MO",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29141",,,"Morgan County, Missouri",16169,7733,7713,7397,316,20,8436,"Morgan County, Missouri",129,503,497,508,95,19,500
"G2901430","2015-2019","MO",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29143",,,"New Madrid County, Missouri",13829,7203,7203,6745,458,0,6626,"New Madrid County, Missouri",64,253,253,277,126,18,255
"G2901450","2015-2019","MO",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29145",,,"Newton County, Missouri",45865,27829,27802,26733,1069,27,18036,"Newton County, Missouri",160,638,642,600,222,43,607
"G2901470","2015-2019","MO",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29147",,,"Nodaway County, Missouri",19264,11410,11402,11072,330,8,7854,"Nodaway County, Missouri",76,493,493,491,113,7,490
"G2901490","2015-2019","MO",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29149",,,"Oregon County, Missouri",8448,4121,4121,3977,144,0,4327,"Oregon County, Missouri",76,264,264,279,92,18,250
"G2901510","2015-2019","MO",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29151",,,"Osage County, Missouri",10797,7109,7109,6968,141,0,3688,"Osage County, Missouri",68,212,212,221,57,18,226
"G2901530","2015-2019","MO",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29153",,,"Ozark County, Missouri",7630,3259,3259,3075,184,0,4371,"Ozark County, Missouri",70,242,242,239,71,16,254
"G2901550","2015-2019","MO",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29155",,,"Pemiscot County, Missouri",12787,6403,6403,5898,505,0,6384,"Pemiscot County, Missouri",63,281,281,291,133,18,295
"G2901570","2015-2019","MO",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29157",,,"Perry County, Missouri",15209,9843,9781,9395,386,62,5366,"Perry County, Missouri",80,251,256,275,124,55,251
"G2901590","2015-2019","MO",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29159",,,"Pettis County, Missouri",33037,19987,19871,18681,1190,116,13050,"Pettis County, Missouri",122,395,401,432,249,49,412
"G2901610","2015-2019","MO",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29161",,,"Phelps County, Missouri",36387,20209,20153,19115,1038,56,16178,"Phelps County, Missouri",120,627,637,671,258,39,635
"G2901630","2015-2019","MO",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29163",,,"Pike County, Missouri",14946,7720,7707,7332,375,13,7226,"Pike County, Missouri",52,326,327,346,126,23,329
"G2901650","2015-2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29165",,,"Platte County, Missouri",79391,56483,56039,53924,2115,444,22908,"Platte County, Missouri",259,692,708,744,346,160,685
"G2901670","2015-2019","MO",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29167",,,"Polk County, Missouri",25286,14937,14909,14345,564,28,10349,"Polk County, Missouri",119,448,455,470,159,29,458
"G2901690","2015-2019","MO",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29169",,,"Pulaski County, Missouri",42235,29859,18633,17522,1111,11226,12376,"Pulaski County, Missouri",197,761,1059,1060,297,934,758
"G2901710","2015-2019","MO",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29171",,,"Putnam County, Missouri",3811,2113,2113,2060,53,0,1698,"Putnam County, Missouri",54,136,136,147,54,11,134
"G2901730","2015-2019","MO",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29173",,,"Ralls County, Missouri",8269,5214,5214,4969,245,0,3055,"Ralls County, Missouri",67,205,205,225,88,18,200
"G2901750","2015-2019","MO",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29175",,,"Randolph County, Missouri",20046,10979,10958,10370,588,21,9067,"Randolph County, Missouri",115,385,386,365,175,27,378
"G2901770","2015-2019","MO",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29177",,,"Ray County, Missouri",18291,11367,11362,10953,409,5,6924,"Ray County, Missouri",105,345,346,332,140,7,362
"G2901790","2015-2019","MO",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29179",,,"Reynolds County, Missouri",5245,2751,2751,2601,150,0,2494,"Reynolds County, Missouri",59,136,136,151,60,16,139
"G2901810","2015-2019","MO",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29181",,,"Ripley County, Missouri",10752,5533,5529,5210,319,4,5219,"Ripley County, Missouri",88,302,301,303,100,5,288
"G2901830","2015-2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29183",,,"St. Charles County, Missouri",312092,218111,217930,211627,6303,181,93981,"St. Charles County, Missouri",343,1465,1476,1455,521,78,1446
"G2901850","2015-2019","MO",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29185",,,"St. Clair County, Missouri",7733,3745,3745,3602,143,0,3988,"St. Clair County, Missouri",38,193,193,202,50,16,195
"G2901860","2015-2019","MO",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29186",,,"Ste. Genevieve County, Missouri",14467,9189,9189,8870,319,0,5278,"Ste. Genevieve County, Missouri",151,358,358,389,112,18,329
"G2901870","2015-2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29187",,,"St. Francois County, Missouri",54530,28743,28738,27298,1440,5,25787,"St. Francois County, Missouri",186,779,779,845,298,9,782
"G2901890","2015-2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29189",,,"St. Louis County, Missouri",802898,524234,523921,499482,24439,313,278664,"St. Louis County, Missouri",589,2404,2420,2493,1370,114,2451
"G2901950","2015-2019","MO",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29195",,,"Saline County, Missouri",18279,10814,10813,10449,364,1,7465,"Saline County, Missouri",91,349,348,325,155,3,355
"G2901970","2015-2019","MO",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29197",,,"Schuyler County, Missouri",3495,1968,1968,1891,77,0,1527,"Schuyler County, Missouri",33,115,115,111,37,11,116
"G2901990","2015-2019","MO",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29199",,,"Scotland County, Missouri",3631,2085,2085,2010,75,0,1546,"Scotland County, Missouri",30,141,141,142,47,11,142
"G2902010","2015-2019","MO",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29201",,,"Scott County, Missouri",30405,17600,17517,16745,772,83,12805,"Scott County, Missouri",130,509,511,528,187,78,507
"G2902030","2015-2019","MO",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29203",,,"Shannon County, Missouri",6619,3161,3161,2968,193,0,3458,"Shannon County, Missouri",48,186,186,201,77,16,194
"G2902050","2015-2019","MO",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29205",,,"Shelby County, Missouri",4728,2970,2966,2905,61,4,1758,"Shelby County, Missouri",60,114,115,116,29,6,121
"G2902070","2015-2019","MO",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29207",,,"Stoddard County, Missouri",23636,13124,13093,12370,723,31,10512,"Stoddard County, Missouri",159,365,369,384,160,27,404
"G2902090","2015-2019","MO",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29209",,,"Stone County, Missouri",27111,13208,13205,12358,847,3,13903,"Stone County, Missouri",93,507,507,540,219,5,513
