GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALY3E001,ALY3E002,ALY3E003,ALY3E004,ALY3E005,ALY3E006,ALY3E007,NAME_M,ALY3M001,ALY3M002,ALY3M003,ALY3M004,ALY3M005,ALY3M006,ALY3M007
"G2902110","2015-2019","MO",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29211",,,"Sullivan County, Missouri",4986,2752,2746,2691,55,6,2234,"Sullivan County, Missouri",55,192,191,193,25,12,195
"G2902130","2015-2019","MO",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29213",,,"Taney County, Missouri",44803,26561,26555,25289,1266,6,18242,"Taney County, Missouri",170,670,670,751,298,10,690
"G2902150","2015-2019","MO",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29215",,,"Texas County, Missouri",20693,9665,9626,8906,720,39,11028,"Texas County, Missouri",96,402,402,421,211,38,400
"G2902170","2015-2019","MO",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29217",,,"Vernon County, Missouri",16160,9287,9256,8861,395,31,6873,"Vernon County, Missouri",123,348,351,379,144,47,352
"G2902190","2015-2019","MO",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29219",,,"Warren County, Missouri",27076,16686,16686,15937,749,0,10390,"Warren County, Missouri",138,527,527,593,223,24,552
"G2902210","2015-2019","MO",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29221",,,"Washington County, Missouri",20087,9800,9800,9080,720,0,10287,"Washington County, Missouri",117,471,471,484,181,21,484
"G2902230","2015-2019","MO",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29223",,,"Wayne County, Missouri",10755,4623,4623,4322,301,0,6132,"Wayne County, Missouri",80,273,273,279,116,18,291
"G2902250","2015-2019","MO",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29225",,,"Webster County, Missouri",29337,16299,16268,15538,730,31,13038,"Webster County, Missouri",112,578,574,532,190,31,576
"G2902270","2015-2019","MO",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29227",,,"Worth County, Missouri",1661,945,942,907,35,3,716,"Worth County, Missouri",12,62,62,64,18,4,61
"G2902290","2015-2019","MO",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29229",,,"Wright County, Missouri",14046,7173,7163,6629,534,10,6873,"Wright County, Missouri",91,294,296,289,150,14,319
"G2905100","2015-2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29510",,,"St. Louis city, Missouri",254266,167913,167492,155835,11657,421,86353,"St. Louis city, Missouri",273,1512,1516,1617,786,170,1516
"G3000010","2015-2019","MT",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30001",,,"Beaverhead County, Montana",8052,4868,4868,4683,185,0,3184,"Beaverhead County, Montana",48,208,208,215,92,15,207
"G3000030","2015-2019","MT",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30003",,,"Big Horn County, Montana",9251,5444,5438,4785,653,6,3807,"Big Horn County, Montana",67,218,218,233,134,8,221
"G3000050","2015-2019","MT",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30005",,,"Blaine County, Montana",4891,2947,2947,2502,445,0,1944,"Blaine County, Montana",31,135,135,161,83,15,137
"G3000070","2015-2019","MT",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30007",,,"Broadwater County, Montana",4969,2846,2846,2595,251,0,2123,"Broadwater County, Montana",36,205,205,218,114,15,204
"G3000090","2015-2019","MT",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30009",,,"Carbon County, Montana",8966,5495,5461,5235,226,34,3471,"Carbon County, Montana",52,226,222,232,64,44,231
"G3000110","2015-2019","MT",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30011",,,"Carter County, Montana",1059,653,653,641,12,0,406,"Carter County, Montana",89,85,85,85,10,10,62
"G3000130","2015-2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30013",,,"Cascade County, Montana",64975,40697,38376,36897,1479,2321,24278,"Cascade County, Montana",128,669,688,704,211,221,678
"G3000150","2015-2019","MT",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30015",,,"Chouteau County, Montana",4556,2649,2640,2569,71,9,1907,"Chouteau County, Montana",40,116,113,112,38,14,113
"G3000170","2015-2019","MT",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30017",,,"Custer County, Montana",9506,6351,6335,6170,165,16,3155,"Custer County, Montana",90,204,205,202,88,18,188
"G3000190","2015-2019","MT",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30019",,,"Daniels County, Montana",1405,886,886,870,16,0,519,"Daniels County, Montana",112,116,116,119,15,10,78
"G3000210","2015-2019","MT",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30021",,,"Dawson County, Montana",7330,4793,4793,4707,86,0,2537,"Dawson County, Montana",61,236,236,247,61,15,243
"G3000230","2015-2019","MT",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30023",,,"Deer Lodge County, Montana",7934,3843,3843,3705,138,0,4091,"Deer Lodge County, Montana",104,279,279,293,74,15,287
"G3000250","2015-2019","MT",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30025",,,"Fallon County, Montana",2269,1592,1592,1574,18,0,677,"Fallon County, Montana",97,127,127,127,25,10,101
"G3000270","2015-2019","MT",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30027",,,"Fergus County, Montana",9112,5649,5649,5476,173,0,3463,"Fergus County, Montana",58,269,269,289,117,16,264
"G3000290","2015-2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30029",,,"Flathead County, Montana",80383,50102,50098,48363,1735,4,30281,"Flathead County, Montana",226,862,862,892,301,5,864
"G3000310","2015-2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30031",,,"Gallatin County, Montana",88657,64229,64174,62357,1817,55,24428,"Gallatin County, Montana",176,718,715,773,263,46,747
"G3000330","2015-2019","MT",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30033",,,"Garfield County, Montana",843,550,550,550,0,0,293,"Garfield County, Montana",86,76,76,76,10,10,56
"G3000350","2015-2019","MT",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30035",,,"Glacier County, Montana",9659,5391,5391,5025,366,0,4268,"Glacier County, Montana",114,300,300,301,128,16,294
"G3000370","2015-2019","MT",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30037",,,"Golden Valley County, Montana",634,377,377,365,12,0,257,"Golden Valley County, Montana",72,61,61,60,10,10,48
"G3000390","2015-2019","MT",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30039",,,"Granite County, Montana",2797,1250,1250,1208,42,0,1547,"Granite County, Montana",34,125,125,132,24,10,121
"G3000410","2015-2019","MT",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30041",,,"Hill County, Montana",12391,7572,7567,7119,448,5,4819,"Hill County, Montana",63,227,228,253,128,8,238
"G3000430","2015-2019","MT",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30043",,,"Jefferson County, Montana",9839,5677,5643,5424,219,34,4162,"Jefferson County, Montana",80,234,238,257,81,44,238
"G3000450","2015-2019","MT",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30045",,,"Judith Basin County, Montana",1643,945,945,914,31,0,698,"Judith Basin County, Montana",57,69,69,69,16,10,75
"G3000470","2015-2019","MT",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30047",,,"Lake County, Montana",23604,13392,13385,12444,941,7,10212,"Lake County, Montana",95,406,406,381,188,8,394
"G3000490","2015-2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30049",,,"Lewis and Clark County, Montana",54690,36072,35930,34814,1116,142,18618,"Lewis and Clark County, Montana",189,649,651,709,287,110,638
"G3000510","2015-2019","MT",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30051",,,"Liberty County, Montana",1907,1154,1154,1154,0,0,753,"Liberty County, Montana",150,152,152,152,10,10,105
"G3000530","2015-2019","MT",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30053",,,"Lincoln County, Montana",16352,7561,7552,6835,717,9,8791,"Lincoln County, Montana",119,427,427,429,167,16,439
"G3000550","2015-2019","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30055",,,"McCone County, Montana",1379,785,785,778,7,0,594,"McCone County, Montana",124,92,92,93,10,10,95
"G3000570","2015-2019","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30057",,,"Madison County, Montana",7203,4202,4202,4098,104,0,3001,"Madison County, Montana",78,214,214,230,62,15,219
"G3000590","2015-2019","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30059",,,"Meagher County, Montana",1536,956,956,947,9,0,580,"Meagher County, Montana",160,138,138,138,11,10,111
"G3000610","2015-2019","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30061",,,"Mineral County, Montana",3595,1721,1684,1565,119,37,1874,"Mineral County, Montana",50,136,125,129,54,48,120
"G3000630","2015-2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30063",,,"Missoula County, Montana",97367,68285,68171,65170,3001,114,29082,"Missoula County, Montana",238,790,806,944,455,94,823
"G3000650","2015-2019","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065",,,"Musselshell County, Montana",3919,1945,1945,1841,104,0,1974,"Musselshell County, Montana",106,149,149,150,68,10,141
"G3000670","2015-2019","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067",,,"Park County, Montana",13855,8768,8755,8576,179,13,5087,"Park County, Montana",77,330,331,360,88,17,324
"G3000690","2015-2019","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069",,,"Petroleum County, Montana",370,232,232,223,9,0,138,"Petroleum County, Montana",60,41,41,40,8,10,40
"G3000710","2015-2019","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071",,,"Phillips County, Montana",3194,1925,1925,1790,135,0,1269,"Phillips County, Montana",50,144,144,157,61,10,146
"G3000730","2015-2019","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073",,,"Pondera County, Montana",4671,2744,2744,2563,181,0,1927,"Pondera County, Montana",35,142,142,147,71,15,146
"G3000750","2015-2019","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075",,,"Powder River County, Montana",1384,878,878,877,1,0,506,"Powder River County, Montana",91,89,89,89,3,10,64
"G3000770","2015-2019","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077",,,"Powell County, Montana",5969,2594,2594,2577,17,0,3375,"Powell County, Montana",31,194,194,195,18,15,201
"G3000790","2015-2019","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079",,,"Prairie County, Montana",998,598,598,569,29,0,400,"Prairie County, Montana",112,84,84,80,25,10,92
"G3000810","2015-2019","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081",,,"Ravalli County, Montana",35191,19246,19246,18224,1022,0,15945,"Ravalli County, Montana",129,509,509,588,224,22,546
"G3000830","2015-2019","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083",,,"Richland County, Montana",8702,6172,6172,6033,139,0,2530,"Richland County, Montana",147,232,232,240,57,16,199
"G3000850","2015-2019","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",7804,4390,4390,3865,525,0,3414,"Roosevelt County, Montana",55,219,219,208,163,16,237
"G3000870","2015-2019","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",6891,4207,4199,3922,277,8,2684,"Rosebud County, Montana",91,199,196,207,83,14,184
"G3000890","2015-2019","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",9848,4551,4551,4300,251,0,5297,"Sanders County, Montana",61,326,326,332,88,16,332
"G3000910","2015-2019","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",2819,1821,1821,1783,38,0,998,"Sheridan County, Montana",108,122,122,125,24,10,82
"G3000930","2015-2019","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",28582,16836,16810,16043,767,26,11746,"Silver Bow County, Montana",206,610,602,622,222,33,549
"G3000950","2015-2019","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",7676,4654,4647,4493,154,7,3022,"Stillwater County, Montana",63,200,200,200,51,10,196
"G3000970","2015-2019","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",3063,1701,1701,1687,14,0,1362,"Sweet Grass County, Montana",95,134,134,135,11,10,125
"G3000990","2015-2019","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",4768,2717,2686,2640,46,31,2051,"Teton County, Montana",29,107,105,106,23,34,111
"G3001010","2015-2019","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",4123,2234,2234,2189,45,0,1889,"Toole County, Montana",39,170,170,174,41,10,160
"G3001030","2015-2019","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",579,339,339,339,0,0,240,"Treasure County, Montana",74,77,77,77,10,10,40
"G3001050","2015-2019","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",6056,3805,3805,3608,197,0,2251,"Valley County, Montana",74,165,165,152,71,15,149
"G3001070","2015-2019","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",1667,976,976,945,31,0,691,"Wheatland County, Montana",104,117,117,118,22,10,112
"G3001090","2015-2019","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",859,558,558,557,1,0,301,"Wibaux County, Montana",82,76,76,74,7,10,54
"G3001110","2015-2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",125538,84047,83895,81146,2749,152,41491,"Yellowstone County, Montana",306,1043,1058,1056,393,105,1088
"G3100010","2015-2019","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",24968,16265,16265,15862,403,0,8703,"Adams County, Nebraska",92,375,375,368,120,21,372
"G3100030","2015-2019","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",5028,3295,3291,3217,74,4,1733,"Antelope County, Nebraska",27,111,111,115,27,6,115
"G3100050","2015-2019","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",315,200,200,199,1,0,115,"Arthur County, Nebraska",39,25,25,25,2,10,27
"G3100070","2015-2019","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",579,399,399,397,2,0,180,"Banner County, Nebraska",59,58,58,59,5,10,43
"G3100090","2015-2019","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",378,255,255,255,0,0,123,"Blaine County, Nebraska",41,39,39,39,10,10,24
"G3100110","2015-2019","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",4201,2954,2953,2904,49,1,1247,"Boone County, Nebraska",29,112,113,113,21,2,100
"G3100130","2015-2019","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",8493,5363,5363,5094,269,0,3130,"Box Butte County, Nebraska",82,226,226,242,113,16,228
"G3100150","2015-2019","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",1614,999,999,985,14,0,615,"Boyd County, Nebraska",63,64,64,67,11,10,72
"G3100170","2015-2019","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",2471,1562,1562,1554,8,0,909,"Brown County, Nebraska",92,117,117,115,11,10,88
"G3100190","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",38785,28153,28120,27371,749,33,10632,"Buffalo County, Nebraska",145,425,429,483,149,34,424
"G3100210","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",5195,3102,3102,2982,120,0,2093,"Burt County, Nebraska",35,105,105,117,56,14,110
"G3100230","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",6393,4303,4301,4222,79,2,2090,"Butler County, Nebraska",38,116,116,124,42,3,120
"G3100250","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",20326,13751,13622,13180,442,129,6575,"Cass County, Nebraska",99,259,265,279,132,72,273
"G3100270","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",6634,4633,4633,4584,49,0,2001,"Cedar County, Nebraska",23,100,100,103,21,14,98
"G3100290","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",3031,1983,1983,1934,49,0,1048,"Chase County, Nebraska",139,132,132,130,33,10,112
"G3100310","2015-2019","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",4619,3288,3288,3278,10,0,1331,"Cherry County, Nebraska",50,146,146,148,11,14,148
"G3100330","2015-2019","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",7610,5189,5189,5067,122,0,2421,"Cheyenne County, Nebraska",74,172,172,188,58,14,180
"G3100350","2015-2019","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",4857,3126,3126,3016,110,0,1731,"Clay County, Nebraska",28,100,100,104,40,14,95
"G3100370","2015-2019","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",7796,5603,5554,5435,119,49,2193,"Colfax County, Nebraska",101,227,258,261,71,69,229
"G3100390","2015-2019","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",6995,4766,4750,4610,140,16,2229,"Cuming County, Nebraska",60,181,178,199,76,24,194
"G3100410","2015-2019","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",8528,5650,5648,5503,145,2,2878,"Custer County, Nebraska",72,198,198,208,58,3,197
"G3100430","2015-2019","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",14761,10710,10704,10294,410,6,4051,"Dakota County, Nebraska",118,309,308,321,145,7,327
"G3100450","2015-2019","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",7453,4772,4768,4661,107,4,2681,"Dawes County, Nebraska",59,277,278,263,81,11,285
"G3100470","2015-2019","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",18054,12469,12461,12024,437,8,5585,"Dawson County, Nebraska",132,372,372,374,133,14,356
"G3100490","2015-2019","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",1491,946,946,900,46,0,545,"Deuel County, Nebraska",102,90,90,91,24,10,61
"G3100510","2015-2019","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",4428,2976,2971,2897,74,5,1452,"Dixon County, Nebraska",32,86,85,79,39,4,94
"G3100530","2015-2019","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",28803,19310,19309,18444,865,1,9493,"Dodge County, Nebraska",141,489,489,487,222,2,498
